DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
70909,MILFORD ISD,244,0,0,0,74,58,14,30,94,193
70910,PALMER ISD,1140,4,4,0,479,15,17,151,619,620
70911,RED OAK ISD,5608,50,39,5,1828,1065,134,572,2489,2484
70912,WAXAHACHIE ISD,7947,39,31,7,2805,913,214,858,3933,3846
70915,MAYPEARL ISD,1052,6,5,3,180,22,10,91,823,393
71801,BURNHAM WOOD CHARTER SCHOOL DISTRI,968,24,0,0,833,27,5,38,77,494
71803,PASO DEL NORTE ACADEMY CHARTER DIS,273,0,0,0,268,1,0,7,4,257
71804,EL PASO ACADEMY,456,1,0,0,424,3,1,36,24,243
71806,HARMONY SCIENCE ACAD (EL PASO),2653,26,5,5,2117,159,37,196,302,1955
71807,LA FE PREPARATORY SCHOOL,251,0,0,0,248,0,0,25,2,236
71809,VISTA DEL FUTURO CHARTER SCHOOL,339,3,0,0,293,10,7,16,24,160
71810,EL PASO LEADERSHIP ACADEMY,77,1,0,0,64,0,3,8,8,55
71901,CLINT ISD,11703,11,23,0,11082,81,58,807,444,10158
71902,EL PASO ISD,60556,726,121,181,50322,2301,847,5995,6055,41117
71903,FABENS ISD,2333,0,0,0,2305,0,0,244,27,2106
71904,SAN ELIZARIO ISD,4038,0,0,0,4013,4,0,323,16,3892
71905,YSLETA ISD,42421,127,84,42,39663,636,212,4751,1739,34318
71906,ANTHONY ISD,872,0,0,0,831,7,1,86,29,869
71907,CANUTILLO ISD,5859,23,5,0,5530,52,23,533,222,4323
71908,TORNILLO ISD,1264,0,0,0,1251,0,2,58,11,1191
71909,SOCORRO ISD,44380,266,133,44,40607,1020,221,3594,2041,31598
72801,PREMIER HIGH SCHOOLS,3591,21,14,3,2201,208,68,269,1073,2388
72802,ERATH EXCELS ACADEMY INC,193,0,3,0,93,5,0,25,89,145
72901,THREE WAY ISD,90,0,0,0,48,0,3,2,36,74
72902,DUBLIN ISD,1159,2,2,0,709,10,16,64,419,880
72903,STEPHENVILLE ISD,3607,25,54,3,977,43,54,274,2445,1670
72904,BLUFF DALE ISD,107,0,0,0,8,0,2,5,94,23
72908,HUCKABAY ISD,189,0,2,0,34,0,2,7,150,72
72909,LINGLEVILLE ISD,225,0,0,0,110,0,4,9,110,123
72910,MORGAN MILL ISD,119,0,0,0,19,0,2,4,98,57
73901,CHILTON ISD,494,0,0,0,293,72,9,60,117,409
73903,MARLIN ISD,943,4,1,0,300,542,15,115,78,933
73904,WESTPHALIA ISD,160,0,0,0,35,0,2,14,120,36
73905,ROSEBUD-LOTT ISD,632,0,1,0,245,79,15,75,291,429
74903,BONHAM ISD,1903,5,24,1,441,138,70,234,1221,1292
74904,DODD CITY ISD,385,0,1,0,28,1,11,33,343,169
74905,ECTOR ISD,270,5,1,0,35,1,1,32,224,133
74907,HONEY GROVE ISD,610,1,6,0,104,73,31,71,394,375
74909,LEONARD ISD,875,2,20,0,135,32,26,77,658,487
74911,SAVOY ISD,288,2,4,0,18,2,16,27,245,156
74912,TRENTON ISD,508,2,6,0,83,12,12,45,392,206
74917,SAM RAYBURN ISD,488,0,4,0,40,3,14,39,425,218
75901,FLATONIA ISD,603,4,1,0,335,19,4,50,238,346
75902,LA GRANGE ISD,1882,11,5,0,692,176,45,146,950,931
75903,SCHULENBURG ISD,708,2,2,0,281,97,9,67,314,419
75906,FAYETTEVILLE ISD,211,0,0,0,22,2,1,17,183,66
75908,ROUND TOP-CARMINE ISD,284,0,1,0,44,13,13,30,211,86
76903,ROBY CISD,277,0,0,0,99,3,6,21,165,149
76904,ROTAN ISD,255,1,1,0,121,13,6,27,111,143
77901,FLOYDADA ISD,753,0,0,0,596,30,2,58,124,569
77902,LOCKNEY ISD,498,0,0,0,393,9,0,43,93,389
78901,CROWELL ISD,211,2,0,0,70,6,2,32,128,143
79901,LAMAR CISD,28252,1751,84,28,12600,5311,508,2316,7967,11357
79906,NEEDVILLE ISD,2911,11,8,0,1254,110,37,235,1484,1103
79907,FORT BEND ISD,71681,17060,286,71,19067,20500,1863,4515,12902,26593
79910,STAFFORD MSD,3412,249,10,3,1545,1378,78,262,150,2313
80901,MOUNT VERNON ISD,1656,16,6,0,437,79,52,142,1064,920
81902,FAIRFIELD ISD,1763,21,8,1,382,299,45,112,1003,883
81904,TEAGUE ISD,1307,3,3,0,334,184,33,100,746,667
81905,WORTHAM ISD,481,2,0,0,75,63,5,33,332,235
81906,DEW ISD,147,1,0,0,17,11,4,8,112,68
82902,DILLEY ISD,1046,4,0,0,929,8,1,85,102,538
82903,PEARSALL ISD,2357,4,2,2,2196,9,7,205,134,1859
83901,SEAGRAVES ISD,596,0,0,0,473,48,2,38,69,373
83902,LOOP ISD,126,0,0,0,69,1,0,6,55,54
83903,SEMINOLE ISD,2824,11,8,2,1412,31,14,200,1344,1344
84801,MAINLAND PREPARATORY ACADEMY,437,6,3,0,65,336,7,3,17,364
84802,ODYSSEY ACADEMY INC,761,9,5,0,527,69,15,66,134,629
84804,AMBASSADORS PREPARATORY ACADEMY,302,6,0,0,70,193,3,18,28,257
84805,PREMIER LEARNING ACADEMY,510,5,2,2,164,252,12,28,71,417
84901,DICKINSON ISD,10391,238,31,10,4987,1787,207,976,3127,6442
84902,GALVESTON ISD,6953,146,34,13,3156,1661,111,493,1828,5221
84903,HIGH ISLAND ISD,146,1,0,0,10,2,10,9,121,93
84904,LA MARQUE ISD,2296,4,48,0,484,1529,27,254,202,1591
84906,TEXAS CITY ISD,6244,31,56,12,2647,1311,74,499,2110,4083
84908,HITCHCOCK ISD,1634,3,3,0,455,740,32,150,398,1300
84909,SANTA FE ISD,4620,23,23,4,863,18,64,471,3622,1556
84910,CLEAR CREEK ISD,40640,3982,81,40,11663,3291,1544,3901,20035,10972
84911,FRIENDSWOOD ISD,6087,377,18,6,943,121,127,499,4492,486
85902,POST ISD,895,0,8,0,519,71,17,102,275,636
85903,SOUTHLAND ISD,157,0,0,0,75,3,0,8,75,118
86024,DOSS CONSOLIDATED CSD,18,0,0,0,5,0,0,5,12,0
86901,FREDERICKSBURG ISD,2993,14,2,2,1409,2,29,278,1529,1571
86902,HARPER ISD,609,1,4,1,71,1,3,66,524,207
87901,GLASSCOCK COUNTY ISD,306,0,0,0,149,0,0,21,156,116
88902,GOLIAD ISD,1389,1,2,1,648,66,31,129,637,626
89901,GONZALES ISD,2795,5,0,0,1897,206,11,259,670,1962
89903,NIXON-SMILEY CISD,1085,0,0,0,845,6,6,120,226,859
89905,WAELDER ISD,308,0,0,0,255,39,1,23,12,279
90902,LEFORS ISD,164,0,0,0,22,0,6,10,134,100
90903,MCLEAN ISD,206,0,1,0,37,2,3,15,162,91
90904,PAMPA ISD,3824,11,15,0,1701,110,80,370,1904,2145
90905,GRANDVIEW-HOPKINS ISD,42,0,0,0,7,1,0,6,34,14
91901,BELLS ISD,752,0,12,2,42,3,30,61,661,239
91902,COLLINSVILLE ISD,535,0,3,0,90,11,11,28,417,243
91903,DENISON ISD,4530,36,117,4,792,448,308,643,2826,2949
91905,HOWE ISD,1022,5,18,1,144,5,25,83,822,462
91906,SHERMAN ISD,7145,171,92,0,2643,928,407,807,2900,4751
91907,TIOGA ISD,385,3,5,0,88,1,13,28,274,175
91908,VAN ALSTYNE ISD,1395,0,13,0,150,20,34,106,1174,390
91909,WHITESBORO ISD,1569,3,36,0,221,9,23,153,1275,778
91910,WHITEWRIGHT ISD,775,4,2,0,75,44,34,59,613,347
91913,POTTSBORO ISD,1384,9,45,1,80,5,56,120,1184,554
91914,S AND S CISD,841,0,14,0,78,4,37,73,707,408
91917,GUNTER ISD,795,3,7,0,169,8,24,59,580,244
91918,TOM BEAN ISD,684,2,6,2,34,8,21,88,608,331
92801,EAST TEXAS CHARTER SCHOOLS,174,1,0,0,38,10,2,10,120,41
92901,GLADEWATER ISD,1850,16,5,0,284,386,90,227,1067,882
92902,KILGORE ISD,4048,40,28,4,1222,651,149,291,1951,2392
92903,LONGVIEW ISD,8742,113,61,17,3173,3295,244,690,1835,6066
92904,PINE TREE ISD,4622,60,13,4,1340,961,101,383,2139,2851
92906,SABINE ISD,1396,5,6,0,275,82,44,113,979,608
92907,SPRING HILL ISD,1869,29,18,7,257,205,54,115,1297,689
92908,WHITE OAK ISD,1453,11,10,0,98,37,56,101,1239,514
93901,ANDERSON-SHIRO CISD,823,1,5,0,130,68,9,61,605,331
93903,IOLA ISD,451,0,0,0,64,15,3,32,367,203
93904,NAVASOTA ISD,3051,12,6,0,1491,720,33,198,790,2190
93905,RICHARDS ISD,144,0,0,0,11,20,0,9,112,88
94901,SEGUIN ISD,7379,36,7,0,5106,398,66,678,1763,5039
94902,SCHERTZ-CIBOLO-U CITY ISD,14586,291,58,43,5703,1589,743,1196,6155,4113
94903,NAVARRO ISD,1739,8,1,1,761,22,24,128,918,671
94904,MARION ISD,1417,7,8,1,518,25,24,97,834,610
95901,ABERNATHY ISD,779,0,3,0,462,4,9,69,298,419
95902,COTTON CENTER ISD,112,1,0,0,70,0,0,12,40,88
95903,HALE CENTER ISD,653,3,3,0,436,11,11,48,186,481
95904,PETERSBURG ISD,243,0,0,0,193,2,0,20,45,179
95905,PLAINVIEW ISD,5553,16,16,5,4292,216,61,466,938,4236
96904,MEMPHIS ISD,538,1,1,0,302,45,3,60,185,373
96905,TURKEY-QUITAQUE ISD,189,0,0,0,58,6,2,17,122,90
97902,HAMILTON ISD,754,3,2,0,119,5,12,86,612,385
97903,HICO ISD,571,0,1,0,142,1,2,50,424,338
98901,GRUVER ISD,446,1,0,0,227,0,1,28,214,194
98903,PRINGLE-MORSE CISD,123,0,0,0,37,0,0,14,84,56
98904,SPEARMAN ISD,879,4,0,0,587,0,7,55,281,500
99902,CHILLICOTHE ISD,183,0,2,0,66,6,8,19,99,146
99903,QUANAH ISD,552,6,1,0,178,18,24,59,322,417
100903,KOUNTZE ISD,1223,7,7,1,68,145,19,111,975,595
100904,SILSBEE ISD,2784,11,16,2,192,498,86,292,1976,1570
100905,HARDIN-JEFFERSON ISD,2221,8,4,0,193,191,31,171,1794,777
100907,LUMBERTON ISD,3883,38,19,3,306,11,58,306,3448,1102
100908,WEST HARDIN COUNTY CISD,584,0,5,2,16,1,8,49,547,275
101801,MEDICAL CENTER CHARTER SCHOOL,326,15,1,0,86,208,5,8,6,258
101802,SER-NINOS CHARTER SCHOOL,1031,0,4,0,1017,6,1,41,2,995
101803,ARISTOI CLASSICAL ACADEMY,539,2,0,0,162,52,15,30,307,100
101804,GEORGE I SANCHEZ CHARTER,736,0,0,0,727,3,0,50,3,669
101805,GIRLS & BOYS PREPARATORY ACADEMY,745,2,5,0,204,526,2,52,3,710
101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,1290,0,5,0,1279,0,2,91,2,1261
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,139,5,0,0,53,45,5,10,30,36
101809,BAY AREA CHARTER INC,419,5,4,0,114,33,5,56,256,144
101810,ACADEMY OF ACCELERATED LEARNING IN,747,8,15,0,418,297,5,11,2,737
101811,EXCEL ACADEMY,476,0,1,0,184,243,5,70,40,476
101813,KIPP INC CHARTER,11240,134,44,0,6968,3945,67,539,78,10318
101814,THE VARNETT PUBLIC SCHOOL,1614,1,3,0,818,760,3,40,27,1594
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,296,131,0,0,115,44,2,13,2,176
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,500,0,0,0,498,2,0,21,0,493
101821,HOUSTON HEIGHTS HIGH SCHOOL,205,0,0,1,174,21,0,12,7,181
101828,HOUSTON GATEWAY ACADEMY INC,1886,1,0,0,1816,45,3,56,18,1712
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,166,4,0,0,65,85,0,8,7,164
101833,LA AMISTAD LOVE & LEARNING ACADEMY,257,5,2,0,50,196,0,32,2,242
101837,CALVIN NELMS CHARTER SCHOOLS,303,3,0,0,162,36,6,23,95,83
101838,SOUTHWEST SCHOOL,1988,9,3,1,1646,163,7,153,155,1737
101840,TWO DIMENSIONS PREPARATORY ACADEMY,533,2,0,0,68,462,1,12,0,504
101842,COMQUEST ACADEMY,60,0,0,0,21,6,0,1,33,39
101845,YES PREP PUBLIC SCHOOLS INC,8450,143,33,0,7300,878,8,481,76,6988
101846,HARMONY SCIENCE ACADEMY,3471,409,3,0,1520,1145,48,152,336,2537
101847,BEATRICE MAYES INSTITUTE CHARTER S,472,0,0,0,8,462,0,31,0,323
101848,NORTHWEST PREPARATORY,315,0,1,0,39,263,4,28,5,271
101849,ACCELERATED INTERMEDIATE ACADEMY,254,3,0,0,136,114,0,19,0,243
101850,ZOE LEARNING ACADEMY,491,0,0,0,25,456,2,30,5,334
101853,PROMISE COMMUNITY SCHOOL,1867,50,1,0,1331,390,7,169,85,1691
101855,MEYERPARK ELEMENTARY,224,0,0,0,49,168,0,10,6,204
101856,DRAW ACADEMY,542,11,0,0,524,4,0,9,1,542
101858,HARMONY SCHOOL OF EXCELLENCE,4018,839,12,0,1691,763,100,196,610,1952
101859,STEP CHARTER SCHOOL,341,42,5,0,185,94,2,39,10,339
101861,THE RHODES SCHOOL,804,8,0,3,167,611,8,32,4,561
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,2949,911,5,0,648,731,56,153,592,1442
101864,THE LAWSON ACADEMY,154,0,0,0,16,135,2,18,0,115
101865,VICTORY PREP,634,0,1,0,169,459,3,41,1,559
101866,GLOBAL LEARNING VILLAGE,69,0,0,0,2,66,0,0,0,26
101867,FALLBROOK COLLEGE PREPARATORY ACAD,556,2,1,0,33,513,2,30,2,370
101868,THE PRO-VISION ACADEMY,356,0,0,0,34,320,1,60,1,334
101869,C O R E ACADEMY,343,0,0,0,27,313,0,40,3,302
101902,ALDINE ISD,69553,904,139,69,49591,17040,486,4660,1321,57311
101903,ALIEF ISD,47174,5802,518,94,24813,13963,283,3490,1745,37927
101905,CHANNELVIEW ISD,9130,100,73,9,7048,1077,45,766,776,7139
101906,CROSBY ISD,5430,21,21,0,1840,901,108,483,2535,2524
101907,CYPRESS-FAIRBANKS ISD,112691,9916,788,112,49584,18594,2704,8113,30990,55443
101908,DEER PARK ISD,13015,143,39,0,6871,312,247,1301,5388,5557
101910,GALENA PARK ISD,22639,181,90,0,17409,3644,135,1856,1199,18156
101911,GOOSE CREEK CISD,23069,322,69,23,13541,3621,369,2168,5121,14279
101912,HOUSTON ISD,214462,7720,428,214,133180,53401,1930,15870,17800,162133
101913,HUMBLE ISD,39371,1181,157,157,12992,7362,826,2992,16693,13149
101914,KATY ISD,70126,9256,280,70,24193,6732,1893,5960,27629,20056
101915,KLEIN ISD,49180,4180,196,49,18983,6934,1377,4032,17458,21147
101916,LA PORTE ISD,7626,76,45,7,3515,472,205,770,3309,3690
101917,PASADENA ISD,55395,1661,110,55,45645,3877,332,5040,3711,42598
101919,SPRING ISD,36781,1250,625,73,15852,14675,514,2979,3751,26592
101920,SPRING BRANCH ISD,35041,2172,350,35,20534,1576,525,2487,9846,17730
101921,TOMBALL ISD,13190,778,39,13,3864,606,435,976,7452,2928
101924,SHELDON ISD,7947,39,15,7,5539,1613,79,540,651,6031
101925,HUFFMAN ISD,3381,23,3,3,642,67,37,253,2603,1136
102901,KARNACK ISD,174,0,1,0,25,97,17,17,33,174
102902,MARSHALL ISD,5542,27,11,5,1806,2139,133,354,1418,4178
102903,WASKOM ISD,912,0,0,0,220,146,55,82,487,538
102904,HALLSVILLE ISD,4820,33,24,4,597,347,144,395,3672,1884
102905,HARLETON ISD,746,2,0,0,40,20,23,76,658,279
102906,ELYSIAN FIELDS ISD,992,4,2,0,40,133,29,103,778,458
103901,CHANNING ISD,149,0,0,0,23,0,1,11,123,75
103902,HARTLEY ISD,223,0,0,0,142,0,0,10,78,169
104901,HASKELL CISD,615,1,6,1,230,23,19,55,332,383
104903,RULE ISD,122,0,0,0,51,0,5,18,64,93
104907,PAINT CREEK ISD,133,1,0,0,55,0,0,13,75,84
105801,KATHERINE ANNE PORTER SCHOOL,146,3,0,0,28,3,3,14,108,74
105802,TEXAS PREPARATORY SCHOOL,280,3,1,1,113,108,8,24,43,194
105902,SAN MARCOS CISD,7736,61,7,7,5631,371,77,789,1578,5523
105904,DRIPPING SPRINGS ISD,5410,75,21,5,1071,43,227,513,3965,676
105905,WIMBERLEY ISD,2117,10,10,0,453,4,48,150,1589,558
105906,HAYS CISD,17904,143,35,17,11297,519,358,1700,5550,8916
106901,CANADIAN ISD,1048,4,3,0,494,0,5,67,540,419
107901,ATHENS ISD,3294,32,6,3,1511,421,102,273,1215,2457
107902,BROWNSBORO ISD,2658,5,13,5,388,212,55,252,1982,1382
107904,CROSS ROADS ISD,585,0,1,0,36,4,5,63,538,259
107905,EUSTACE ISD,1511,1,10,1,160,25,42,185,1270,1032
107906,MALAKOFF ISD,1214,3,2,0,190,144,40,135,831,838
107907,TRINIDAD ISD,186,0,0,0,15,26,10,31,132,103
107908,MURCHISON ISD,212,1,0,0,29,0,1,36,181,125
107910,LAPOYNOR ISD,512,1,2,0,44,43,8,46,414,256
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,1199,1,0,0,1183,1,0,69,13,966
108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,1125,18,13,0,1036,0,2,58,56,772
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,301,0,0,0,294,0,0,16,6,279
108807,IDEA PUBLIC SCHOOLS,19227,173,19,0,18207,346,19,903,461,16554
108808,VANGUARD ACADEMY,2333,4,0,0,2256,11,2,76,55,1896
108809,EXCELLENCE IN LEADERSHIP ACADEMY,185,0,0,0,180,2,2,10,0,158
108902,DONNA ISD,15325,0,0,0,15263,15,0,980,45,12505
108903,EDCOUCH-ELSA ISD,5041,0,5,0,5010,5,0,367,20,5020
108904,EDINBURG CISD,34175,205,0,0,33388,68,68,2050,478,29082
108905,HIDALGO ISD,3259,3,0,0,3245,6,0,195,6,2923
108906,MCALLEN ISD,24590,368,24,0,22967,73,73,1967,1057,17778
108907,MERCEDES ISD,5746,5,11,0,5671,5,11,356,45,4096
108908,MISSION CISD,15353,15,0,0,15184,15,0,1105,138,12896
108909,PHARR-SAN JUAN-ALAMO ISD,32272,64,0,0,31949,32,0,1936,193,28528
108910,PROGRESO ISD,2031,2,0,0,2018,0,0,105,8,2026
108911,SHARYLAND ISD,10247,215,0,10,9488,40,30,614,471,6137
108912,LA JOYA ISD,29600,0,0,0,29481,0,0,1924,88,28001
108913,WESLACO ISD,17329,34,34,0,17034,0,0,1368,207,12823
108914,LA VILLA ISD,602,0,0,0,597,0,0,39,4,544
108915,MONTE ALTO ISD,1042,0,0,0,1031,1,1,62,8,940
108916,VALLEY VIEW ISD,4479,0,0,0,4470,0,0,232,8,4120
109901,ABBOTT ISD,264,1,0,0,25,0,5,21,233,58
109902,BYNUM ISD,208,0,0,0,59,7,6,23,136,132
109903,COVINGTON ISD,296,0,2,0,31,2,10,47,248,140
109904,HILLSBORO ISD,2007,8,6,0,1172,256,48,216,513,1521
109905,HUBBARD ISD,378,0,0,0,48,66,4,34,258,249
109907,ITASCA ISD,664,5,3,0,266,51,23,55,312,440
109908,MALONE ISD,96,0,0,0,43,9,2,12,42,86
109910,MOUNT CALM ISD,160,0,0,0,36,10,8,24,106,114
109911,WHITNEY ISD,1530,6,6,3,287,64,35,174,1127,916
109912,AQUILLA ISD,275,0,4,0,39,3,6,22,221,144
109913,BLUM ISD,375,0,1,0,52,6,7,54,309,222
109914,PENELOPE ISD,191,0,0,0,51,4,1,21,131,148
110901,ANTON ISD,242,0,0,0,166,13,6,19,55,179
110902,LEVELLAND ISD,3144,6,6,3,2122,141,31,433,836,1933
110905,ROPES ISD,316,0,1,0,123,1,4,23,183,151
110906,SMYER ISD,403,0,4,0,197,10,6,45,182,236
110907,SUNDOWN ISD,642,0,5,0,367,7,5,39,256,222
110908,WHITHARRAL ISD,182,0,2,0,60,2,2,8,113,50
111901,GRANBURY ISD,6843,41,47,13,1539,47,109,821,5043,3312
111902,LIPAN ISD,335,0,0,0,39,2,5,27,288,167
111903,TOLAR ISD,741,2,2,0,46,8,5,57,675,191
112901,SULPHUR SPRINGS ISD,4378,43,17,4,1138,512,140,372,2521,2622
112905,CUMBY ISD,375,1,4,0,34,4,4,51,327,208
112906,NORTH HOPKINS ISD,486,0,5,0,106,3,21,56,347,298
112907,MILLER GROVE ISD,230,0,0,0,51,0,2,29,175,121
112908,COMO-PICKTON CISD,761,3,3,0,327,19,13,63,392,547
112909,SALTILLO ISD,268,0,1,0,67,8,5,34,184,185
112910,SULPHUR BLUFF ISD,212,1,0,1,22,2,6,32,177,92
113901,CROCKETT ISD,1303,9,3,0,393,658,27,126,212,1112
113902,GRAPELAND ISD,487,1,1,1,39,120,11,56,308,326
113903,LOVELADY ISD,513,3,0,0,44,42,20,53,404,212
113905,LATEXO ISD,527,0,1,0,42,20,5,46,457,239
113906,KENNARD ISD,292,0,2,0,16,40,14,21,218,178
114901,BIG SPRING ISD,4232,25,16,4,2683,249,110,385,1146,2581
114902,COAHOMA ISD,894,3,9,0,293,1,14,60,571,330
114904,FORSAN ISD,738,14,2,0,186,13,14,30,507,168
115901,FT HANCOCK ISD,440,0,0,0,429,0,0,25,8,396
115902,SIERRA BLANCA ISD,140,0,0,0,91,1,1,13,42,84
115903,DELL CITY ISD,73,0,1,0,44,1,1,7,24,58
116801,PHOENIX CHARTER SCHOOL,717,7,83,0,81,121,37,65,385,542
116901,CADDO MILLS ISD,1591,4,20,0,238,25,47,135,1255,564
116902,CELESTE ISD,451,0,4,0,47,8,10,53,378,225
116903,COMMERCE ISD,1553,34,10,9,327,321,66,164,784,1054
116905,GREENVILLE ISD,4727,47,37,9,1848,808,146,467,1834,3308
116906,LONE OAK ISD,997,3,6,0,96,24,18,127,845,419
116908,QUINLAN ISD,2541,7,10,0,556,20,45,299,1898,1689
116909,WOLFE CITY ISD,626,5,6,0,83,33,1,71,495,338
116910,CAMPBELL ISD,377,1,1,0,58,9,4,30,301,219
116915,BLAND ISD,584,0,4,1,199,5,18,47,355,308
116916,BOLES ISD,504,5,1,1,71,8,18,52,400,205
117901,BORGER ISD,2738,16,32,0,1199,90,101,268,1295,1407
117903,SANFORD-FRITCH ISD,829,0,10,0,77,5,24,110,708,353
117904,PLEMONS-STINNETT-PHILLIPS CISD,664,1,13,0,136,5,19,67,488,254
117907,SPRING CREEK ISD,106,0,4,0,30,0,0,4,69,48
118902,IRION COUNTY ISD,334,0,1,0,100,7,3,21,222,121
119901,BRYSON ISD,271,0,1,0,31,0,4,30,233,120
119902,JACKSBORO ISD,985,2,7,0,306,11,22,82,633,483
119903,PERRIN-WHITT CISD,352,0,2,0,63,0,2,38,285,160
120901,EDNA ISD,1567,7,1,4,692,253,7,150,598,973
120902,GANADO ISD,776,3,0,0,426,13,7,68,324,411
120905,INDUSTRIAL ISD,1218,1,2,0,332,13,4,95,864,348
121902,BROOKELAND ISD,419,0,0,0,18,13,8,41,377,243
121903,BUNA ISD,1452,0,13,0,49,60,20,120,1309,586
121904,JASPER ISD,2521,10,7,15,431,1021,65,267,970,1868
121905,KIRBYVILLE CISD,1479,4,5,0,96,156,57,118,1156,887
121906,EVADALE ISD,481,0,0,0,12,1,17,37,447,130
122901,FT DAVIS ISD,217,0,0,0,126,0,1,24,88,106
122902,VALENTINE ISD,39,1,0,0,24,0,1,0,12,26
123803,TEKOA ACADEMY OF ACCELERATED STUDI,426,0,0,0,37,353,5,14,29,397
123805,EHRHART SCHOOL,286,0,0,0,140,116,6,10,22,241
123807,BOB HOPE SCHOOL,447,0,0,0,421,12,3,21,9,399
123905,NEDERLAND ISD,5175,315,31,5,1097,434,77,517,3213,2168
123907,PORT ARTHUR ISD,8890,355,222,8,4062,3982,35,640,222,6836
123908,PORT NECHES-GROVES ISD,4903,274,14,0,1014,122,137,426,3338,1892
123910,BEAUMONT ISD,19393,562,38,19,4344,11655,446,1493,2327,14486
123913,SABINE PASS ISD,377,6,3,0,130,70,6,10,162,243
123914,HAMSHIRE-FANNETT ISD,1781,24,14,5,265,87,14,113,1367,523
124901,JIM HOGG COUNTY ISD,1128,3,3,0,1084,5,2,83,30,900
125901,ALICE ISD,5226,26,5,0,4922,20,10,402,240,4076
125902,BEN BOLT-PALITO BLANCO ISD,624,0,6,0,562,1,0,64,54,418
125903,ORANGE GROVE ISD,1908,7,1,0,1152,0,9,188,736,1041
125905,PREMONT ISD,504,0,0,0,488,1,0,48,14,409
125906,LA GLORIA ISD,118,0,0,0,115,0,0,6,0,50
126901,ALVARADO ISD,3493,10,31,0,1142,87,80,254,2144,2092
126902,BURLESON ISD,10957,87,87,21,2158,569,273,909,7757,3955
126903,CLEBURNE ISD,6547,13,32,85,2834,248,176,563,3155,4347
126904,GRANDVIEW ISD,1119,4,10,4,180,23,19,98,877,396
126905,JOSHUA ISD,5008,25,35,5,1106,50,120,360,3665,2423
126906,KEENE ISD,940,8,6,152,349,36,37,67,347,736
126907,RIO VISTA ISD,759,0,3,0,122,3,12,88,616,333
126908,VENUS ISD,1956,15,25,1,1019,50,27,111,817,1400
126911,GODLEY ISD,1813,5,43,1,413,18,39,192,1290,1013
127901,ANSON ISD,713,5,0,0,357,14,17,74,317,462
127903,HAMLIN ISD,435,4,0,0,180,17,17,44,213,268
127904,HAWLEY ISD,758,0,0,0,135,2,11,58,608,344
127905,LUEDERS-AVOCA ISD,116,0,0,0,14,6,3,11,90,85
127906,STAMFORD ISD,670,4,2,0,316,58,24,58,263,466
128901,KARNES CITY ISD,1062,0,1,1,751,22,8,88,278,610
128902,KENEDY ISD,777,0,3,0,651,20,7,87,94,425
128903,RUNGE ISD,320,0,0,0,280,0,0,32,40,183
128904,FALLS CITY ISD,359,1,0,0,68,2,1,25,285,71
129901,CRANDALL ISD,3291,26,16,0,648,338,65,253,2191,1408
129902,FORNEY ISD,8982,134,44,8,2155,979,233,691,5416,2272
129903,KAUFMAN ISD,3759,22,22,0,1601,187,67,345,1853,2424
129904,KEMP ISD,1453,0,11,2,286,33,37,152,1079,967
129905,MABANK ISD,3456,27,20,3,497,58,124,338,2719,2070
129906,TERRELL ISD,4211,33,21,0,1894,993,113,391,1153,3128
129910,SCURRY-ROSSER ISD,1001,1,3,1,118,30,11,96,836,415
130801,MEADOWLAND CHARTER SCHOOL,100,0,0,0,55,4,1,46,40,91
130901,BOERNE ISD,7472,67,37,7,2166,37,134,530,5028,1367
130902,COMFORT ISD,1124,2,3,0,657,2,17,111,441,636
131001,KENEDY COUNTY WIDE CSD,78,1,0,0,70,2,0,4,3,48
132902,JAYTON-GIRARD ISD,126,0,0,0,29,0,0,10,96,52
133901,CENTER POINT ISD,593,0,0,0,313,7,7,50,265,428
133902,HUNT ISD,173,0,1,1,51,0,2,10,117,62
133903,KERRVILLE ISD,5029,60,15,5,2363,100,80,367,2403,2911
133904,INGRAM ISD,1044,5,4,2,472,7,21,96,531,730
133905,DIVIDE ISD,9,0,0,0,2,0,0,0,6,0
134901,JUNCTION ISD,657,5,0,0,256,0,7,63,388,404
135001,GUTHRIE CSD,113,0,0,0,16,0,0,4,96,0
136901,BRACKETT ISD,640,1,1,0,433,5,5,65,195,385
137901,KINGSVILLE ISD,3427,30,6,0,2974,119,3,366,291,2631
137902,RICARDO ISD,681,8,0,0,561,0,0,34,108,371
137903,RIVIERA ISD,428,2,0,0,315,0,2,29,106,265
137904,SANTA GERTRUDIS ISD,630,8,0,0,483,6,6,18,124,223
138902,KNOX CITY-O'BRIEN CISD,311,0,1,0,159,15,5,42,126,217
