DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
228903,TRINITY ISD,1248,2,3,0,269,234,37,103,700,963
228904,CENTERVILLE ISD,122,0,0,0,6,0,0,10,115,66
228905,APPLE SPRINGS ISD,202,0,1,0,13,12,4,29,170,116
229901,COLMESNEIL ISD,405,2,2,0,14,8,4,32,373,211
229903,WOODVILLE ISD,1298,6,32,1,106,306,53,172,793,844
229904,WARREN ISD,1229,7,4,0,61,14,18,88,1123,538
229905,SPURGER ISD,412,0,4,0,16,2,2,48,386,259
229906,CHESTER ISD,175,0,0,0,5,15,1,18,152,84
230901,BIG SANDY ISD,679,2,4,0,69,82,35,67,484,401
230902,GILMER ISD,2415,9,19,0,393,350,118,183,1523,1528
230903,ORE CITY ISD,869,6,4,0,130,65,35,88,625,603
230904,UNION HILL ISD,308,1,3,3,51,24,7,19,218,183
230905,HARMONY ISD,1059,2,3,0,172,4,22,64,854,493
230906,NEW DIANA ISD,1015,2,3,1,108,82,35,51,781,390
230908,UNION GROVE ISD,768,3,7,0,48,0,17,46,689,324
231901,MCCAMEY ISD,545,0,3,0,401,13,3,38,124,279
231902,RANKIN ISD,277,0,1,0,132,1,1,14,139,109
232901,KNIPPA ISD,404,2,0,0,216,2,0,8,180,113
232902,SABINAL ISD,514,1,2,0,364,2,7,49,137,354
232903,UVALDE CISD,4737,23,9,4,4244,9,9,540,435,3638
232904,UTOPIA ISD,205,0,0,0,39,2,2,23,160,93
233901,SAN FELIPE-DEL RIO CISD,10643,21,21,0,9834,95,21,819,649,8078
233903,COMSTOCK ISD,206,2,1,0,90,0,2,17,111,53
234801,RANCH ACADEMY,114,2,1,1,9,10,2,41,88,66
234902,CANTON ISD,2060,12,22,2,220,41,49,156,1709,758
234903,EDGEWOOD ISD,915,1,4,0,92,43,36,111,735,428
234904,GRAND SALINE ISD,1100,5,6,0,291,6,16,97,772,691
234905,MARTINS MILL ISD,513,1,2,1,102,9,7,49,389,245
234906,VAN ISD,2333,6,20,2,443,67,55,240,1733,1229
234907,WILLS POINT ISD,2429,7,21,2,536,123,80,235,1659,1542
234909,FRUITVALE ISD,392,1,1,0,38,3,23,47,323,239
235901,BLOOMINGTON ISD,918,0,0,0,776,43,17,92,79,763
235902,VICTORIA ISD,14411,129,28,0,9280,1052,187,1282,3718,9006
235904,NURSERY ISD,118,0,0,0,56,6,2,12,52,52
236801,RAVEN SCHOOL,72,0,0,0,25,20,2,12,23,72
236901,NEW WAVERLY ISD,964,0,7,0,134,185,46,100,589,508
236902,HUNTSVILLE ISD,6433,57,19,6,2071,1627,141,572,2508,3776
237902,HEMPSTEAD ISD,1483,7,1,0,848,381,19,109,225,1046
237904,WALLER ISD,6234,24,24,6,3173,685,137,361,2181,3983
237905,ROYAL ISD,2200,2,4,0,1555,376,39,193,220,1760
238902,MONAHANS-WICKETT-PYOTE ISD,2263,13,9,0,1341,95,15,208,787,1086
238904,GRANDFALLS-ROYALTY ISD,143,0,0,0,98,4,1,13,39,98
239901,BRENHAM ISD,4866,77,4,4,1610,1065,82,559,2019,2647
239903,BURTON ISD,387,0,1,0,75,65,3,46,241,212
240801,GATEWAY ACADEMY CHARTER DISTRICT,347,0,0,0,343,2,0,36,1,324
240901,LAREDO ISD,24659,24,0,0,24387,24,24,1948,197,22612
240903,UNITED ISD,43297,129,0,0,42734,43,0,3203,346,33208
240904,WEBB CISD,323,0,0,0,298,0,0,25,24,201
241901,BOLING ISD,1114,4,1,0,591,108,14,83,395,569
241902,EAST BERNARD ISD,974,0,0,0,288,54,8,54,622,324
241903,EL CAMPO ISD,3599,10,3,3,2177,410,35,295,957,2357
241904,WHARTON ISD,2200,11,0,0,1238,591,26,180,332,1760
241906,LOUISE ISD,474,0,0,0,263,19,3,18,184,286
242902,SHAMROCK ISD,444,3,11,0,121,35,16,44,254,214
242903,WHEELER ISD,486,0,3,0,296,0,5,52,178,218
242905,KELTON ISD,120,0,0,0,39,0,5,9,75,51
242906,FORT ELLIOTT CISD,167,0,2,0,14,0,6,21,144,27
243801,BRIGHT IDEAS CHARTER,115,1,0,0,27,2,4,12,77,60
243901,BURKBURNETT ISD,3354,40,23,16,506,221,181,332,2364,1613
243902,ELECTRA ISD,409,2,2,0,60,38,20,44,283,278
243903,IOWA PARK CISD,1710,10,23,3,145,8,37,182,1480,726
243905,WICHITA FALLS ISD,14081,337,140,14,4773,2027,605,1731,6167,9575
243906,CITY VIEW ISD,1042,13,11,0,285,94,52,132,584,636
244901,HARROLD ISD,117,1,1,0,47,1,3,18,62,65
244903,VERNON ISD,2134,57,12,2,879,211,68,232,900,1297
244905,NORTHSIDE ISD,201,2,0,0,54,7,2,20,136,84
245901,LASARA ISD,475,0,2,1,462,0,0,25,7,350
245902,LYFORD CISD,1552,1,0,0,1510,1,1,117,37,1230
245903,RAYMONDVILLE ISD,2107,2,0,0,2085,4,0,141,16,1856
245904,SAN PERLITA ISD,281,0,1,0,250,1,0,23,28,193
246801,MERIDIAN WORLD SCHOOL LLC,1064,202,4,5,218,53,38,46,543,68
246902,FLORENCE ISD,995,2,4,2,432,18,22,98,509,610
246904,GEORGETOWN ISD,10625,116,31,10,4441,382,255,924,5386,4696
246905,GRANGER ISD,425,0,0,0,187,8,10,36,217,249
246906,HUTTO ISD,6177,61,12,12,2581,753,290,568,2458,2816
246907,JARRELL ISD,1263,10,0,2,579,47,50,107,570,737
246908,LIBERTY HILL ISD,3210,9,6,6,600,28,64,256,2490,799
246909,ROUND ROCK ISD,47098,6358,188,94,14270,4050,2025,4003,20110,12622
246911,TAYLOR ISD,3206,16,6,3,1949,330,70,352,830,2250
246912,THRALL ISD,654,1,3,1,183,15,18,60,430,213
246913,LEANDER ISD,36105,2130,108,72,8737,1371,1408,3502,22312,7112
246914,COUPLAND ISD,142,0,2,0,39,0,6,6,91,47
247901,FLORESVILLE ISD,3935,11,15,0,2561,51,51,417,1243,2010
247903,LA VERNIA ISD,3181,3,15,0,868,28,57,286,2207,750
247904,POTH ISD,823,0,1,0,377,4,4,61,433,302
247906,STOCKDALE ISD,832,0,0,0,390,6,9,123,424,426
248901,KERMIT ISD,1451,7,2,0,1123,27,10,127,280,944
248902,WINK-LOVING ISD,407,0,2,0,144,10,4,30,247,159
249901,ALVORD ISD,692,0,0,0,100,4,8,62,579,222
249902,BOYD ISD,1153,3,13,1,164,10,33,79,925,536
249903,BRIDGEPORT ISD,2080,6,12,0,1042,14,33,180,969,1171
249904,CHICO ISD,604,0,6,0,143,6,13,50,434,349
249905,DECATUR ISD,2999,23,17,2,1007,38,38,278,1868,1331
249906,PARADISE ISD,1127,2,4,0,134,5,13,119,965,330
249908,SLIDELL ISD,249,0,1,0,66,1,0,17,178,121
250902,HAWKINS ISD,736,0,2,3,35,77,27,74,590,431
250903,MINEOLA ISD,1587,20,6,1,453,114,52,101,939,904
250904,QUITMAN ISD,1098,2,5,2,185,26,35,110,841,579
250905,YANTIS ISD,349,0,1,0,83,3,11,16,250,204
250906,ALBA-GOLDEN ISD,853,5,1,0,98,3,9,73,736,430
250907,WINNSBORO ISD,1448,18,5,1,205,24,41,110,1149,760
251901,DENVER CITY ISD,1754,7,3,1,1397,15,12,96,317,850
251902,PLAINS ISD,454,0,0,0,296,0,0,30,157,287
252901,GRAHAM ISD,2494,9,17,2,760,27,29,244,1646,1354
252902,NEWCASTLE ISD,210,0,0,1,21,0,2,23,185,112
252903,OLNEY ISD,725,2,2,0,265,15,28,100,411,450
253901,ZAPATA COUNTY ISD,3677,3,0,0,3640,0,0,257,33,2912
254901,CRYSTAL CITY ISD,2011,4,0,0,1966,8,4,170,26,1429
254902,LA PRYOR ISD,483,0,0,0,454,0,0,50,27,424
