DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
57809,2009,,-3,,-1,,-6,2,-6,211,,0,,0,,0,,-5,211,,0,,0,,0,1,1,65,,0,,0,,0,1,-1,181,,0,,0,,0,1,-1,141,,0,,0,,0,,-5,211,,,,,,,,,211,,0,,0,,0,1,2,6,,,,,,,,,211,,0,,0,,0,,0,4
57810,2009,,-6,,-1,,-6,47,-3,570,,0,,0,,0,,-6,570,,0,,0,,0,33,-2,467,,0,,0,,0,38,-5,540,,0,,0,,0,14,2,103,,0,,0,,0,,-6,570,,,,,,,,,570,,0,,0,,0,7,4,23,,,,,,,,,570,,,,,,,,,0
57811,2009,,-5,,-1,,-6,,-6,301,,0,,0,,0,,0,301,,0,,0,,0,,0,298,,0,,0,,0,,0,292,,0,,0,,0,,0,3,,0,,0,,0,,0,301,,,,,,,,,301,,0,,0,,0,,0,18,,,,,,,,,301,,,,,,,,,0
57813,2009,,-6,,-1,2,-6,108,5,619,,0,,0,,-6,,-6,619,,0,,0,1,2,10,1,50,,0,1,0,1,-1,92,-2,552,,0,1,0,1,-2,98,1,557,,0,,0,,-6,,-6,619,,,,,,,,,619,,0,,0,1,2,8,3,19,,,,,,,,,619,,0,,0,,0,,-2,12
57814,2009,,-6,,-2,,-6,,-6,2364,,0,,0,,0,,0,2364,,0,,0,,0,,0,1111,,0,,0,,0,,0,2364,,0,,0,,0,,0,1040,,0,,0,,0,,0,2364,,,,,,,,,2364,,0,,0,,0,,0,307,,,,,,,,,2364,,0,,0,,0,,0,213
57816,2009,,-6,,-2,,-6,2,-6,1261,,0,,0,,0,,-6,1261,,0,,0,,0,11,,1236,,0,,0,,0,1,-1,1045,,0,,0,,0,,0,25,,0,,0,,0,,-6,1261,,,,,,,,,1261,,0,,0,,0,1,2,113,,,,,,,,,1261,,,,,,,,,0
57817,2009,,-5,,-1,,-6,29,-5,479,,0,,0,,0,,-6,479,,0,1,0,,0,1,-6,393,,0,1,0,,0,1,-6,409,,0,,0,,0,1,-3,86,,0,,0,,0,,-6,479,,,,,,,,,479,,0,,0,,0,16,5,101,,,,,,,,,479,,,,,,,,,0
57819,2009,,-2,,0,,-6,,-6,115,,0,,0,,0,,0,115,,0,,0,,0,,0,34,,0,,0,,0,,0,81,,0,,0,,0,,0,64,,0,,0,,0,,0,115,,,,,,,,,115,,0,,0,,0,,0,49,,,,,,,,,115,,0,,0,,0,,0,14
57827,2009,,-5,,-1,,-6,,-6,312,,0,,0,,0,,0,312,,0,,0,,0,5,3,159,,0,,0,,0,5,1,286,,0,,0,,0,,0,147,,0,,0,,0,,0,312,,,,,,,,,312,,0,,0,,0,,0,16,,,,,,,,,312,,0,,0,,0,,0,3
57828,2009,,-6,140,6,,-6,635,6,3673,,0,1,-6,,0,8,-6,3673,,0,30,2,,0,162,6,588,,0,26,-6,,0,216,-6,1701,,0,41,-1,,0,183,-3,1212,,0,1,-6,,0,5,-6,3673,,,,,,,,,3673,,0,6,-5,,0,88,-1,514,,,,,,,,,3673,,0,64,-1,,0,277,-3,1763
57829,2009,,-6,2,1,,-6,159,5,1052,,0,,-6,,0,,-6,1052,,0,1,2,1,2,35,5,105,,0,21,,1,0,102,-6,866,,0,22,,1,1,99,-5,810,,0,1,-4,,0,1,-6,1052,,,,,,,,,1052,,0,1,2,,0,19,4,63,,,,,,,,,1052,,0,7,6,,0,1,-6,137
57830,2009,,-6,2,1,2,-6,121,2,972,,0,,-6,,-6,,-6,972,,0,,-1,1,1,15,-1,146,,0,1,-1,48,,107,-1,865,,0,1,-1,48,,100,1,797,,0,,-6,,-6,1,-6,972,,,,,,,,,972,,0,1,2,1,2,7,2,29,,,,,,,,,972,,0,1,2,1,2,1,-1,19
57831,2009,,-6,,-1,144,-6,2,-6,733,,0,,0,,-6,,-6,733,,0,,0,1,-6,1,-2,711,,0,,0,123,-1,30,,642,,0,,0,1,-2,1,2,22,,0,,0,,-6,,-6,733,,,,,,,,,733,,0,,0,15,1,1,2,66,,,,,,,,,733,,,,,,,,,0
57832,2009,,-5,2,2,,-6,,-6,498,,0,,-6,,0,,0,498,,0,5,4,,0,,0,184,,0,1,-1,,0,,0,386,,0,5,3,,0,,0,204,,0,,-6,,0,,0,498,,,,,,,,,498,,0,1,1,,0,,0,100,,,,,,,,,498,,0,,-1,,0,,0,110
57833,2009,,-4,,-1,,-6,2,-6,224,,0,,0,,0,,-5,224,,0,,0,,0,1,1,60,,0,,0,1,1,1,1,106,,0,,0,,0,1,1,52,,0,,0,,0,,-5,224,,,,,,,,,224,,0,,0,,0,1,2,18,,,,,,,,,224,,0,,0,6,3,1,1,105
57834,2009,2,-5,2,1,2,-6,65,-2,669,,-6,,-6,,-6,1,-6,669,1,1,1,1,9,,51,6,301,1,1,1,1,1,1,31,1,306,1,1,1,1,1,1,9,-5,254,,-6,,-6,,-6,,-6,669,,,,,,,,,669,1,1,1,1,1,1,15,4,74,,,,,,,,,669,1,1,1,1,1,1,1,-5,94
57835,2009,,-6,,-1,,-6,52,-4,651,,0,,0,,0,,-6,651,,0,,0,,0,1,1,7,,0,,0,,0,44,-1,552,,0,,0,,0,45,-5,638,,0,,0,,0,,-6,651,,,,,,,,,651,,0,,0,,0,7,2,46,,,,,,,,,651,,0,,0,,0,1,1,7
57836,2009,,-4,,-1,,-6,,-6,256,,0,,0,,0,,0,256,,0,,0,,0,19,0,256,,0,,0,,0,9,5,107,,,,,,,,,0,,0,,0,,0,,0,256,,,,,,,,,256,,0,,0,,0,,0,8,,,,,,,,,256,,,,,,,,,0
57837,2009,,-4,,-1,,-6,,-6,247,,0,,0,,0,,0,247,,0,,0,,0,1,1,156,,0,,0,,0,1,0,212,,0,,0,,0,,0,91,,0,,0,,0,,0,247,,,,,,,,,247,,0,,0,,0,,0,22,,,,,,,,,247,,,,,,,,,0
57839,2009,,-5,,-1,,-6,2,-6,378,,0,,0,,0,,-5,378,,0,,0,,0,5,6,23,,0,,0,1,0,1,-1,338,,0,,0,1,0,30,,336,,0,,0,,0,,-5,378,,,,,,,,,378,,0,,0,,0,1,1,42,,,,,,,,,378,,0,,0,,0,,0,15
57840,2009,,-5,,-1,,-6,,-6,380,,0,,0,,0,1,0,380,,0,,0,,0,1,2,61,,0,,0,,0,,0,17,,0,,0,,0,1,1,76,,0,,0,,0,,0,380,,,,,,,,,380,,,,,,,,,0,,,,,,,,,380,,0,,0,,0,1,1,160
57841,2009,,-3,,0,,-6,,-6,157,,0,,0,,0,,0,157,,0,,0,,0,,0,28,,0,,0,,0,,0,142,,0,,0,,0,,0,121,,0,,0,,0,,0,157,,,,,,,,,157,,0,,0,,0,,0,3,,,,,,,,,157,,0,,0,,0,,0,8
61802,2009,,-6,,-1,,-6,2,-6,1008,,0,,0,,0,,-6,1008,,0,1,2,,0,,-1,141,,0,,0,,0,,-1,230,,0,1,2,,0,,-1,181,,0,,0,,0,,-6,1008,,,,,,,,,1008,,0,,0,,0,,-1,121,,,,,,,,,1008,,0,1,1,1,1,6,2,665
70801,2009,,-5,,-1,95,-2,2,-6,361,,0,,0,1,-6,,-5,361,,0,,0,1,-6,1,1,69,,0,,0,46,-3,8,3,220,,0,,0,19,-1,1,1,76,,0,,0,,-6,,-5,361,,,,,,,,,361,,0,,0,25,5,1,2,36,,,,,,,,,361,,0,,0,62,2,17,,202
71801,2009,,-6,2,1,,-6,,-6,734,,0,,-6,,0,,0,734,,0,,0,,0,,0,29,,0,1,1,,0,,0,350,,0,1,-1,,0,,0,558,,0,,-6,,0,,0,734,,,,,,,,,734,,0,1,2,,0,,0,66,,,,,,,,,734,,0,1,1,,0,,0,110
71803,2009,,-5,,-1,,-6,,-6,401,,0,,0,,0,,0,401,,0,,0,,0,,0,8,,0,1,0,,0,,0,353,,0,1,0,,0,,0,381,,0,,0,,0,,0,401,,,,,,,,,401,,0,,0,,0,,0,28,,,,,,,,,401,,0,,0,,0,,0,8
71804,2009,,-6,,-1,,-6,,-6,697,,0,,0,,0,,0,697,,0,,0,,0,,0,7,,0,,0,,0,,0,482,,0,,0,,0,1,0,606,,0,,0,,0,,0,697,,,,,,,,,697,,0,,0,,0,,0,56,,,,,,,,,697,,0,,0,,0,,0,77
71806,2009,,-6,,-1,,-6,2,-6,659,,0,,0,,0,,-6,659,,0,,0,,0,1,2,20,,0,,0,,0,34,,430,,0,,0,,0,45,,587,,0,,0,,0,,-6,659,,,,,,,,,659,,0,,0,,0,1,2,13,,,,,,,,,659,,0,,0,,0,1,2,46
71807,2009,,-3,,0,,-6,,-6,151,,0,,0,,0,,0,151,,,,,,,,,0,,0,,0,,0,,0,141,,0,,0,,0,,0,148,,0,,0,,0,,0,151,,,,,,,,,151,,0,,0,,0,,0,9,,,,,,,,,151,,0,,0,,0,,0,3
72801,2009,,-5,,-1,,-6,2,-6,420,,0,,0,,0,,-5,420,,0,,0,,0,,0,17,,0,,0,,0,1,-1,258,,0,,0,,0,1,1,130,,0,,0,,0,,-5,420,,,,,,,,,420,,0,,0,,0,1,1,63,,,,,,,,,420,,0,,0,,0,1,-1,265
72802,2009,,-6,,-1,13,-6,147,6,541,,0,,0,,-6,,-6,541,,0,,0,7,6,12,4,16,,0,,0,1,-6,70,-6,408,,0,,0,1,-4,62,-2,254,,0,,0,,-6,,-6,541,,,,,,,,,541,,0,,0,5,1,60,3,162,,,,,,,,,541,,0,,0,1,-4,73,-1,270
84802,2009,,-5,,-1,2,-6,2,-6,414,,0,,0,,-5,,-5,414,,0,,0,1,1,,-1,66,,0,,0,1,-1,1,-1,335,,0,,0,9,,1,-1,228,,0,,0,,-5,,-5,414,,,,,,,,,414,,0,,0,1,2,1,2,21,,,,,,,,,414,,0,,0,1,1,1,1,104
84804,2009,,-3,,-1,,-6,,-6,191,,0,,0,,0,,0,191,,0,,0,,0,,0,168,,0,,0,,0,,0,167,,0,,0,,0,,0,17,,0,,0,,0,,0,191,,,,,,,,,191,,0,,0,,0,,0,13,,,,,,,,,191,,0,,0,,0,,0,4
92801,2009,,-3,,-1,,-6,,-6,208,,0,,0,,0,,0,208,,0,,0,,0,,0,21,,0,,0,,0,,0,67,,0,,0,,0,,0,35,,0,,0,,0,,0,208,,,,,,,,,208,,0,,0,,0,,0,35,,,,,,,,,208,,0,,0,,0,,0,148
101802,2009,,-6,,-1,,-6,2,-6,618,,0,,0,,0,,-6,618,,0,,0,,0,,0,12,,0,,0,,0,1,-1,483,,0,,0,,0,18,,606,,0,,0,,0,,-6,618,,,,,,,,,618,,0,,0,,0,1,2,25,,,,,,,,,618,,,,,,,,,0
101803,2009,,-5,,-1,,-6,2,-6,347,,0,,0,,0,1,-4,347,,0,,0,,0,1,2,35,,0,,0,,0,1,1,62,,0,,0,,0,1,1,45,,0,,0,,0,,-5,347,,,,,,,,,347,,0,,0,,0,1,2,24,,,,,,,,,347,,0,,0,1,1,10,,257
101804,2009,,-6,,-1,,-6,268,6,862,,0,,0,,0,,-6,862,,0,,0,,0,5,-1,17,,0,,0,,0,195,-4,691,,0,,0,,0,263,1,845,,0,,0,,0,,-6,862,,,,,,,,,862,,0,,0,,0,19,-1,69,,,,,,,,,862,,,,,,,,,0
101806,2009,,-6,,-1,,-6,2,-6,1046,,0,,0,,0,,-6,1046,,,,,,,,,0,,0,,0,1,0,1,-2,1001,,0,,0,1,0,13,,1036,,0,,0,,0,,-6,1046,,,,,,,,,1046,,0,,0,1,2,1,2,63,,,,,,,,,1046,,0,,0,,0,,0,10
101807,2009,,-2,,0,,-6,,-6,136,,0,,0,,0,,0,136,,0,,0,,0,,0,53,,0,,0,,0,,0,25,,0,,0,,0,,0,46,,0,,0,,0,,0,136,,,,,,,,,136,,0,,0,,0,,0,11,,,,,,,,,136,,0,,0,,0,,0,26
101810,2009,,-6,,-1,,-6,,-6,591,,0,,0,,0,,0,591,,0,,0,,0,,0,266,,0,,0,,0,,0,585,,0,,0,,0,,0,319,,0,,0,,0,,0,591,,,,,,,,,591,,0,,0,,0,,0,12,,,,,,,,,591,,,,,,,,,0
101811,2009,,-6,,-3,,-6,,-6,2678,,0,,0,,0,,0,2678,,0,,0,,0,,0,1098,,0,,0,,0,,0,2678,,0,,0,,0,,0,1259,,0,,0,,0,,0,2678,,,,,,,,,2678,,0,,0,,0,,0,482,,,,,,,,,2678,,0,,0,,0,,0,295
101813,2009,,-6,,-4,2,-6,2,-6,3814,,0,,0,,-6,,-6,3814,,0,,0,7,5,21,,954,,0,1,0,1,-2,39,,3528,,0,1,1,7,2,25,,2784,,0,,0,,-6,,-6,3814,,,,,,,,,3814,,0,,0,1,2,1,2,153,,,,,,,,,3814,,0,,0,,0,,0,38
101814,2009,,-6,,-2,2,-6,,-6,1565,,0,,0,,-6,,0,1565,,0,,0,1,-1,,0,1002,,0,,0,1,-2,1,0,1496,,0,,0,1,1,1,1,563,,0,,0,,-6,,0,1565,,,,,,,,,1565,,0,,0,,0,,0,31,,,,,,,,,1565,,,,,1,,,,0
101815,2009,,-4,,-1,,-6,,-6,234,,0,,0,,0,,0,234,,0,,0,,0,,0,42,,0,,0,,0,,0,234,,0,,0,,0,,0,101,,0,,0,,0,,0,234,,,,,,,,,234,,0,,0,,0,,0,14,,,,,,,,,234,,0,,0,,0,,0,5
101819,2009,,-5,,-1,,-6,,-6,499,,0,,0,,0,,0,499,,,,,,,,,0,,0,,0,,0,,0,485,,0,,0,,0,,0,499,,0,,0,,0,,0,499,,,,,,,,,499,,0,,0,,0,,0,30,,,,,,,,,499,,,,,,,,,0
101821,2009,,-4,,-1,,-6,,-6,272,,0,,0,,0,,0,272,,0,,0,1,1,,0,73,,0,,0,1,1,,0,208,,0,,0,1,1,,0,177,,0,,0,,0,,0,272,,,,,,,,,272,,0,,0,,0,,0,30,,,,,,,,,272,,0,,0,,0,,0,22
101828,2009,2,-6,2,1,61,-6,2,-6,845,,-6,,-6,,-6,,-6,845,,0,,0,5,2,,0,25,1,-1,1,-1,40,-4,9,,678,7,1,7,1,56,-2,15,,811,,-6,,-6,,-6,,-6,845,,,,,,,,,845,1,2,1,2,12,5,1,2,51,,,,,,,,,845,,,,,,,,,0
101829,2009,,-2,,0,,-6,,-6,132,,0,,0,,0,,0,132,,0,,0,,0,,0,61,,0,,0,,0,,0,129,,0,,0,,0,,0,70,,0,,0,,0,,0,132,,,,,,,,,132,,0,,0,,0,,0,4,,,,,,,,,132,,0,,0,,0,,0,1
101833,2009,,-5,,-1,,-6,,-6,325,,0,,0,,0,,0,325,,0,,0,,0,,0,218,,0,,0,,0,,0,232,,0,,0,,0,,0,98,,0,,0,,0,,0,325,,,,,,,,,325,,,,,,,,,0,,,,,,,,,325,,,,,,,,,0
101837,2009,,-6,,-1,,-6,,-6,817,,0,,0,,0,,0,817,,0,,0,,0,1,2,123,,0,,0,,0,1,1,184,,0,,0,,0,1,1,245,,0,,0,,0,,0,817,,,,,,,,,817,,0,,0,,0,,0,90,,,,,,,,,817,,0,,0,,0,,0,441
101838,2009,,-6,,-2,,-6,2,-6,1398,,0,,0,,0,,-6,1398,,0,,0,,0,1,1,210,,0,,0,,0,17,,370,,0,,0,,0,1,1,517,,0,,0,,0,,-6,1398,,,,,,,,,1398,,0,,0,,0,1,2,140,,,,,,,,,1398,,0,,0,,0,1,1,601
101840,2009,,-6,,-1,,-6,2,-6,523,,0,,0,,0,,-6,523,,0,,0,7,1,1,-1,465,,0,,0,7,1,11,,494,,0,,0,,0,1,2,52,,0,,0,,0,,-6,523,,,,,,,,,523,,0,,0,,0,1,2,10,,,,,,,,,523,,0,,0,,0,,0,5
101842,2009,,-2,,0,,-6,,-6,136,,0,,0,,0,,0,136,,0,,0,,0,,0,1,,0,,0,,0,,0,95,,0,,0,,0,,0,63,,0,,0,,0,,0,136,,,,,,,,,136,,0,,0,,0,,0,7,,,,,,,,,136,,0,,0,,0,,0,71
101845,2009,,-6,,-3,,-6,44,-6,2822,,0,,0,,0,1,-6,2822,,0,1,2,1,2,1,-3,310,,0,1,1,1,1,27,-3,2201,,0,,0,1,0,28,-5,2455,,0,,0,,0,,-6,2822,,,,,,,,,2822,,0,,0,,0,7,4,141,,,,,,,,,2822,,0,,0,,0,,-1,28
101846,2009,,-6,,-2,2,-6,2,-6,1688,,0,,0,,-6,1,-5,1688,,0,,0,1,1,39,,287,,0,,0,1,-1,123,,971,,0,,0,1,1,97,,810,,0,,0,,-6,1,-5,1688,,,,,,,,,1688,,0,,0,1,2,1,2,34,,,,,,,,,1688,,0,,0,1,1,29,,304
101847,2009,,-5,,-1,,-6,2,-6,401,,0,,0,,0,,-5,401,,0,,0,,0,36,,397,,0,,0,,0,21,,281,,0,,0,,0,,0,4,,0,,0,,0,,-5,401,,,,,,,,,401,,0,,0,,0,1,2,24,,,,,,,,,401,,,,,,,,,0
101849,2009,,-6,,-1,,-6,78,2,561,,0,,0,,0,,-6,561,,0,,0,,0,62,3,370,,0,,0,,0,72,3,467,,0,,0,,0,16,-3,185,,0,,0,,0,,-6,561,,,,,,,,,561,,0,,0,,0,25,6,50,,,,,,,,,561,,,,,,,,,0
101850,2009,,-6,,-1,,-6,47,-3,573,,0,,0,,0,,-6,573,,0,,0,1,0,47,1,556,,0,,0,1,0,42,-1,535,,0,,0,,0,,-1,17,,0,,0,,0,,-6,573,,,,,,,,,573,,0,,0,,0,10,5,34,,,,,,,,,573,,0,,0,,0,,-1,6
101853,2009,,-6,,-2,,-6,2,-6,1582,,0,,0,,0,,-6,1582,,0,,0,,0,,-1,427,,0,,0,,0,1,-2,1549,,0,,0,,0,12,,1092,,0,,0,,0,,-6,1582,,,,,,,,,1582,,0,,0,,0,1,2,63,,,,,,,,,1582,,0,,0,,0,,0,16
101855,2009,,-3,,-1,,-6,2,-6,181,,0,,0,,0,,-5,181,,0,,0,7,1,20,,157,,0,,0,1,1,13,,133,,0,,0,,0,,-1,24,,0,,0,,0,,-5,181,,,,,,,,,181,,0,,0,,0,1,2,7,,,,,,,,,181,,,,,,,,,0
101856,2009,,-5,,-1,,-6,,-6,291,,0,,0,,0,,0,291,,0,,0,,0,,0,20,,0,,0,,0,,0,291,,0,,0,,0,,0,265,,0,,0,,0,,0,291,,,,,,,,,291,,0,,0,,0,,0,17,,,,,,,,,291,,0,,0,,0,,0,6
101858,2009,,-6,,-1,2,-6,2,-6,628,,0,,0,1,-4,,-6,628,,0,,0,1,2,1,2,44,,0,,0,1,1,1,1,97,,0,,0,7,5,6,5,132,,0,,0,1,-4,1,-4,628,,,,,,,,,628,,0,,0,1,2,1,2,13,,,,,,,,,628,,0,,0,12,,1,1,201
101859,2009,,-3,,-1,,-6,,-6,199,,0,,0,,0,,0,199,,0,,0,,0,,0,76,,0,,0,,0,,0,199,,0,,0,,0,,0,80,,0,,0,,0,,0,199,,,,,,,,,199,,0,,0,,0,,0,22,,,,,,,,,199,,0,,0,,0,,0,12
101861,2009,,-3,,0,,-6,2,-6,160,,0,,0,,0,,-5,160,,0,,0,,0,1,-1,117,,0,,0,,0,1,1,64,,0,,0,,0,1,1,26,,0,,0,,0,,-5,160,,,,,,,,,160,,0,,0,,0,1,2,16,,,,,,,,,160,,0,,0,,0,,0,16
101862,2009,,-5,,-1,,-6,,-6,373,,0,,0,,0,5,0,373,,0,,0,,0,1,2,63,,0,,0,,0,1,1,160,,0,,0,,0,1,2,60,,0,,0,,0,,0,373,,,,,,,,,373,,0,,0,,0,,0,4,,,,,,,,,373,,0,,0,,0,,0,101
105801,2009,,-3,,-1,2,-6,,-6,169,,0,,0,,-5,,0,169,,0,,0,1,3,,0,2,,0,,0,1,1,,0,47,,0,,0,1,2,,0,12,,0,,0,,-5,,0,169,,,,,,,,,169,,0,,0,1,2,,0,14,,,,,,,,,169,,0,,0,57,,1,0,155
105802,2009,,-2,,0,,-6,,-6,109,,0,,0,,0,,0,109,,0,,0,,0,,0,5,,0,,0,,0,,0,53,,0,,0,,0,,0,90,,0,,0,,0,,0,109,,,,,,,,,109,,0,,0,,0,,0,10,,,,,,,,,109,,0,,0,,0,,0,12
108802,2009,,-6,,-1,,-6,,-6,604,,0,,0,,0,,0,604,,0,,0,,0,,0,6,,0,,0,8,2,1,1,407,,0,,0,8,1,1,0,495,,0,,0,,0,,0,604,,,,,,,,,604,,0,,0,,0,,0,24,,,,,,,,,604,,0,,0,,0,1,2,79
108804,2009,,-5,,-1,,-6,2,-6,486,,0,,0,,0,,-6,486,,,,,,,,,0,,0,,0,,0,1,-1,385,,0,,0,,0,1,-2,467,,0,,0,,0,,-6,486,,,,,,,,,486,,0,,0,,0,1,2,15,,,,,,,,,486,,0,,0,,0,1,2,15
108807,2009,,-6,,-4,,-6,,-6,4227,,0,,0,,0,,0,4227,,0,,0,,0,1,3,42,,0,,0,,0,,0,3229,,0,,0,,0,,0,3973,,0,,0,,0,,0,4227,,,,,,,,,4227,,0,,0,,0,,0,169,,,,,,,,,4227,,0,,0,,0,1,2,169
108808,2009,,-6,,-1,,-6,,-6,695,,0,,0,,0,,0,695,,,,,,,,,0,,0,,0,,0,30,5,550,,0,,0,,0,43,2,667,,0,,0,,0,,0,695,,,,,,,,,695,,0,,0,,0,,0,21,,,,,,,,,695,,0,,0,,0,,0,21
123803,2009,,-5,,-1,,-6,2,-6,505,,0,,0,,0,,-6,505,,0,1,0,,0,1,-2,454,,0,,0,,0,18,,473,,0,,0,,0,1,2,30,,0,,0,,0,,-6,505,,,,,,,,,505,,0,,0,,0,1,2,40,,,,,,,,,505,,0,,0,,0,,0,15
123805,2009,,-4,,-1,,-6,47,5,225,,0,,0,,0,,-6,225,,0,,0,,0,26,-1,133,,0,,0,,0,31,-5,199,,0,,0,,0,1,-3,29,,0,,0,,0,,-6,225,,,,,,,,,225,,0,,0,,0,6,2,16,,,,,,,,,225,,0,,0,,0,1,-5,61
130801,2009,,-1,,0,27,3,40,6,50,,0,,0,,-6,,-6,50,,0,,0,1,-1,9,2,5,,0,,0,15,-5,32,-2,47,,0,,0,15,-1,24,-1,34,,0,,0,,-6,,-6,50,,,,,,,,,50,,0,,0,18,1,23,-1,29,,,,,,,,,50,,0,,0,1,-3,7,-1,12
152802,2009,,-4,,-1,,-6,42,3,256,,0,,0,,0,,-6,256,,0,1,1,,0,34,2,179,,0,1,0,,0,1,-6,227,,0,,0,,0,1,-5,67,,0,,0,,0,,-6,256,,,,,,,,,256,,0,1,2,,0,7,2,20,,,,,,,,,256,,0,,0,,0,1,-1,10
152803,2009,,-4,,-1,,-6,,-6,278,,0,,0,,0,,0,278,,0,,0,,0,,0,36,,0,,0,,0,,0,246,,0,,0,,0,,0,211,,0,,0,,0,,0,278,,,,,,,,,278,,0,,0,,0,,0,19,,,,,,,,,278,,0,,0,,0,,0,28
161801,2009,,-3,,-1,2,-6,2,-6,208,,0,,0,,-5,,-5,208,,0,,0,9,,1,1,50,,0,,0,1,-2,1,-2,198,,0,,0,11,,1,-1,152,,0,,0,,-5,,-5,208,,,,,,,,,208,,0,,0,1,2,,0,10,,,,,,,,,208,,0,,0,,0,,0,8
161802,2009,,-5,,-1,,-6,,-6,378,,0,,0,,0,,0,378,,0,,0,,0,,0,238,,0,,0,,0,,0,280,,0,,0,,0,,0,30,,0,,0,,0,,0,378,,,,,,,,,378,,0,,0,,0,,0,26,,,,,,,,,378,,0,,0,,0,,0,110
161807,2009,,-5,,-1,,-6,62,3,402,,0,,0,,0,,-6,402,,0,,0,,0,6,1,32,,0,,0,,0,48,2,275,,0,,0,,0,26,-2,197,,0,,0,,0,,-6,402,,,,,,,,,402,,0,,0,,0,6,3,12,,,,,,,,,402,,0,,0,,0,30,2,161
165802,2009,,-6,,-1,91,-6,69,1,560,,0,,0,,-6,,-6,560,,0,,0,8,1,7,1,39,,0,,0,36,-1,28,1,227,,0,,0,48,-3,34,-3,364,,0,,0,,-6,,-6,560,,,,,,,,,560,,0,,0,13,3,6,1,39,,,,,,,,,560,,0,,0,35,3,28,3,157
170801,2009,,-5,,-1,,-6,2,-6,480,,0,,0,,0,,-6,480,,0,,0,1,1,7,3,240,,0,,0,1,1,1,-1,360,,0,,0,,0,8,4,216,,0,,0,,0,,-6,480,,,,,,,,,480,,0,,0,,0,1,2,43,,,,,,,,,480,,0,,0,,0,,0,14
174801,2009,,-3,,0,,-6,,-6,154,,0,,0,,0,,0,154,,0,,0,,0,,0,18,,0,,0,,0,,0,16,,0,,0,,0,,0,12,,0,,0,,0,,0,154,,,,,,,,,154,,0,,0,,0,,0,11,,,,,,,,,154,,0,,0,,0,,0,116
178801,2009,,-6,,-1,2,-6,2,-6,533,,0,,0,,-6,,-6,533,,0,,0,,0,,0,21,,0,,0,,-5,1,-3,529,,0,,0,1,-2,7,1,501,,0,,0,,-6,,-6,533,,,,,,,,,533,,0,,0,1,2,1,2,37,,,,,,,,,533,,0,,0,,0,,0,11
178807,2009,,-3,,0,,-6,,-6,164,,0,,0,,0,,0,164,,0,,0,,0,,0,2,,0,,0,1,2,,0,28,,0,,0,1,1,,0,80,,0,,0,,0,,0,164,,,,,,,,,164,,0,,0,,0,,0,20,,,,,,,,,164,,0,,0,,0,,0,82
178808,2009,,-2,,0,2,-6,,-6,136,,0,,0,,-5,,0,136,,0,,0,,0,,0,1,,0,,0,,0,1,2,13,,0,,0,1,1,1,2,18,,0,,0,,-5,,0,136,,,,,,,,,136,,0,,0,1,2,1,2,12,,,,,,,,,136,,0,,0,1,-1,1,0,113
183801,2009,,-3,,-1,,-6,,-6,213,,0,,0,,0,,0,213,,0,,0,,0,,0,21,,0,,0,,0,,0,72,,0,,0,,0,,0,11,,0,,0,,0,,0,213,,,,,,,,,213,,0,,0,,0,,0,17,,,,,,,,,213,,0,,0,,0,,0,177
184801,2009,,-3,,-1,,-6,,-6,190,,0,,0,,0,,0,190,,0,,0,,0,,0,4,,0,,0,,0,,0,88,,0,,0,,0,,0,19,,0,,0,,0,,0,190,,,,,,,,,190,,0,,0,,0,,0,25,,,,,,,,,190,,0,,0,,0,,0,167
193801,2009,,-3,,0,,-6,2,-6,163,,0,,0,,0,,-5,163,,0,,0,,0,10,,26,,0,,0,,0,1,-2,150,,0,,0,,0,20,,59,,0,,0,,0,,-5,163,,,,,,,,,163,,0,,0,,0,1,-2,148,,,,,,,,,163,,0,,0,,0,21,,78
