DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
220811,2011,,-5,,-1,,-6,,-6,374,,0,,0,,0,,0,374,,0,,0,,0,1,1,187,,0,,0,,0,1,0,336,,0,,0,,0,,0,161,,0,,0,,0,,0,374,,0,,0,,0,,0,374,,0,,0,,0,,0,15,,0,,0,,0,,0,374,,0,,0,,0,,0,19
220814,2011,,-3,,0,2,-6,2,-5,159,,0,,0,,-5,,-5,159,,0,,0,1,1,1,1,17,,0,,0,,0,,0,3,,0,,0,,-1,,-1,29,,0,,0,,-5,,-5,159,,0,,0,,-5,,-5,159,,0,,0,1,2,1,2,13,,0,,0,,-5,,-5,159,,0,,0,1,-1,1,-1,103
220815,2011,,-5,,-1,,-6,2,-6,371,,0,,0,,0,,-5,371,,0,,0,,0,57,,211,,0,,0,,0,47,,230,,0,,0,,0,1,1,59,,0,,0,,0,,-5,371,,0,,0,,0,,-5,371,,0,,0,,0,1,2,15,,0,,0,,0,,-5,371,,0,,0,,0,1,1,82
221801,2011,,-6,2,-5,2,-6,358,-6,10876,,0,,-6,,-6,1,-6,10876,,0,12,,,-1,80,6,1414,,0,1,-1,1,-1,163,-6,6471,,0,19,,,-1,119,-5,4785,,0,,-6,,-6,1,-6,10876,,0,,-6,,-6,,-6,10876,,0,1,2,,0,49,5,870,,0,1,-5,,-6,1,-6,10876,,0,1,1,1,1,148,1,4242
226801,2011,,-6,,-1,,-6,30,-6,862,,0,,0,,0,,-6,862,,0,,0,,0,1,1,26,,0,,0,,0,13,-1,386,,0,,0,,0,16,2,371,,0,,0,,0,,-6,862,,0,,0,,0,,-6,862,,0,,0,,0,6,3,52,,0,,0,,0,,-6,862,,0,,0,,0,1,-6,414
227803,2011,,-4,,-1,,-6,,-6,248,,0,,0,,0,,0,248,,0,,0,,0,,0,7,,0,1,1,,0,1,1,87,,0,,0,,0,1,1,114,,0,,0,,0,,0,248,,0,,0,,0,,0,248,,0,,0,,0,,0,22,,0,,0,,0,,0,248,,0,1,1,,0,1,1,109
227804,2011,,-6,,-1,106,-6,55,-3,761,,0,,0,1,-6,1,-6,761,,0,,0,33,4,1,-5,137,,0,,0,51,2,1,-6,311,,0,,0,1,-6,12,-2,228,,0,,0,,-6,,-6,761,,0,,0,,-6,,-6,761,,0,,0,12,1,12,4,68,,0,,0,1,-6,,-6,761,,0,1,1,42,-2,29,1,365
227805,2011,,-4,,-1,,-6,,-6,277,,0,,0,,0,,0,277,,0,,0,1,0,1,0,235,,0,,0,1,1,1,1,189,,0,,0,,0,1,2,30,,0,,0,,0,,0,277,,0,,0,,0,,0,277,,0,,0,,0,,0,36,,0,,0,,0,,0,277,,,,,,,,,0
227806,2011,,-6,,-2,179,-6,,-6,1981,,0,,0,1,-6,,0,1981,,0,,0,68,6,,0,376,,0,,0,161,6,,0,1359,,0,,0,35,-2,,0,475,,0,,0,,-6,,0,1981,,0,,0,1,-6,,0,1981,,0,,0,60,-4,,0,891,,0,,0,1,-6,,0,1981,,0,,0,65,-5,,0,1010
227814,2011,,-5,,-1,,-6,,-6,397,,0,,0,,0,,0,397,,0,,0,,0,,0,24,,0,,0,,0,,0,5,,0,,0,,0,1,1,79,,0,,0,,0,,0,397,,0,,0,,0,,0,397,,0,,0,,0,,0,4,,0,,0,,0,,0,397,,0,,0,,0,,0,266
227816,2011,,-6,,-2,,-6,222,2,2014,,0,,0,,0,1,-6,2014,,0,,0,,0,25,1,222,,0,,0,,0,154,6,1041,,0,,0,,0,155,6,1088,,0,,0,,0,,-6,2014,,0,,0,,0,,-6,2014,,0,,0,,0,5,-1,60,,0,,0,,0,1,-6,2014,,0,,0,,0,34,-2,383
227817,2011,,-4,,-1,,-6,39,3,260,,0,,0,,0,,-6,260,,0,,0,,0,22,2,122,,0,,0,,0,30,-2,227,,0,,0,,0,12,-2,112,,0,,0,,0,,-6,260,,0,,0,,0,,-6,260,,0,,0,,0,7,2,21,,0,,0,,0,1,-6,260,,0,,0,,0,1,-1,18
227819,2011,,-4,,-1,,-6,,-6,264,,0,,0,,0,,0,264,,0,,0,,0,,0,40,,0,,0,,0,,0,180,,0,,0,,0,,0,172,,0,,0,,0,,0,264,,0,,0,,0,,0,264,,0,,0,,0,,0,21,,0,,0,,0,,0,264,,0,,0,,0,,0,50
227820,2011,,-6,,-1,2,-6,2,-6,1021,,0,,0,,-6,,-6,1021,,0,,0,1,2,1,2,41,,0,,0,1,-2,9,,939,,0,,0,1,-2,1,-2,960,,0,,0,,-6,,-6,1021,,0,,0,,-6,,-6,1021,,0,,0,1,2,1,2,61,,0,,0,,-6,,-6,1021,,0,,0,,0,,0,20
227821,2011,,-5,,-1,2,-6,19,-5,394,,0,,0,,-5,,-6,394,,0,,0,1,2,1,-1,28,,0,,0,1,1,1,-2,71,,0,,0,,-1,1,-2,83,,0,,0,,-5,1,-6,394,,0,,0,,-5,,-6,394,,0,,0,1,2,5,4,24,,0,,0,,-5,,-6,394,,0,,0,1,-1,10,-1,252
227824,2011,,-3,,0,,-6,,-6,198,,0,,0,,0,,0,198,,0,,0,,0,,0,26,,0,,0,,0,,0,177,,0,,0,,0,,0,164,,0,,0,,0,,0,198,,0,,0,,0,,0,198,,0,,0,,0,,0,22,,0,,0,,0,,0,198,,0,,0,,0,,0,8
234801,2011,,-5,,-1,,-6,,-6,419,,0,,0,,0,,0,419,,0,,0,,0,,0,59,,0,,0,,0,,0,218,,0,,0,,0,,0,63,,0,,0,,0,,0,419,,0,,0,,0,,0,419,,0,,0,,0,,0,138,,0,,0,,0,,0,419,,0,,0,,0,,0,285
236801,2011,,-5,,-1,,-6,,-6,352,,0,,0,,0,,0,352,,0,,0,,0,,0,141,,0,,0,,0,,0,352,,0,,0,,0,,0,151,,0,,0,,0,,0,352,,0,,0,,0,,0,352,,0,,0,,0,,0,102,,0,,0,,0,,0,352,,0,,0,,0,,0,56
240801,2011,,-6,,-1,,-6,,-6,679,,0,,0,,0,,0,679,,,,,,,,,0,,0,,0,,0,,0,652,,0,,0,,0,,0,672,,0,,0,,0,,0,679,,0,,0,,0,,0,679,,0,,0,,0,,0,149,,0,,0,,0,,0,679,,,,,,,,,0
3801,2012,,-6,,-1,,-6,2,-6,598,,0,,0,,0,,0,12,,0,,0,1,2,1,1,108,,0,,0,1,1,1,-1,378,,0,,0,,0,1,1,84,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,54,,0,,0,,0,,0,6,,0,,0,,0,1,-1,383
13801,2012,,-5,,-1,,-6,,-6,423,,0,,0,,0,,0,13,,0,,0,,0,,0,4,,0,,0,1,1,8,2,323,,0,,0,1,1,8,2,334,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,42,,,,,,,,,0,,0,,0,1,2,,0,72
14801,2012,,-5,,-1,,-6,,-6,375,,,,,,,,,0,,0,,0,,0,1,1,180,,0,,0,,0,1,1,239,,0,,0,,0,,0,82,,0,,0,,0,,0,11,,0,,0,,0,,0,4,,0,,0,,0,1,1,90,,0,,0,,0,,0,11,,0,,0,,0,,0,90
14803,2012,,-5,,-1,,-6,,-6,363,,0,,0,,0,,0,4,,0,,0,,0,,0,76,,0,1,1,,0,,0,219,,0,,0,,0,,0,83,,0,,0,,0,,0,4,,,,,,,,,0,,0,,0,,0,,0,36,,0,1,3,,0,,0,11,,0,,0,,0,,0,185
14804,2012,,-6,,-1,2,-6,101,-4,1381,,0,,0,,0,,-2,28,,0,,0,1,2,19,5,97,,0,,0,1,1,68,6,432,,0,,0,1,1,21,1,249,,0,,0,,0,1,1,14,,,,,,,,,0,,0,,0,1,1,35,6,152,,0,,0,,0,1,-1,28,,0,1,1,1,-1,56,-4,967
15801,2012,,-6,,-1,,-6,,-6,684,,,,,,,,,0,,0,,0,1,2,,0,27,,0,,0,1,0,,0,574,,0,,0,1,0,,0,629,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,96,,,,,,,,,0,,0,,0,,0,,0,27
15802,2012,,-6,,-1,,-6,64,-6,1561,,0,,0,,0,,-1,16,,0,,0,1,1,47,6,500,,0,,0,1,0,59,-4,1534,,0,,0,,0,1,-6,937,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,10,5,47,,0,,0,,0,1,1,16,,0,,0,,0,1,-2,94
15805,2012,,-6,,-1,188,-1,119,6,702,,,,,,,,,0,,0,,0,1,-3,1,-2,21,,0,,0,176,1,113,1,651,,0,,0,177,1,113,1,653,,,,,,,,,0,,,,,,,,,0,,0,,0,26,3,19,3,63,,,,,,,,,0,,0,,0,1,-3,1,-2,28
15806,2012,,-6,,-1,,-6,162,-2,1845,,,,,,,1,,0,,0,,0,7,5,96,6,664,,0,,0,16,2,152,4,1592,,0,,0,9,3,60,-6,1089,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,22,3,148,,0,,0,,0,1,-2,37,,0,,0,,0,1,-2,55
15807,2012,25,3,,-1,333,6,101,4,752,,-1,,0,,-2,1,1,8,1,-2,,0,92,6,25,4,105,13,-2,,0,174,-6,57,-4,522,17,-1,1,1,191,-6,61,-4,564,1,,,,5,,,,0,,,,,8,,1,,0,1,-2,,0,50,1,19,2,105,,-1,,0,8,2,,-1,8,1,-1,,0,29,-1,1,-5,68
15808,2012,,-6,,-1,,-6,74,-6,1746,,,,,,,,,0,,0,,0,,0,31,5,402,,0,,0,,0,74,0,1746,,0,,0,,0,30,-1,733,,0,,0,,0,,-2,70,,,,,,,,,0,,0,,0,,0,46,4,786,,0,,0,,0,1,-1,35,,0,,0,,0,1,-6,524
15809,2012,,-6,,-1,,-6,58,1,595,,,,,,,1,,0,,0,,0,,0,,-2,30,,0,,0,,0,52,-2,562,,0,,0,,0,1,-6,541,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,19,6,54,,,,,,,,,0,,0,,0,,0,,-2,24
15814,2012,,-4,,0,,-6,,-6,257,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,,0,1,0,240,,0,,0,,0,1,0,252,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,33,,,,,,,,,0,,0,,0,,0,,0,3
15815,2012,,-6,,-1,,-6,2,-6,920,,,,,,,,,0,,0,,0,,0,1,2,83,,0,,0,,0,1,-1,721,,0,,0,,0,1,-1,745,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,64,,0,,0,,0,1,3,9,,0,,0,,0,1,2,83
15816,2012,,-3,,0,,-6,,-6,235,,,,,,,,,0,,0,,0,,0,,0,16,,0,,0,,0,,0,61,,0,,0,,0,,0,190,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,24,,0,,0,,0,,0,2,,0,,0,,0,,0,26
15819,2012,,-6,,-1,,-6,,-6,1184,,,,,,,,,0,,0,,0,,0,,0,332,,0,,0,1,1,1,1,830,,0,,0,,0,1,1,403,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,83,,0,,0,,0,,0,36,,0,,0,1,1,1,1,403
15820,2012,,-5,,-1,,-6,32,-4,525,,,,,,,,,0,,0,,0,,0,,-1,16,,0,,0,1,0,1,-6,492,,0,,0,1,1,23,-1,415,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,14,5,79,,0,,0,,0,,-1,5,,0,,0,,0,9,2,89
15822,2012,,-6,,-2,2,-6,82,-6,2910,,,,,,,,,0,,0,,0,1,2,11,3,175,,0,1,1,33,,66,3,2008,,0,,0,32,,62,-4,2532,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,8,2,175,,0,1,3,1,3,1,1,29,,0,,0,1,2,1,-2,175
15825,2012,,-4,,0,,-6,2,-6,254,,,,,,,,,0,,0,,0,,0,,0,18,,0,,0,1,0,9,,230,,0,,0,1,0,9,,224,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,1,2,23,,0,,0,,0,,0,3,,0,,0,,0,,0,8
15826,2012,,-6,,-1,,-6,152,6,950,,,,,,,,,0,,0,,0,,0,1,-3,38,,0,,0,,0,121,-2,796,,0,,0,1,0,139,-1,874,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,19,2,76,,0,,0,,0,1,-1,10,,0,,0,,0,1,-2,28
15827,2012,,-6,,-1,,-6,47,-6,946,,0,,0,,0,1,-1,47,,0,,0,,0,1,-4,142,,0,,0,,0,33,3,500,,0,,0,,0,17,-3,492,,0,,0,,0,,-1,9,,,,,,,,,0,,0,,0,,0,13,6,38,,0,,0,,0,1,-1,28,,0,,0,,0,21,4,227
15828,2012,,-6,,-1,2,-6,79,-5,1244,,0,,0,,0,,-2,37,,0,,0,1,1,29,6,149,,0,,0,1,-1,64,5,733,,0,,0,,-2,44,-1,759,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,8,2,62,,0,,0,1,2,,-1,25,,0,,0,,-1,6,-5,261
15830,2012,,-6,,-1,88,-6,100,-1,1115,,0,,0,1,1,1,1,11,,0,,0,1,-2,1,-2,45,,0,,0,66,2,74,2,768,,0,,0,72,-1,80,-2,937,,,,,1,,,,0,,,,,,,,,0,,0,,0,6,2,8,2,45,,,,,,,1,,0,,0,,0,9,-1,10,-1,123
15831,2012,,-5,,-1,,-6,,-6,489,,0,,0,,0,,0,44,,0,,0,,0,,0,44,,0,,0,,0,,0,303,,0,,0,,0,,0,328,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,29,,0,,0,,0,,0,10,,0,,0,,0,,0,64
15833,2012,,-3,,0,,-6,,-6,185,,0,,0,,0,,0,2,,0,,0,,0,,0,7,,0,,0,,0,,0,107,,0,,0,,0,,0,159,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,15,,0,,0,,0,,0,2,,0,,0,,0,,0,17
21803,2012,,-6,,-1,33,-6,30,-5,612,,,,,,,,,0,,0,,0,1,-6,23,4,318,,0,,0,1,-6,30,2,575,,0,,0,1,-6,1,-6,257,,0,,0,,-1,1,1,6,,,,,,,,,0,,0,,0,7,3,10,5,43,,0,,0,,-1,,-1,6,,0,,0,,-1,1,-1,24
21805,2012,,-6,,-1,2,-6,91,4,699,,,,,,,,,0,,0,,0,1,-1,75,1,573,,0,,0,1,-1,68,1,489,,0,,0,1,1,16,1,112,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,18,6,21,,0,,0,,0,,-1,7,,0,,0,,0,,-1,7
46802,2012,,-6,,-1,13,-6,115,2,1085,,0,,0,,-1,,-2,22,,0,,0,1,-2,1,-6,239,,0,,0,1,-6,104,-5,1062,,0,,0,6,1,45,2,358,,0,,0,,0,,-1,11,,,,,,,,,0,,0,,0,7,1,53,1,499,,0,,0,1,1,1,-1,22,,0,,0,1,-3,38,-2,445
57802,2012,,-6,,-1,,-6,54,-3,718,,0,,0,,0,,-1,7,,0,,0,,0,1,-6,194,,0,,0,,0,44,2,539,,0,,0,,0,28,-3,495,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,12,3,72,,0,,0,,0,1,1,7,,0,,0,,0,1,-1,22
57803,2012,,-6,,-1,32,-6,48,-6,1732,,0,,0,7,-5,16,-3,866,,0,1,2,1,-1,9,4,121,,0,,0,15,5,12,3,249,,0,1,1,15,4,15,2,381,,,,,,,,,0,,,,,,,,,0,,0,,0,6,4,11,6,69,,0,,0,,-1,,-1,35,,0,1,2,1,-3,8,-1,329
57804,2012,,-6,2,-1,2,-6,680,6,3795,,,,,,,1,,0,,0,9,,1,1,358,6,1480,,0,11,,1,-2,496,-6,3643,,0,1,-1,1,-1,295,-6,2201,,,,,,,1,,0,,,,,,,,,0,,0,1,1,1,1,126,5,493,,,,,,,5,,0,,0,1,2,,0,15,-2,114
57805,2012,,-4,,0,,-6,,-6,257,,0,,0,,0,,0,5,,0,,0,,0,,0,5,,0,,0,,0,,0,159,,0,,0,,0,,0,180,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,28,,0,,0,,0,,0,8,,0,,0,,0,,0,59
57806,2012,,-6,,-1,145,-6,57,-6,1888,,0,,0,,-3,,-2,57,,0,,0,48,5,1,-5,378,,0,,0,88,-1,41,2,1216,,0,,0,1,-6,30,2,831,,0,,0,1,-1,1,1,19,,,,,,,,,0,,0,,0,29,5,11,4,151,,0,,0,1,-1,1,1,19,,0,,0,60,4,14,-2,585
57807,2012,,-6,,-3,,-6,467,5,4085,,0,,0,,0,1,-2,41,,0,,0,,0,311,6,1961,,0,,0,,0,295,6,2108,,0,,0,,0,84,-6,1103,,,,,,,1,,0,,,,,,,,,0,,0,,0,,0,49,4,286,,0,,0,,0,1,-5,123,,0,,0,,0,54,-6,858
57808,2012,,-6,,-1,,-6,2,-6,1518,,0,,0,,0,,-1,622,,0,,0,1,1,1,1,349,,0,,0,1,1,37,,682,,0,,0,1,1,26,,486,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,30,,0,,0,,0,1,3,15,,0,,0,,0,1,2,30
57809,2012,,-4,,0,,-6,,-6,251,,,,,,,,,0,,0,,0,,0,,0,80,,0,,0,,0,,0,220,,0,,0,,0,,0,166,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,10,,,,,,,,,0,,0,,0,,0,,0,5
57810,2012,,-6,,-1,,-6,29,-6,663,,,,,,,,,0,,0,,0,,0,16,-4,530,,0,,0,,0,14,-5,521,,0,,0,,0,13,5,119,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,5,3,40,,0,,0,,0,,-1,7,,0,,0,,0,,-1,7
57811,2012,,-6,,-1,,-6,,-6,954,,,,,,,,,0,,0,,0,,0,,0,916,,0,,0,,0,,0,944,,0,,0,,0,,0,19,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,67,,0,,0,,0,,0,10,,0,,0,,0,,0,10
57813,2012,,-6,,-1,,-6,1027,6,1401,,,,,,,1,,0,,0,1,2,,0,97,6,56,,0,1,0,,0,911,-5,1296,,0,1,0,,0,925,-6,1331,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,77,5,56,,,,,,,,,0,,,,,,,1,,0
57814,2012,,-6,,-2,,-6,,-6,2016,,0,,0,,0,,0,20,,0,,0,,0,,0,948,,0,,0,,0,,0,2016,,0,,0,,0,,0,867,,0,,0,,0,,0,20,,,,,,,,,0,,0,,0,,0,,0,444,,0,,0,,0,,0,20,,0,,0,,0,,0,141
57816,2012,,-6,,-1,,-6,,-6,1641,,,,,,,,,0,,0,,0,,0,,0,1608,,0,,0,,0,,0,1388,,0,,0,,0,,0,16,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,115,,,,,,,,,0,,,,,,,,,0
57817,2012,,-6,,-1,,-6,134,5,968,,,,,,,,,0,,0,,0,,0,129,3,881,,0,,0,,0,115,2,771,,0,,0,,0,5,-2,77,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,52,5,232,,,,,,,,,0,,,,,,,,,0
57819,2012,,-3,,0,,-6,,-6,233,,0,,0,,0,,0,5,,0,,0,1,1,,0,89,,0,,0,1,0,,0,220,,0,,0,1,1,,0,91,,0,,0,,0,,0,28,,0,,0,,0,,0,2,,0,,0,,0,,0,28,,0,,0,,0,,0,5,,0,,0,1,2,,0,16
57827,2012,,-6,,-1,,-6,2,-6,629,,,,,,,,,0,,0,,0,,0,1,1,233,,0,1,0,,0,1,-1,528,,0,1,1,,0,1,-1,377,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,44,,0,,0,,0,,0,6,,0,,0,,0,,0,13
57828,2012,,-6,,-2,,-6,410,6,2988,,0,,0,,0,1,-4,60,,0,1,2,,0,115,6,418,,0,1,1,,0,178,-6,1679,,0,,0,,0,123,-1,926,,0,,0,,0,1,-2,30,,,,,,,1,,0,,0,,0,,0,64,3,359,,0,,0,,0,6,-2,90,,0,,0,,0,159,-5,1464
57829,2012,,-6,,-1,43,-6,73,-3,997,,,,,,,,,0,,0,1,2,1,-1,1,-2,50,,0,1,0,35,-3,67,-1,928,,0,1,0,34,-2,63,-1,877,,,,,,,,,0,,,,,,,,,0,,0,,0,7,2,13,3,90,,0,,0,1,1,,-1,20,,0,1,2,,-2,1,-2,50
57830,2012,,-6,,-1,121,-6,67,-5,997,,,,,,,,,0,,0,,0,1,-6,1,-4,120,,0,1,0,91,-5,47,-5,887,,0,1,0,109,2,51,-3,857,,,,,,,,,0,,,,,,,,,0,,0,,0,32,6,9,2,70,,0,,0,1,-1,1,1,10,,0,,0,1,-1,,-1,10
57831,2012,,-6,,-1,2,-6,163,6,834,,,,,,,,,0,,0,,0,1,-2,1,-6,801,,0,,0,47,,146,-1,750,,0,,0,1,2,1,-2,25,,,,,,,,,0,,,,,,,,,0,,0,,0,1,2,14,1,58,,,,,,,,,0,,0,,0,,0,,-1,8
57832,2012,,-4,,0,,-6,,-6,253,,0,,0,,0,,0,3,,0,,0,,0,,0,78,,0,,0,,0,,0,188,,0,,0,,0,,0,114,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,38,,0,,0,,0,,0,10,,0,,0,,0,,0,48
57833,2012,,-3,,0,,-6,2,-6,228,,,,,,,,,0,,0,,0,,0,22,,82,,0,,0,,0,19,,127,,0,,0,,0,1,1,46,,0,,0,,0,,0,2,,,,,,,,,0,,0,,0,,0,1,2,21,,0,,0,,0,,0,2,,0,,0,,0,1,1,96
57834,2012,,-6,,-1,45,-6,152,6,949,,,,,,,,,0,,0,,0,27,4,93,6,380,,0,,0,28,1,88,1,549,,0,,0,12,-4,43,-5,437,,0,,0,,-1,,-1,9,,,,,,,,,0,,0,,0,7,-1,28,1,152,,0,,0,1,1,1,-1,19,,0,,0,1,-3,1,-6,104
57835,2012,,-6,,-1,,-6,2,-6,1081,,,,,,,,,0,,0,,0,,0,8,6,119,,0,,0,,0,33,,1072,,0,,0,,0,25,,930,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,32,,,,,,,,,0,,0,,0,,0,,0,22
57836,2012,,-5,,-1,,-6,2,-6,335,,,,,,,,,0,,0,,0,,0,41,,335,,0,,0,,0,29,,251,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,23,,,,,,,,,0,,,,,,,,,0
57837,2012,,-5,,-1,,-6,,-6,335,,,,,,,,,0,,0,,0,,0,,0,131,,0,,0,,0,,0,305,,0,,0,,0,,0,201,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,27,,,,,,,,,0,,0,,0,,0,,0,3
57839,2012,,-6,,-1,,-6,,-6,810,,,,,,,,,0,,0,,0,,0,,0,8,,0,,0,,0,,0,757,,0,,0,,0,,0,753,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,65,,,,,,,,,0,,0,,0,,0,,0,40
57840,2012,,-5,,-1,,-6,,-6,461,,0,,0,,0,,0,97,,0,,0,,0,,0,74,,0,,0,,0,,0,98,,0,,0,,0,,0,124,,0,,0,,0,,0,5,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,18,,0,,0,,0,,0,143
57841,2012,,-4,,0,,-6,78,6,262,,0,,0,,0,,-1,3,,0,,0,,0,15,1,47,,0,,0,,0,1,-6,249,,0,,0,,0,51,1,165,,,,,,,,,0,,0,,0,,0,,-1,3,,0,,0,,0,6,2,8,,0,,0,,0,1,1,3,,0,,0,,0,1,-5,45
57844,2012,,-5,,-1,2,-6,2,-6,448,,0,,0,1,1,1,1,175,,0,1,1,28,,19,,148,,0,1,1,1,-1,1,-1,236,,0,,0,1,2,,0,18,,0,,0,,0,,0,4,,0,,0,,0,,0,4,,0,,0,1,2,1,2,27,,0,,0,,0,,0,4,,0,,0,1,1,1,1,99
61802,2012,,-6,,-1,,-6,,-6,739,,0,,0,,0,,0,7,,0,,0,,0,,0,103,,0,,0,,0,,0,285,,0,,0,,0,,0,177,,0,,0,,0,,0,7,,0,,0,,0,,0,7,,0,,0,,0,,0,103,,0,,0,,0,,0,7,,0,1,1,,0,1,1,429
61804,2012,,-4,,-1,,-6,,-6,275,,0,,0,,0,,0,118,,0,,0,,0,,0,19,,0,,0,,0,,0,22,,0,,0,,0,,0,28,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,3,,0,,0,,0,,0,6,,0,,0,,0,,0,99
68802,2012,,-4,,-1,,-6,2,-6,274,,,,,,,,,0,,0,,0,1,3,1,2,8,,0,,0,1,1,1,1,57,,0,,0,,0,,-1,79,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,1,2,8,,0,,0,,0,1,2,8,,0,,0,,0,9,,178
70801,2012,,-5,,-1,2,-6,,-6,510,,,,,,,,,0,,0,,0,,-1,,0,128,,0,,0,1,-1,,0,344,,0,,0,1,1,,0,138,,0,,0,,0,,0,5,,,,,,,,,0,,0,,0,1,2,,0,26,,0,,0,,0,,0,5,,0,,0,1,1,,0,230
71801,2012,,-6,,-1,,-6,2,-6,922,,0,,0,,0,1,2,37,,0,,0,,0,,0,28,,0,,0,,0,6,3,427,,0,,0,,0,1,-1,756,,,,,,,,,0,,,,,,,1,,0,,0,,0,,0,,0,46,,,,,,,,,0,,0,,0,,0,1,2,92
71803,2012,,-5,,-1,,-6,,-6,446,,,,,,,,,0,,0,,0,,0,,0,4,,0,,0,,0,,0,409,,0,,0,,0,,0,406,,0,,0,,0,,0,4,,,,,,,,,0,,0,,0,,0,,0,27,,,,,,,,,0,,0,,0,,0,,0,36
71804,2012,,-6,,-1,,-6,,-6,628,,,,,,,,,0,,0,,0,,0,,0,6,,0,,0,,0,,0,443,,0,,0,,0,,0,590,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,38,,,,,,,,,0,,0,,0,,0,,0,31
71806,2012,,-6,,-1,,-6,100,-6,1871,,0,,0,,0,1,-4,131,,0,,0,,0,16,4,131,,0,,0,1,1,74,3,1211,,0,,0,1,1,66,-2,1347,,0,,0,,0,,-1,19,,,,,,,,,0,,0,,0,,0,16,6,75,,0,,0,,0,1,1,19,,0,,0,,0,1,-5,243
71807,2012,,-3,,0,,-6,,-6,224,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,194,,0,,0,,0,,0,220,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,18,,,,,,,,,0,,0,,0,,0,,0,4
