DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
71908,2009,39,2,,-2,265,-6,77,-6,1374,1,-6,,0,1,-6,1,-6,1374,,,,,,,,,0,33,-3,1,0,253,1,68,-3,1305,1,-6,1,0,1,-6,1,-6,1360,,-6,,0,,-6,,-6,1374,,,,,,,,,1374,1,-1,,0,25,5,7,2,55,,,,,,,,,1374,,,,,1,,,,0
71909,2009,525,-6,15,-6,8301,-6,2028,-6,42827,1,-6,,-6,30,-6,12,-6,42827,14,2,1,1,218,5,82,6,857,370,-3,9,-2,6208,1,1549,2,31992,494,2,1,-6,7767,3,1855,-4,39829,1,-6,,-6,48,-6,14,-6,42827,,,,,,,,,42827,87,6,5,4,1316,6,382,6,3426,,,,,,,,,42827,7,-5,1,1,238,-6,65,-3,1713
72901,2009,,-1,,0,,-6,,-4,52,,0,,0,,0,,0,52,,,,,,,,,0,,0,,0,,0,,0,44,,0,,0,,0,,0,38,,0,,0,,0,,0,52,,,,,,,,,52,,0,,0,,0,,0,4,,,,,,,,,52,,0,,0,,0,,0,14
72902,2009,,-6,,-2,437,-1,51,-6,1433,,0,,0,,-6,,-6,1433,,0,,0,1,-2,,-1,14,10,3,1,1,290,1,44,5,943,12,5,1,1,224,-1,36,4,745,,0,,0,,-6,,-6,1433,,,,,,,,,1433,,0,,0,49,3,6,1,115,,,,,,,,,1433,7,4,,0,1,-6,15,-4,688
72903,2009,92,1,2,-2,1040,-6,188,-6,3803,,-6,,-6,1,-6,,-6,3803,1,-1,,0,23,1,1,-2,76,63,6,1,1,688,6,128,6,1651,1,-6,1,1,415,6,79,6,951,1,-6,,-6,1,-6,1,-6,3803,,,,,,,,,3803,17,5,1,2,188,6,41,6,304,,,,,,,,,3803,49,-5,1,-1,593,-6,104,-6,2700
72904,2009,,-2,,0,,-6,,-5,102,,0,,0,,0,,0,102,,,,,,,,,0,,0,,0,,0,,0,22,,0,,0,,0,,0,8,,0,,0,,0,,0,102,,,,,,,,,102,,0,,0,,0,,0,3,,,,,,,,,102,,0,,0,,0,1,0,93
72908,2009,,-3,,-1,2,-6,,-6,210,,0,,0,,-5,,0,210,,,,,,,,,0,,0,,0,1,1,1,1,90,,0,,0,9,,1,1,55,,0,,0,,-5,,0,210,,,,,,,,,210,,0,,0,1,1,,0,23,,,,,,,,,210,,0,,0,5,1,,0,155
72909,2009,,-4,,-1,,-6,,-6,231,,0,,0,,0,,0,231,,0,,0,1,3,,0,5,,0,,0,18,5,1,1,131,,0,,0,14,5,1,1,113,,0,,0,,0,,0,231,,,,,,,,,231,,0,,0,,0,,0,16,,,,,,,,,231,,0,,0,1,1,,0,113
72910,2009,,-2,,0,,-6,,-6,110,,0,,0,,0,,0,110,,,,,,,,,0,,0,,0,,0,,0,45,,0,,0,,0,,0,6,,0,,0,,0,,0,110,,,,,,,,,110,,0,,0,,0,,0,7,,,,,,,,,110,,0,,0,,0,,0,102
73901,2009,2,-5,,-1,238,6,22,-6,503,,-6,,0,,-6,,-6,503,1,1,,0,83,5,11,4,111,1,-1,,0,194,-2,13,-4,435,1,-1,,0,115,-1,1,-6,252,,-6,,0,,-6,,-6,503,,,,,,,,,503,1,1,,0,66,5,12,5,75,,,,,,,,,503,1,1,,0,40,-5,1,-4,141
73903,2009,40,3,,-2,1616,6,238,6,1301,,-6,,0,,-6,,-6,1301,1,-6,,0,1207,6,198,6,781,35,-1,,0,1435,2,205,-1,1141,1,-5,,0,320,-6,30,-6,364,,-6,,0,1,-6,,-6,1301,,,,,,,,,1301,24,6,,0,336,5,91,6,208,,,,,,,,,1301,,-4,,0,1,-6,10,-5,156
73904,2009,,-3,,0,,-6,,-6,162,,0,,0,,0,,0,162,,,,,,,,,0,,0,,0,,0,,0,39,,0,,0,1,1,,0,37,,0,,0,,0,,0,162,,,,,,,,,162,,0,,0,,0,,0,13,,,,,,,,,162,1,1,,0,1,1,1,1,125
73905,2009,2,-6,,-1,519,6,159,6,883,,-6,,0,,-6,,-6,883,1,1,,0,200,6,64,6,159,1,-1,,0,326,4,122,6,491,1,1,,0,89,-6,1,-6,265,,-6,,0,7,-6,1,-6,883,,,,,,,,,883,1,1,,0,155,6,52,6,150,,,,,,,,,883,1,-1,,0,223,-5,70,-3,459
74903,2009,73,4,2,-1,394,-6,78,-6,2257,,-6,,-6,1,-6,,-6,2257,1,-3,1,2,45,3,9,2,181,27,-5,1,-1,195,-3,34,-3,1266,1,-5,,-1,1,-6,1,-5,361,,-6,,-6,1,-6,1,-6,2257,,,,,,,,,2257,16,3,1,1,81,5,16,2,293,,,,,,,,,2257,62,3,1,-1,302,1,64,2,1693
74904,2009,,-5,,-1,,-6,2,-6,323,,0,,0,,0,,-5,323,,0,,0,,0,,0,10,,0,,0,,0,1,1,130,,0,,0,,0,,0,6,,0,,0,,0,,-5,323,,,,,,,,,323,,0,,0,,0,1,2,32,,,,,,,,,323,,0,,0,,0,1,-2,300
74905,2009,,-4,,-1,2,-6,,-6,285,,0,,0,,-5,,0,285,,,,,,,,,0,1,1,,0,1,1,,0,127,,0,,0,,0,,0,14,,0,,0,1,-4,,0,285,,,,,,,,,285,,0,,0,1,1,,0,48,,,,,,,,,285,1,0,,0,1,-1,,0,254
74907,2009,,-6,,-1,286,5,57,-3,695,,0,,0,,-6,1,-6,695,,0,,0,56,2,1,-5,104,,0,,0,129,-4,28,-1,385,,0,,0,1,-6,,-4,76,,0,,0,1,-6,1,-6,695,,,,,,,,,695,,0,,0,52,3,13,3,90,,,,,,,,,695,1,1,,0,217,2,47,2,507
74909,2009,2,-6,,-1,65,-6,,-6,964,,-6,,0,,-6,,0,964,1,2,,0,1,-2,,0,67,1,1,,0,29,-1,,0,469,,-1,,0,1,-4,,0,106,,-6,,0,,-6,,0,964,,,,,,,,,964,1,1,,0,8,-1,,0,135,,,,,,,,,964,1,-1,,0,55,1,,0,781
74911,2009,,-5,,-1,2,-6,2,-6,345,,0,,0,,-5,,-5,345,,0,,0,1,2,,0,10,,0,,0,22,,1,1,150,,0,,0,1,2,1,2,14,,0,,0,,-5,1,-4,345,,,,,,,,,345,,0,,0,1,1,1,1,55,,,,,,,,,345,,0,,0,1,-2,1,-2,310
74912,2009,2,-5,,-1,60,-6,2,-6,615,,-6,,0,,-6,,-6,615,,0,,0,1,-1,,0,18,1,1,,0,1,-6,1,1,236,,-1,,0,1,-4,1,1,74,,-6,,0,,-6,,-6,615,,,,,,,,,615,1,1,,0,19,5,1,1,80,,,,,,,,,615,5,1,,0,1,-6,1,-1,517
74917,2009,,-5,,-1,73,-6,,-6,457,,0,,0,,-6,,0,457,,0,,0,,-1,,0,5,,0,,0,1,-6,1,1,163,,0,,0,6,1,,0,32,,0,,0,,-6,,0,457,,,,,,,,,457,,0,,0,15,3,,0,50,,,,,,,,,457,,0,,0,67,1,1,0,411
75901,2009,11,-1,,-1,118,-6,,-6,599,,-6,,0,,-6,,0,599,1,1,,0,1,-2,,0,24,6,-1,1,1,76,3,1,1,329,1,-4,,0,82,5,1,1,323,,-6,,0,,-6,,0,599,,,,,,,,,599,5,5,,0,10,1,,0,42,,,,,,,,,599,,-4,1,1,1,-6,1,1,258
75902,2009,77,5,,-2,913,6,31,-6,2013,,-6,,0,,-6,,-6,2013,22,5,,0,1,-6,19,6,242,46,3,,0,583,6,7,-4,972,29,2,,0,271,-1,1,-5,604,,-6,,0,1,-6,,-6,2013,,,,,,,,,2013,24,6,,0,240,6,16,6,201,,,,,,,,,2013,26,-5,1,1,380,-6,1,-6,1168
75903,2009,16,-1,,-1,314,4,29,-6,811,,-6,,0,,-6,,-6,811,6,2,,0,153,6,1,-3,162,9,1,,0,231,6,20,2,412,5,1,,0,67,-3,13,2,227,,-6,,0,,-6,,-6,811,,,,,,,,,811,1,-1,,0,56,6,12,6,65,,,,,,,,,811,5,-2,,0,94,-6,1,-6,422
75906,2009,,-4,,-1,2,-6,,-6,231,,0,,0,,-5,,0,231,,0,,0,1,3,,0,2,,0,,0,6,5,,0,56,,0,,0,1,2,,0,16,,0,,0,,-5,,0,231,,,,,,,,,231,,0,,0,1,2,,0,14,,,,,,,,,231,1,0,,0,1,-2,1,0,213
75908,2009,,-4,,-1,,-6,2,-6,256,,0,,0,,0,,-5,256,,0,,0,1,2,,0,18,,0,,0,1,1,,-1,83,,0,,0,1,2,,-1,38,,0,,0,,0,,-5,256,,,,,,,,,256,,0,,0,,0,1,2,20,,,,,,,,,256,,0,,0,12,2,1,-1,200
76903,2009,,-5,,-1,14,-6,,-6,325,,0,,0,,-6,,0,325,,0,,0,1,1,1,2,13,,0,,0,1,-5,1,1,196,1,1,,0,1,-2,1,1,84,,0,,0,,-6,,0,325,,,,,,,,,325,1,2,,0,6,5,1,2,29,,,,,,,,,325,,0,,0,7,-2,,0,228
76904,2009,,-5,,-1,70,-6,2,-6,390,,0,,0,,-6,,-5,390,1,2,,0,1,-3,1,2,35,1,1,,0,50,2,1,-1,246,1,1,,0,21,-2,1,1,144,,0,,0,1,-6,,-5,390,,,,,,,,,390,,0,,0,15,2,1,1,58,,,,,,,,,390,,0,,0,42,2,9,,203
77901,2009,2,-6,2,1,260,-5,53,-6,1033,,-6,,-6,,-6,,-6,1033,1,2,,0,27,4,11,5,52,21,,1,-1,204,5,40,2,697,22,,1,-1,213,5,37,-1,733,,-6,,-6,,-6,,-6,1033,,,,,,,,,1033,1,2,1,2,53,6,9,2,103,,,,,,,,,1033,1,1,1,1,20,-6,5,-4,248
77902,2009,2,-5,,-1,49,-6,,-6,594,,-6,,0,,-6,,0,594,,0,,0,,-1,,0,18,1,-1,,0,25,-3,,0,394,1,-1,,0,41,3,,0,404,,-6,,0,,-6,,0,594,,,,,,,,,594,1,1,,0,11,3,,0,71,,,,,,,,,594,,-1,,0,8,-3,,0,172
78901,2009,,-4,,-1,49,-5,,-6,251,,0,,0,,-6,,0,251,,0,,0,5,1,,0,15,,0,,0,36,1,,0,173,,0,,0,5,-2,,0,43,,0,,0,,-6,,0,251,,,,,,,,,251,,0,,0,6,-1,,0,43,,,,,,,,,251,,0,,0,39,1,,0,191
79901,2009,381,-6,46,3,10228,6,2294,-6,24481,7,-6,,-6,124,-6,1,-6,24481,104,5,14,2,3244,6,787,6,4651,207,5,26,2,5908,6,1453,6,11065,210,5,26,2,5454,6,1206,6,11016,,-6,,-6,15,-6,1,-6,24481,,,,,,,,,24481,76,6,16,6,2082,6,582,6,2448,,,,,,,,,24481,60,-6,6,-4,1391,-6,279,-6,7589
79906,2009,52,-2,2,-1,739,-5,124,-6,2744,,-6,,-6,1,-6,1,-6,2744,6,3,,0,1,-6,1,-2,110,1,-6,,-1,304,6,53,5,804,30,4,1,1,396,6,73,6,1015,,-6,,-6,1,-6,,-6,2744,,,,,,,,,2744,11,3,1,2,116,5,32,6,274,,,,,,,,,2744,16,-5,1,-1,281,-6,27,-6,1592
79907,2009,2168,6,65,-5,21636,-6,12572,6,72515,1,-6,1,-6,1078,-6,366,-6,72515,1184,6,36,5,12573,6,8075,6,23205,914,6,22,1,9225,6,5854,6,22407,627,6,18,1,5485,5,3028,1,17404,1,-6,,-6,32,-6,18,-6,72515,,,,,,,,,72515,291,6,13,5,2556,6,2284,6,5076,,,,,,,,,72515,261,-6,1,-6,2468,-6,1085,-6,16678
79908,2009,,-2,,0,,-6,,-5,101,,0,,0,,0,,0,101,,0,,0,,0,,0,49,,0,,0,,0,,0,100,,0,,0,,0,,0,50,,0,,0,,0,,0,101,,,,,,,,,101,,0,,0,,0,,0,11,,,,,,,,,101,,0,,0,,0,,0,1
79910,2009,99,4,,-3,1901,6,525,6,3318,,-6,,0,1,-6,11,-6,3318,44,2,,0,998,6,249,5,1294,46,-2,,0,1032,-1,279,-1,1825,41,1,,0,673,-4,221,2,1294,,-6,,0,1,-6,,-6,3318,,,,,,,,,3318,9,1,,0,193,4,71,5,265,,,,,,,,,3318,14,2,,0,187,2,44,-1,299
80901,2009,35,-1,,-2,460,-4,12,-6,1662,1,-6,,0,1,-6,,-6,1662,1,-1,,0,1,-6,1,1,133,16,-1,,0,238,2,1,-4,804,1,-4,,0,108,3,1,-1,316,,-6,,0,,-6,,-6,1662,,,,,,,,,1662,8,2,,0,104,6,6,5,199,,,,,,,,,1662,26,1,,0,304,-3,1,-5,1180
81902,2009,41,-1,,-2,2,-6,313,6,2029,1,-6,,0,,-6,6,-6,2029,12,2,,0,1,1,96,5,406,19,-1,,0,1,1,182,5,978,1,-4,,0,1,1,51,-1,345,1,-6,,0,1,-5,6,-6,2029,,,,,,,,,2029,11,4,,0,1,1,106,6,223,,,,,,,,,2029,23,-1,,0,8,3,154,-5,1258
81904,2009,39,2,,-2,332,-6,113,-5,1347,,-6,,0,,-6,,-6,1347,6,-1,,0,78,5,24,2,216,19,2,,0,173,5,67,5,532,10,1,,0,71,1,30,2,283,,-6,,0,,-6,,-6,1347,,,,,,,,,1347,9,3,,0,72,6,29,6,135,,,,,,,,,1347,23,-1,,0,183,-4,59,-3,849
81905,2009,2,-5,,-1,171,1,2,-6,530,,-6,,0,,-6,,-6,530,1,1,,0,39,3,1,1,80,1,1,,0,90,3,1,1,224,,0,,0,38,5,1,2,53,1,-4,,0,6,-6,,-6,530,,,,,,,,,530,1,1,,0,31,3,1,1,58,,,,,,,,,530,1,-1,,0,88,-6,1,-1,387
81906,2009,,-3,,-1,,-6,,-6,183,,0,,0,,0,,0,183,,0,,0,,0,,0,7,,0,,0,,0,,0,48,,0,,0,,0,,0,13,,0,,0,,0,,0,183,,,,,,,,,183,,0,,0,,0,,0,7,,,,,,,,,183,1,0,,0,,0,,0,159
82902,2009,29,2,,-1,417,6,109,1,958,,-6,,0,,-6,,-6,958,,,,,,,,,0,23,1,1,1,339,3,89,2,722,29,3,1,0,385,3,1,-6,853,,-6,,0,1,-6,1,-6,958,,,,,,,,,958,7,2,,0,102,6,28,5,115,,,,,,,,,958,,-3,,0,1,-6,1,-5,105
82903,2009,62,2,2,-1,1390,6,247,-2,2432,,-6,,-6,7,-6,,-6,2432,,,,,11,,,,0,50,1,1,-1,1169,5,227,6,1921,56,1,1,-2,1249,-1,238,5,2189,,-6,,-6,,-6,,-6,2432,,,,,,,,,2432,13,4,1,2,177,5,47,6,219,,,,,,,,,2432,6,1,1,2,123,-1,9,-5,219
83901,2009,2,-5,,-1,67,-6,,-6,644,,-6,,0,,-6,,0,644,,0,,0,8,1,,0,58,1,-1,,0,45,-1,,0,448,1,-1,,0,50,1,,0,470,,-6,,0,,-6,,0,644,,,,,,,,,644,1,1,,0,12,2,,0,77,,,,,,,,,644,,-1,,0,9,-2,,0,122
83902,2009,,-3,,0,2,-6,,-6,147,,0,,0,,-5,,0,147,,,,,,,,,0,,0,,0,1,1,,0,73,,0,,0,1,-1,1,1,75,,0,,0,,-5,,0,147,,,,,,,,,147,,0,,0,1,2,1,2,12,,,,,,,,,147,,0,,0,1,1,,0,72
83903,2009,66,1,2,-1,415,-6,84,-6,2611,,-6,,-6,,-6,,-6,2611,,-1,,0,5,-2,1,-1,52,37,2,,-1,200,1,43,1,1251,40,5,1,1,267,6,49,5,1044,,-6,,-6,,-6,,-6,2611,,,,,,,,,2611,17,5,1,2,115,6,29,6,261,,,,,,,,,2611,26,-4,1,-1,143,-6,1,-6,1514
84801,2009,,-6,,-1,,-6,,-6,545,,0,,0,,0,,0,545,,0,,0,5,1,1,0,469,,0,,0,5,2,33,6,326,,0,,0,,0,1,2,60,,0,,0,,0,,0,545,,,,,,,,,545,,0,,0,,0,,0,5,,,,,,,,,545,,0,,0,,0,,0,16
84901,2009,145,-6,41,6,6093,6,1315,6,9762,,-6,,-6,56,-6,1,-6,9762,42,5,6,-1,1558,6,455,6,1562,78,-3,22,-2,4104,6,858,3,6111,44,-5,18,1,2407,-6,437,-6,4198,,-6,,-6,11,-6,1,-6,9762,,,,,,,,,9762,25,4,5,1,1307,6,311,6,976,,,,,,,,,9762,59,1,17,1,2061,-6,415,-6,3710
84902,2009,152,-4,23,5,2947,6,1557,6,8339,1,-6,,-6,8,-6,1,-6,8339,62,5,1,-3,1454,6,827,6,2085,101,-4,15,-2,2282,1,1138,-5,6404,70,-1,14,2,1069,-6,539,-6,4086,,-6,,-6,21,-6,1,-6,8339,,,,,,,,,8339,31,6,1,-1,655,6,416,6,667,,,,,,,,,8339,1,-6,1,-3,395,-6,175,-6,1918
84903,2009,2,-2,,-1,37,-6,2,-6,284,,-5,,0,,-6,,-5,284,,,,,,,,,0,5,1,,0,32,1,5,1,237,,-1,,0,1,-3,,-1,48,,-5,,0,,-6,,-5,284,,,,,,,,,284,,0,,0,6,2,,0,20,,,,,,,,,284,5,1,,0,1,-6,5,1,230
84904,2009,126,4,2,-2,1599,6,1690,6,4318,,-6,,-6,,-6,,-6,4318,108,5,1,-1,1309,6,1448,6,3152,76,-5,1,-1,1151,-3,1162,-6,3243,10,-5,1,1,213,-6,165,-6,777,1,-6,1,-5,1,-6,9,-6,4318,,,,,,,,,4318,22,4,,0,254,6,325,6,432,,,,,,,,,4318,1,-5,1,2,1,-6,68,-6,389
84906,2009,232,6,2,-4,4107,6,695,-3,6591,1,-6,,-6,1,-6,1,-6,6591,99,6,13,,1545,6,314,6,1384,147,-1,14,,2901,6,495,5,4218,71,-4,8,5,1227,-6,197,-6,2570,,-6,,-6,1,-6,,-6,6591,,,,,,,,,6591,32,3,1,2,617,6,130,6,593,,,,,,,,,6591,1,-6,7,4,1314,-6,1,-6,2636
84908,2009,110,6,2,1,739,6,152,-1,1407,,-6,,-6,,-6,1,-6,1407,57,4,1,1,342,5,72,3,549,73,-3,5,1,504,-5,105,-2,1051,35,1,5,4,232,1,43,-1,422,,-6,,-6,1,-6,1,-6,1407,,,,,,,,,1407,16,1,1,1,114,3,35,5,169,,,,,,,,,1407,18,-5,1,1,1,-6,1,-6,422
84909,2009,119,1,2,-3,998,-6,194,-6,5006,,-6,,-6,1,-6,1,-6,5006,7,5,1,3,20,3,1,-1,50,61,5,14,,463,6,106,6,1672,18,1,1,1,149,1,29,1,701,,-6,,-6,1,-6,,-6,5006,,,,,,,,,5006,26,5,1,2,181,6,58,6,501,,,,,,,,,5006,94,-2,16,,824,-3,153,-3,4255
84910,2009,454,-6,2,-6,9334,-6,1987,-6,39350,1,-6,,-6,265,-6,53,-6,39350,80,6,1,2,1744,6,474,6,3542,122,3,1,1,2944,6,692,6,8657,113,4,1,1,2472,6,523,6,7870,1,-6,,-6,42,-6,9,-6,39350,,,,,,,,,39350,87,6,1,2,1616,6,386,6,3935,,,,,,,,,39350,245,-4,1,-1,4811,-6,928,-6,23610
84911,2009,27,-6,2,-3,469,-6,51,-6,6188,,-6,,-6,6,-6,,-6,6188,1,1,,0,24,5,1,1,124,1,-1,1,2,55,5,1,-2,408,1,-2,,-1,77,4,1,-3,743,,-6,,-6,,-6,,-6,6188,,,,,,,,,6188,9,5,1,2,130,6,23,6,495,,,,,,,,,6188,18,-2,1,-1,362,-3,38,-2,5012
85902,2009,,-6,,-1,,-6,31,-6,1089,,0,,0,,0,,-6,1089,1,2,,0,,0,8,4,87,1,1,,0,,0,1,-6,690,1,1,,0,,0,11,-2,523,,0,,0,,0,,-6,1089,,,,,,,,,1089,,0,,0,,0,8,3,120,,,,,,,,,1089,,0,,0,,0,12,-1,479
85903,2009,,-3,,-1,,-6,,-6,172,,0,,0,,0,,0,172,,0,,0,1,2,,0,14,1,0,,0,1,0,1,0,149,1,1,,0,1,1,1,1,114,,0,,0,,0,,0,172,,,,,,,,,172,,0,,0,,0,,0,14,,,,,,,,,172,,0,,0,1,1,,0,46
86024,2009,,-1,,0,,-5,,-2,25,,0,,0,,0,,0,25,,,,,,,,,0,,,,,,,,,0,,0,,0,,0,,0,2,,0,,0,,0,,0,25,,,,,,,,,25,,0,,0,,0,,0,3,,,,,,,,,25,,0,,0,,0,,0,23
86901,2009,86,3,2,-1,1134,6,122,-6,2993,,-6,,-6,,-6,,-6,2993,1,,,,1,,1,,0,44,1,1,1,635,6,69,3,1419,1,-6,1,1,1,-6,63,3,1227,,-6,,-6,1,-6,,-6,2993,,,,,,,,,2993,31,6,1,2,228,6,36,6,269,,,,,,,,,2993,44,-2,1,-1,584,-5,1,-6,1736
86902,2009,11,-1,,-1,90,-6,,-6,653,1,-6,,0,1,-6,,0,653,,,,,,,,,0,5,1,,0,1,-6,,0,230,1,-1,,0,1,-5,,0,98,,-6,,0,,-6,,0,653,,,,,,,,,653,1,-1,,0,24,5,,0,72,,,,,,,,,653,1,-6,,0,80,2,1,0,535
87901,2009,2,-2,,-1,2,-6,,-6,279,,-5,,0,,-5,,0,279,,,,,,,,,0,1,1,,0,9,,,0,130,1,1,,0,9,,,0,117,,-5,,0,,-5,,0,279,,,,,,,,,279,,0,,0,1,2,,0,28,,,,,,,,,279,1,-1,,0,6,2,,0,162
88902,2009,61,6,,-2,467,1,2,-6,1440,,-6,,0,,-6,,-6,1440,1,-2,,0,46,3,,0,101,35,2,1,1,317,6,1,1,675,1,-6,1,1,241,4,1,1,634,,-6,,0,,-6,,-6,1440,,,,,,,,,1440,6,-1,,0,96,6,1,1,158,,,,,,,,,1440,32,1,,0,180,-5,1,1,691
89901,2009,63,1,,-3,2113,6,254,-4,2689,,-6,,0,1,-6,,-6,2689,10,2,,0,1,-6,63,6,296,37,-2,,0,1364,-2,139,-5,1772,41,2,,0,1248,1,134,-2,1560,,-6,,0,,-6,,-6,2689,,,,,,,,,2689,11,3,,0,456,6,48,6,215,,,,,,,,,2689,12,-3,,0,446,-6,57,-4,834
89903,2009,26,1,,-1,346,-1,56,-6,1127,,-6,,0,,-6,,-6,1127,1,1,,0,19,5,1,-1,23,17,-1,1,1,254,1,46,2,822,19,1,,0,223,-2,44,2,766,,-6,,0,,-6,,-6,1127,,,,,,,,,1127,5,2,,0,81,6,18,5,113,,,,,,,,,1127,1,-5,1,1,104,1,1,-6,338
89905,2009,2,-2,,-1,79,-1,26,-1,276,,-5,,0,,-6,,-6,276,1,1,1,2,23,3,1,-2,50,1,-2,,0,60,-4,19,-3,248,1,-1,,0,45,-5,13,-4,213,,-5,,0,,-6,,-6,276,,,,,,,,,276,1,2,1,2,15,4,8,4,22,,,,,,,,,276,1,2,,0,11,3,1,-1,14
90902,2009,,-3,,0,2,-6,,-6,162,,0,,0,,-5,,0,162,,,,,,,,,0,,0,1,1,6,4,1,1,54,,0,,0,,0,,0,13,,0,,0,,-5,,0,162,,,,,,,,,162,,0,,0,1,2,,0,13,,,,,,,,,162,,0,1,0,12,,1,0,149
90903,2009,,-4,,-1,,-6,2,-6,253,,0,,0,,0,,-5,253,,0,,0,,0,,0,5,,0,,0,1,1,1,-1,131,,0,,0,,0,,-1,28,,0,,0,,0,,-5,253,,,,,,,,,253,,0,,0,,0,,0,15,,,,,,,,,253,1,0,1,0,1,0,1,-1,220
90904,2009,61,-4,,-4,635,-6,183,-6,3773,,-6,,0,,-6,,-6,3773,1,-2,,0,1,-6,1,-5,189,35,2,,0,390,6,122,5,1924,24,1,1,1,238,2,68,1,1321,1,-6,,0,1,-6,1,-6,3773,,,,,,,,,3773,23,6,,0,175,6,70,6,415,,,,,,,,,3773,32,-2,1,1,344,-3,104,-1,2226
90905,2009,,-1,,0,,-5,,-2,29,,0,,0,,0,,0,29,,0,,0,,0,,0,1,,0,,0,,0,,0,4,,0,,0,,0,,0,4,,0,,0,,0,,0,29,,,,,,,,,29,,0,,0,,0,,0,1,,,,,,,,,29,,0,,0,,0,,0,21
91901,2009,22,1,,-1,131,-6,33,-6,878,,-6,,0,1,-6,,-6,878,,-1,,0,1,-1,1,1,9,5,-1,1,1,46,2,1,-5,244,1,1,,0,1,-2,1,1,26,,-6,,0,1,-6,,-6,878,,,,,,,,,878,1,-2,,0,26,2,9,2,132,,,,,,,,,878,1,-6,1,0,119,-2,28,-2,825
91902,2009,,-6,,-1,65,-6,,-6,602,,0,,0,,-6,,0,602,,0,,0,1,1,,0,6,1,1,,0,21,1,,0,179,,0,,0,1,-3,,0,48,,0,,0,1,-6,,0,602,,,,,,,,,602,,0,,0,7,1,,0,48,,,,,,,,,602,10,1,,0,1,-6,1,0,542
91903,2009,121,2,,-5,1915,6,395,-6,4885,,-6,,0,21,-6,1,-6,4885,14,-1,,0,326,5,84,6,635,70,-1,1,1,1201,3,283,6,2931,12,-1,,0,149,-6,29,-4,586,10,-6,,0,72,-6,1,-6,4885,,,,,,,,,4885,55,6,,0,676,6,182,6,830,,,,,,,,,4885,85,-1,5,2,1347,-2,267,-3,3517
91905,2009,2,-6,,-1,470,6,2,-6,1062,,-6,,0,1,-6,,-6,1062,,0,,0,1,-2,,0,11,1,1,,0,225,6,1,1,362,1,1,,0,41,-2,,-1,117,,-6,,0,1,-6,,-6,1062,,,,,,,,,1062,1,1,,0,105,6,1,1,117,,,,,,,,,1062,1,-1,,0,422,2,9,,924
91906,2009,193,3,18,3,3118,6,1032,6,7294,1,-6,,-6,37,-6,17,-6,7294,50,5,1,-1,823,6,257,6,1094,109,-1,10,-1,1916,5,603,1,4201,56,1,1,-3,758,-6,286,-1,2115,1,-6,,-6,31,-6,13,-6,7294,,,,,,,,,7294,62,6,7,4,858,6,371,6,948,,,,,,,,,7294,80,-5,8,-1,1469,-6,459,-6,3866
91907,2009,,-3,,0,2,-6,,-6,165,,0,,0,,-5,,0,165,,,,,,,,,0,,0,,0,1,-1,,0,93,,0,,0,9,,,0,46,,0,,0,,-5,,0,165,,,,,,,,,165,,0,,0,1,2,,0,13,,,,,,,,,165,1,1,,0,10,,,0,117
91908,2009,2,-6,,-2,265,-6,2,-6,1430,,-6,,0,,-6,,-6,1430,,0,,0,1,-3,,0,29,1,1,,0,85,5,1,1,309,,0,,0,9,-4,1,2,114,,-6,,0,1,-6,1,-5,1430,,,,,,,,,1430,1,2,,0,70,6,1,2,143,,,,,,,,,1430,6,1,,0,246,2,1,-2,1287
91909,2009,16,-5,,-2,259,-6,2,-6,1774,1,-6,,0,1,-6,,-6,1774,,,,,1,,,,0,9,2,,0,142,5,1,1,724,1,-1,,0,11,-4,,0,160,,-6,,0,10,-6,1,-5,1774,,,,,,,,,1774,5,2,,0,57,5,1,1,231,,,,,,,,,1774,1,-6,,0,231,1,1,-1,1561
