DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
15907,2006,1255,-6,92,-5,16968,-6,9202,6,64932,,-6,,-6,11,-6,1,-6,64932,158,5,14,3,1890,6,1712,6,5844,987,-6,72,-5,14691,-6,7785,-6,59867,1063,-5,76,-2,14623,-6,7242,-6,57140,1,-6,,-6,12,-6,15,-6,64932,,,,,,,,,64932,333,6,36,6,3736,6,2606,6,7792,,,,,,,,,64932,32,-1,1,-1,432,-5,230,-4,1948
15908,2006,294,-1,25,1,6034,6,2373,6,11128,1,-6,,-6,6,-6,1,-6,11128,6,1,,-1,135,2,35,-2,223,215,-6,15,-5,4885,-6,1885,-6,10004,280,-1,25,1,5748,-3,2282,1,10683,,-6,,-6,,-6,,-6,11128,,,,,,,,,11128,59,6,5,2,1071,6,502,6,1113,,,,,,,,,11128,7,-1,,-1,145,-3,55,-3,334
15909,2006,41,-6,14,3,2723,6,1129,6,4027,,-6,,-6,1,-6,,-6,4027,1,1,,0,61,5,39,6,40,38,3,5,-5,2196,3,900,1,3169,37,2,11,-1,2238,-1,926,-1,3342,,-6,,-6,14,-6,1,-6,4027,,,,,,,,,4027,11,4,6,4,549,6,282,6,443,,,,,,,,,4027,1,-3,1,-1,407,-1,161,-1,604
15910,2006,3085,6,301,6,17588,-6,7897,-6,65824,25,-6,1,-6,172,-6,63,-6,65824,714,6,54,5,3699,6,1976,6,6582,1688,6,133,3,9898,6,4607,6,25276,1542,6,159,5,9145,6,3857,6,28963,17,-6,1,-6,59,-6,35,-6,65824,,,,,,,,,65824,1015,6,106,6,4920,6,2611,6,8557,,,,,,,,,65824,787,-6,82,-6,4513,-6,1966,-6,27646
15911,2006,322,6,35,5,4913,6,1261,4,9137,,-6,,-6,14,-6,1,-6,9137,57,5,5,1,894,6,239,6,1005,200,3,20,1,3124,6,817,6,5153,177,-1,23,2,2691,-1,700,1,5025,,-6,,-6,24,-6,1,-6,9137,,,,,,,,,9137,87,6,9,3,1071,6,355,6,1096,,,,,,,,,9137,88,-3,7,-2,1290,-6,317,-6,3015
15912,2006,526,6,61,6,5167,6,2772,6,11438,,-6,,-6,1,-6,,-6,11438,29,4,1,-1,214,5,131,6,343,413,-2,42,-3,4292,4,2311,3,9311,468,1,56,1,4612,3,2505,5,10065,,-6,,-6,5,-6,1,-6,11438,,,,,,,,,11438,132,6,14,3,1158,6,762,6,1487,,,,,,,,,11438,29,-3,1,-3,334,-5,134,-6,915
15913,2006,,-6,,-2,149,-6,24,-6,1157,,0,,0,6,-6,1,-6,1157,,0,,0,39,2,6,1,255,,0,,0,47,-5,6,-3,546,,0,,0,16,-5,1,-3,266,,0,,0,,-6,,-6,1157,,,,,,,,,1157,,0,,0,57,6,11,5,139,,,,,,,,,1157,,0,,0,88,3,14,1,590
15914,2006,25,-3,,-2,30,-6,96,-6,1470,,-6,,0,,-6,1,-6,1470,14,3,,0,15,2,61,6,500,7,-1,,0,13,1,46,3,528,1,-3,,0,1,-3,7,-5,309,,-6,,0,,-6,,-6,1470,,,,,,,,,1470,10,4,,0,9,3,38,6,220,,,,,,,,,1470,8,-1,,0,12,-1,27,-4,603
15915,2006,1869,-6,237,6,34638,6,13006,6,86362,21,-6,1,-6,324,-6,108,-6,86362,178,3,13,-2,3603,6,1574,6,6909,1037,6,142,5,21755,6,8031,6,42749,1271,6,174,5,23859,6,8900,6,52681,1,-6,,-6,90,-6,26,-6,86362,,,,,,,,,86362,572,6,82,6,10428,6,4615,6,11227,,,,,,,,,86362,397,-6,48,-4,6762,-6,2398,-6,24181
15916,2006,565,-2,9,-6,10143,6,3612,6,22012,1,-6,,-6,74,-6,25,-6,22012,233,6,6,3,4558,6,1738,6,6163,339,4,6,1,6396,6,2293,6,11931,246,-1,5,1,3908,-6,1385,-6,9905,,-6,,-6,17,-6,7,-6,22012,,,,,,,,,22012,138,6,1,1,2258,6,938,6,2421,,,,,,,,,22012,84,-6,,-2,1586,-6,457,-6,5503
15917,2006,298,6,12,1,4825,6,1072,6,5502,,-6,,-6,16,-6,,-6,5502,8,1,,-1,104,1,39,5,110,203,-6,9,-1,3615,-6,794,-6,4468,249,1,9,-1,3991,-1,865,-3,4567,1,-6,,-6,9,-6,1,-6,5502,,,,,,,,,5502,77,6,6,4,1161,6,342,6,715,,,,,,,,,5502,40,-1,1,-1,705,2,167,2,770
16901,2006,14,-2,,-1,491,6,71,-3,726,,-6,,0,13,-6,,-6,726,,0,,0,1,-2,,-1,7,7,2,,0,160,2,23,1,216,1,-2,,0,131,3,10,-2,160,,-6,,0,,-6,,-6,726,,,,,,,,,726,8,5,,0,111,6,25,6,94,,,,,,,,,726,12,1,,0,346,-3,61,3,552
16902,2006,90,6,,-2,73,-6,22,-6,1061,,-6,,0,,-6,,-6,1061,1,-1,,0,7,5,1,1,21,54,4,1,1,40,2,12,1,489,24,1,,0,21,1,5,-1,276,1,-6,,0,1,-6,,-6,1061,,,,,,,,,1061,22,5,,0,30,6,15,6,117,,,,,,,,,1061,60,-2,1,1,43,-3,16,1,764
17901,2006,,-3,,-1,11,-6,,-6,162,,0,,0,,-6,,0,162,,,,,,,,,0,,0,,0,1,-2,,0,55,,0,,0,1,-1,,0,24,,0,,0,,-6,,0,162,,,,,,,,,162,,0,1,2,1,-1,,0,19,,,,,,,,,162,,0,1,1,9,1,,0,120
18901,2006,18,-5,,-2,,-6,27,-6,1287,,-6,,0,,0,,-6,1287,1,1,,0,,0,,-1,51,10,1,,0,,0,10,-1,586,1,-2,,0,,0,7,1,309,,-6,,0,,0,,-6,1287,,,,,,,,,1287,7,4,,0,,0,10,5,154,,,,,,,,,1287,14,1,,0,,0,20,1,927
18902,2006,20,1,,-1,70,-6,17,-6,599,,-6,,0,,-6,,-6,599,1,1,,0,1,-2,1,1,30,12,1,,0,43,3,11,2,289,6,1,,0,21,1,6,1,180,,-6,,0,1,-6,,-6,599,,,,,,,,,599,1,-2,,0,5,-2,1,-1,90,,,,,,,,,599,11,-1,,0,45,1,9,-1,383
18903,2006,2,-2,,-1,,-6,,-6,197,,-5,,0,,0,,0,197,,0,,0,,0,,0,16,1,-2,,0,,0,,0,183,1,-1,,0,,0,,0,112,,-5,,0,,0,,0,197,,,,,,,,,197,1,1,,0,,0,,0,43,,,,,,,,,197,1,1,,0,,0,,0,69
18904,2006,,-6,,-1,152,-6,2,-6,703,,0,,0,1,-6,,-6,703,,0,,0,1,-2,,0,21,1,1,1,1,103,6,1,1,337,,0,,0,15,-5,,-1,148,,0,,0,,-6,,-6,703,,,,,,,,,703,,0,1,2,58,6,1,1,127,,,,,,,,,703,1,1,1,1,133,5,1,-1,534
18905,2006,,-5,,-1,142,5,13,-5,276,,0,,0,,-6,,-6,276,,0,,0,1,-1,,0,3,5,1,,0,107,-2,10,-1,223,1,1,,0,65,1,1,-4,121,,0,,0,,-6,,-6,276,,,,,,,,,276,,0,,0,5,-4,1,-1,33,,,,,,,,,276,1,1,,0,76,-1,9,1,152
18906,2006,,-3,,-1,,-6,2,-6,165,,0,,0,,0,,-5,165,,,,,,,,,0,1,1,,0,,0,1,-1,90,,0,,0,,0,,-1,25,,0,,0,,0,,-5,165,,,,,,,,,165,1,2,,0,,0,1,1,31,,,,,,,,,165,1,0,,0,,0,1,-1,139
18907,2006,,-5,,-1,121,1,,-6,325,,0,,0,,-6,,0,325,,,,,,,,,0,,0,,0,70,-1,,0,201,,0,,0,7,-1,,0,26,,0,,0,,-6,,0,325,,,,,,,,,325,,0,,0,32,4,,0,46,,,,,,,,,325,,0,,0,114,1,,0,299
18908,2006,,-2,,0,14,-5,2,-5,108,,0,,0,,-6,,-5,108,,0,,0,,0,,0,1,,0,,0,13,2,1,-1,73,1,2,,0,,-2,1,1,13,,0,,0,,-6,,-5,108,,,,,,,,,108,,0,,0,5,2,1,1,23,,,,,,,,,108,,0,,0,14,2,1,-1,94
19901,2006,39,3,,-2,254,-5,41,-6,973,,-6,,0,,-6,,-6,973,18,3,,0,124,6,23,5,263,23,1,,0,140,2,19,-1,505,,-2,,0,8,-2,1,-1,58,,-6,,0,,-6,,-6,973,,,,,,,,,973,11,2,,0,68,5,12,3,156,,,,,,,,,973,21,-2,,0,122,-6,15,-5,642
19902,2006,14,-5,,-2,126,-6,8,-6,1224,,-6,,0,,-6,,-6,1224,1,-2,,0,34,2,1,-1,269,8,1,,0,74,1,5,1,670,,-1,,0,1,-2,,-1,49,1,-6,,0,1,-6,1,-6,1224,,,,,,,,,1224,5,2,,0,42,5,7,5,220,,,,,,,,,1224,8,-2,,0,87,-1,6,1,881
19903,2006,2,-5,,-1,111,-6,,-6,516,,-6,,0,,-6,,0,516,,0,,0,12,2,,0,36,1,1,,0,66,4,1,1,231,,0,,0,,-1,,0,5,,-6,,0,,-6,,0,516,,,,,,,,,516,1,1,,0,41,5,1,2,98,,,,,,,,,516,1,-2,,0,99,-1,1,0,470
19905,2006,50,2,2,-1,506,-2,180,-2,1569,,-6,,-6,1,-6,,-6,1569,23,5,1,1,212,6,87,6,345,23,-1,1,1,317,6,113,5,728,1,-1,,0,9,-2,9,2,47,1,-6,,-6,7,-6,1,-6,1569,,,,,,,,,1569,19,5,1,1,195,6,83,6,282,,,,,,,,,1569,24,-5,1,-1,277,-6,83,-6,1161
19906,2006,20,-3,,-2,226,-6,22,-6,1220,,-6,,0,,-6,,-6,1220,1,1,,0,28,5,1,1,61,12,4,1,1,82,3,7,1,343,,0,,0,,-2,,0,12,,-6,,0,,-6,,-6,1220,,,,,,,,,1220,9,5,1,2,64,6,11,5,159,,,,,,,,,1220,18,-1,1,0,198,-4,19,-1,1135
19907,2006,210,3,11,-1,2353,-1,580,-6,6782,,-6,,-6,1,-6,,-6,6782,170,6,9,3,1873,6,501,6,3459,130,-1,1,-5,1782,6,500,6,4239,1,-5,1,1,35,-6,1,-6,407,,-6,,-6,10,-6,1,-6,6782,,,,,,,,,6782,74,6,8,5,730,6,254,6,1085,,,,,,,,,6782,36,-6,1,-3,431,-6,72,-6,2848
19908,2006,197,6,,-5,1769,6,220,-6,3484,,-6,,0,1,-6,,-6,3484,141,6,,0,1143,6,150,6,1707,143,2,,0,1273,3,160,2,2400,,-3,,0,15,-5,1,-2,70,,-6,,0,1,-6,,-6,3484,,,,,,,,,3484,78,6,,0,525,6,72,6,523,,,,,,,,,3484,56,-6,,0,604,-6,68,-6,1672
19909,2006,6,-5,,-1,243,1,,-6,654,,-6,,0,,-6,,0,654,,,,,1,,,,0,1,-2,,0,173,6,,0,315,,0,,0,,-2,,0,7,,-6,,0,,-6,,0,654,,,,,,,,,654,1,-1,,0,103,6,,0,124,,,,,,,,,654,6,0,,0,242,2,,0,641
19910,2006,,-3,,-1,,-6,,-6,146,,0,,0,,0,,0,146,,0,,0,,0,,0,3,,0,,0,,0,,0,62,,0,,0,,0,,0,1,,0,,0,,0,,0,146,,,,,,,,,146,,0,,0,,0,,0,39,,,,,,,,,146,,0,,0,,0,,0,143
19911,2006,,-5,,-1,,-6,2,-6,421,,0,,0,,0,,-5,421,,0,,0,,0,,0,13,1,2,1,2,,0,1,1,63,,0,,0,,0,,0,17,,0,,0,,0,,-5,421,,,,,,,,,421,1,2,1,2,,0,1,1,46,,,,,,,,,421,1,0,1,0,,0,5,1,383
19912,2006,43,-3,2,-2,305,-6,49,-6,2197,1,-6,,-6,1,-6,,-6,2197,8,2,1,1,100,6,36,6,286,7,-1,1,1,99,6,31,6,393,,-1,,0,5,-2,,-1,66,,-6,,-6,,-6,,-6,2197,,,,,,,,,2197,15,6,,0,84,6,17,6,198,,,,,,,,,2197,33,-1,,-2,199,-6,13,-6,1758
19913,2006,,-2,,0,2,-6,,-6,108,,0,,0,,-5,,0,108,,0,,0,,0,,0,1,1,1,,0,5,2,,0,62,,0,,0,,0,,0,1,,0,,0,,-5,,0,108,,,,,,,,,108,1,2,,0,1,1,,0,15,,,,,,,,,108,1,0,,0,7,1,,0,95
19914,2006,,-3,,-1,,-6,,-6,149,,0,,0,,0,,0,149,,0,,0,,0,,0,6,,0,,0,,0,,0,78,,,,,,,,,0,,0,,0,,0,,0,149,,,,,,,,,149,,0,,0,,0,,0,16,,,,,,,,,149,,0,,0,,0,,0,145
20901,2006,1510,6,31,1,2026,-6,963,-6,14838,15,-6,,-6,9,-6,1,-6,14838,216,6,,-2,271,6,159,6,1039,663,-5,6,-5,1231,6,533,6,7122,731,6,16,2,857,2,408,1,6084,7,-6,,-6,1,-6,1,-6,14838,,,,,,,,,14838,364,6,8,3,492,6,339,6,1781,,,,,,,,,14838,541,-6,15,1,887,-5,390,-6,7122
20902,2006,168,-3,18,1,3877,6,812,-5,7311,,-6,,-6,21,-6,1,-6,7311,40,4,6,2,821,6,229,6,1097,95,3,7,-1,2073,6,443,5,3480,79,4,7,1,1521,5,314,2,2632,,-6,,-6,23,-6,1,-6,7311,,,,,,,,,7311,43,5,7,4,664,6,209,6,950,,,,,,,,,7311,49,-6,5,-2,1491,-6,264,-6,3436
20904,2006,2,-6,,-2,433,6,81,-4,844,,-6,,0,,-6,,-6,844,,,,,,,,,0,1,1,,0,89,-3,16,-2,225,,-1,1,1,44,-6,10,-2,169,,-6,,0,,-6,,-6,844,,,,,,,,,844,1,1,,0,55,1,15,2,101,,,,,,,,,844,5,1,,0,389,6,71,3,667
20905,2006,650,6,86,6,6086,6,1046,-6,14376,1,-6,,-6,20,-6,1,-6,14376,122,6,10,1,1192,6,214,6,1438,379,5,44,1,3944,6,669,6,7317,319,5,49,4,2942,6,517,6,5894,1,-6,,-6,15,-6,1,-6,14376,,,,,,,,,14376,149,6,23,5,1558,6,270,6,2013,,,,,,,,,14376,205,-6,27,-4,1917,-6,308,-6,6757
20906,2006,28,-6,2,-2,1300,6,49,-6,2284,,-6,,-6,1,-6,,-6,2284,19,6,1,1,277,3,17,4,411,15,2,1,1,717,6,37,6,886,1,-2,1,1,193,-2,7,-1,365,,-6,,-6,1,-6,,-6,2284,,,,,,,,,2284,5,2,1,1,346,6,25,6,251,,,,,,,,,2284,8,-5,,-2,827,-1,25,-3,1485
20907,2006,85,-1,13,3,1124,-2,126,-6,3397,,-6,,-6,5,-6,,-6,3397,22,4,7,5,295,6,39,6,510,38,-1,8,2,543,2,65,2,1559,19,1,1,-1,196,-4,26,-1,713,1,-6,,-6,1,-6,,-6,3397,,,,,,,,,3397,19,3,1,-1,203,5,44,6,442,,,,,,,,,3397,43,-3,8,-1,625,-6,61,-5,2140
20908,2006,409,-3,38,1,4974,-6,820,-6,16750,9,-6,1,-6,113,-6,26,-6,16750,90,5,1,-3,1344,6,252,6,2680,142,6,10,1,1733,6,296,6,3568,167,6,22,6,1602,6,265,6,3852,1,-6,1,-6,11,-6,1,-6,16750,,,,,,,,,16750,100,6,15,6,1381,6,282,6,1675,,,,,,,,,16750,140,-6,9,-5,1904,-6,274,-6,8710
20910,2006,,-3,,-1,51,-2,,-6,179,,0,,0,,-6,,0,179,,0,,0,,-1,,0,2,,0,,0,31,-2,,0,124,,0,,0,10,-4,,0,75,,0,,0,,-6,,0,179,,,,,,,,,179,,0,,0,14,4,,0,21,,,,,,,,,179,,0,,0,41,4,,0,104
21901,2006,134,-6,2,-6,1229,-6,323,-6,9488,,-6,,-6,16,-6,1,-6,9488,50,6,5,5,507,6,128,6,1328,58,5,1,1,691,6,171,6,2780,21,1,,-1,225,5,59,3,1328,,-6,,-6,1,-6,,-6,9488,,,,,,,,,9488,31,6,1,2,304,6,110,6,854,,,,,,,,,9488,63,-5,1,-1,480,-6,133,-6,5977
21902,2006,723,6,18,-4,9206,6,3628,6,16002,,-6,,-6,5,-6,5,-6,16002,367,6,7,2,4682,6,1981,6,4000,575,6,13,1,7399,6,2928,6,10385,239,-5,9,1,3015,-6,1157,-6,6561,,-6,,-6,1,-6,1,-6,16002,,,,,,,,,16002,112,6,1,-1,1711,6,869,6,1440,,,,,,,,,16002,117,-6,1,-4,1502,-6,483,-6,5441
22004,2006,2,-2,,-1,,-6,6,-5,197,,-5,,0,,0,,-6,197,,,,,,,,,0,1,-1,,0,,0,1,-4,157,5,1,,0,,0,1,-4,154,,-5,,0,,0,,-6,197,,,,,,,,,197,1,1,,0,,0,5,5,22,,,,,,,,,197,,-1,,0,1,1,5,4,41
22901,2006,52,5,,-2,216,-6,27,-6,1139,,-6,,0,,-6,,-6,1139,1,1,,0,9,4,8,6,11,32,1,,0,139,3,25,5,641,40,2,,0,151,2,10,-4,740,,-6,,0,,-6,1,-6,1139,,,,,,,,,1139,19,5,,0,74,6,10,4,159,,,,,,,,,1139,11,-2,,0,56,-2,6,-2,364
22902,2006,,-2,,0,,-6,,-5,74,,0,,0,,0,,0,74,,,,,,,,,0,,0,,0,,0,,0,58,,0,,0,,0,,0,55,,0,,0,,0,,0,74,,,,,,,,,74,,0,,0,,0,,0,14,,,,,,,,,74,,0,,0,,0,,0,19
22903,2006,,-1,,0,,-4,,-2,19,,0,,0,,0,,0,19,,,,,,,,,0,1,1,,0,,0,,0,7,,0,,0,,0,,0,3,,0,,0,,0,,0,19,,,,,,,,,19,,0,,0,,0,,0,4,,,,,,,,,19,1,0,,0,,0,,0,16
23902,2006,2,-2,,-1,20,-6,,-6,236,,-5,,0,,-6,,0,236,,0,,0,,-1,,0,5,1,1,1,1,5,-3,,0,116,1,1,,0,1,-4,,0,78,,-5,,0,,-6,,0,236,,,,,,,,,236,1,1,,0,8,4,,0,31,,,,,,,,,236,1,-1,1,1,17,2,,0,153
24801,2006,,-2,,0,,-6,,-5,89,,0,,0,,0,,0,89,,,,,,,,,0,,0,,0,,0,,0,60,,0,,0,,0,,0,85,,0,,0,,0,,0,89,,,,,,,,,89,,0,,0,,0,,0,8,,,,,,,,,89,,0,,0,,0,,0,4
24901,2006,134,6,2,-1,1137,6,420,6,1711,,-6,,-6,,-6,,-6,1711,,,,,,,,,0,126,1,1,-2,1075,4,404,5,1569,126,-2,1,-2,1108,3,396,-2,1643,,-6,,-6,,-6,,-6,1711,,,,,,,,,1711,31,3,,-1,256,6,107,6,274,,,,,,,,,1711,8,2,,0,29,-3,24,2,68
25901,2006,35,1,,-2,654,6,44,-6,1294,,-6,,0,1,-6,,-6,1294,6,3,,0,84,5,5,1,91,20,1,,0,429,6,29,2,669,1,-3,,0,123,3,1,-4,194,,-6,,0,8,-6,1,-6,1294,,,,,,,,,1294,10,2,,0,228,6,13,2,233,,,,,,,,,1294,26,-1,,0,437,-6,33,-1,996
25902,2006,144,5,,-5,1950,6,846,6,4054,1,-6,,0,1,-6,1,-6,4054,12,1,,0,175,4,115,6,284,102,4,,0,1252,5,569,5,2441,64,3,,0,780,5,331,3,1419,,-6,,0,,-6,,-6,4054,,,,,,,,,4054,17,-1,,0,311,5,339,6,527,,,,,,,,,4054,66,-4,,0,993,-6,398,-6,2351
25904,2006,,-5,,-1,,-6,,-6,276,,0,,0,,0,,0,276,,0,,0,,0,,0,6,,0,,0,1,1,6,2,181,,0,,0,1,1,1,1,66,,0,,0,,0,,0,276,,,,,,,,,276,,0,,0,,0,,0,66,,,,,,,,,276,1,1,,0,1,1,6,2,204
25905,2006,,-5,,-1,71,-5,,-6,319,,0,,0,,-6,,0,319,,,,,,,,,0,,0,,0,38,1,,0,155,,0,,0,6,-1,,0,32,,0,,0,,-6,,0,319,,,,,,,,,319,,0,,0,23,4,,0,51,,,,,,,,,319,,0,,0,65,1,,0,284
25906,2006,,-4,,-1,,-6,,-6,206,,0,,0,,0,,0,206,,0,,0,,0,,0,2,,0,,0,,0,,0,120,,0,,0,,0,,0,19,,0,,0,,0,,0,206,,,,,,,,,206,,0,,0,,0,,0,31,,,,,,,,,206,,0,,0,,0,,0,187
25908,2006,2,-2,,-1,95,2,12,-5,233,,-5,,0,,-6,,-6,233,,0,,0,6,1,1,1,9,1,-1,,0,73,3,13,,148,1,1,,0,15,1,1,-1,33,,-5,,0,,-6,,-6,233,,,,,,,,,233,1,1,,0,16,1,1,-1,35,,,,,,,,,233,1,-1,,0,74,-1,9,-1,189
25909,2006,14,-6,,-2,462,-2,19,-6,1446,,-6,,0,,-6,,-6,1446,,-1,,0,16,2,1,1,29,11,4,,0,314,6,12,2,606,6,3,,0,75,1,1,-2,231,,-6,,0,1,-6,,-6,1446,,,,,,,,,1446,5,2,,0,161,6,11,5,231,,,,,,,,,1446,8,-3,,0,370,-1,14,-1,1171
26901,2006,45,-2,,-3,1585,6,155,-6,2064,,-6,,0,6,-6,1,-6,2064,14,5,,0,409,6,37,5,248,20,-1,,0,936,6,116,6,993,6,-2,,0,364,-2,23,-4,516,,-6,,0,,-6,,-6,2064,,,,,,,,,2064,7,1,,0,306,5,31,3,289,,,,,,,,,2064,25,-2,,0,806,-6,94,-1,1300
26902,2006,14,-1,,-1,589,6,152,6,656,,-6,,0,,-6,,-6,656,5,1,,0,244,6,71,6,177,9,1,,0,370,2,93,1,386,,-2,,0,54,-5,19,-2,105,,-6,,0,,-6,,-6,656,,,,,,,,,656,1,-1,,0,176,6,48,6,92,,,,,,,,,656,11,2,,0,291,-3,62,-5,367
26903,2006,24,3,,-1,318,6,78,1,566,,-6,,0,,-6,,-6,566,19,5,,0,179,6,53,6,192,15,-1,,0,233,5,68,6,356,1,-3,,0,65,-1,15,-1,119,,-6,,0,,-6,,-6,566,,,,,,,,,566,13,5,,0,81,5,23,4,85,,,,,,,,,566,1,-5,,0,74,-6,10,-6,255
27903,2006,80,-3,,-5,821,-6,77,-6,3627,,-6,,0,1,-6,,-6,3627,1,-1,,0,16,-1,1,-1,73,50,4,,0,447,6,47,4,1643,13,-1,,0,162,-1,13,-1,725,1,-6,,0,15,-6,5,-6,3627,,,,,,,,,3627,32,6,,0,306,6,30,6,617,,,,,,,,,3627,62,1,,0,625,-1,57,-1,2793
27904,2006,159,5,6,-1,2002,6,433,-6,4373,1,-6,,-6,9,-6,,-6,4373,7,1,,0,97,5,29,5,131,74,-2,1,-2,1039,2,249,4,2213,54,1,1,-1,621,-1,147,1,1399,1,-6,,-6,20,-6,7,-6,4373,,,,,,,,,4373,47,6,1,1,467,6,183,6,525,,,,,,,,,4373,93,-2,1,-3,1255,-2,250,-4,2799
28902,2006,261,6,2,-4,4481,6,904,6,5036,1,-6,,-6,1,-6,,-6,5036,60,6,,0,575,6,178,6,403,155,1,1,-1,2720,4,587,5,2906,131,-3,1,-1,2435,-2,500,-1,2820,,-6,,-6,8,-6,,-6,5036,,,,,,,,,5036,103,6,1,1,1321,6,382,6,705,,,,,,,,,5036,69,-5,1,1,1462,-5,226,-6,1813
28903,2006,24,-5,,-3,822,6,200,-3,1876,,-6,,0,,-6,,-6,1876,1,-1,,0,177,6,41,6,169,13,-1,,0,509,1,97,-5,1133,17,2,,0,409,-1,109,2,957,,-6,,0,,-6,,-6,1876,,,,,,,,,1876,7,3,,0,240,6,61,6,206,,,,,,,,,1876,1,-5,1,1,236,-6,50,-5,750
28906,2006,,-5,,-1,26,-6,8,-6,243,,0,,0,1,-6,1,-6,243,,0,,0,1,-1,,-1,24,,0,,0,13,-2,5,-1,154,,0,,0,8,-2,,-3,102,,0,,0,,-6,,-6,243,,,,,,,,,243,,0,,0,8,3,7,6,27,,,,,,,,,243,,0,,0,13,1,9,,117
29901,2006,302,6,9,-1,3549,6,688,5,4735,1,-6,,-6,26,-6,6,-6,4735,13,2,,-1,134,3,37,5,142,170,-1,1,-4,2208,5,416,2,2751,217,6,9,4,2446,6,457,6,2652,1,-6,,-6,11,-6,1,-6,4735,,,,,,,,,4735,76,6,1,-1,637,6,217,6,616,,,,,,,,,4735,68,-6,1,-2,932,-6,186,-6,1752
30901,2006,,-5,,-1,31,-6,,-6,421,,0,,0,,-6,,0,421,,,,,,,,,0,1,1,,0,24,3,1,1,237,,0,,0,5,2,,0,34,,0,,0,,-6,,0,421,,,,,,,,,421,,0,,0,1,-2,,0,51,,,,,,,,,421,1,0,,0,26,-2,1,0,383
30902,2006,36,-2,,-3,409,-6,7,-6,1663,,-6,,0,,-6,,-6,1663,,-1,,0,9,1,,0,33,19,2,,0,247,6,6,3,700,1,-1,,0,26,-2,1,1,133,,-6,,0,9,-6,,-6,1663,,,,,,,,,1663,11,3,,0,126,6,1,1,249,,,,,,,,,1663,33,1,,0,365,1,8,1,1480
30903,2006,,-5,,-1,35,-6,,-6,402,,0,,0,1,-6,,0,402,,,,,,,,,0,,0,,0,21,2,,0,205,,0,,0,7,1,,0,64,,0,,0,,-6,,0,402,,,,,,,,,402,,0,,0,12,3,,0,76,,,,,,,,,402,,0,,0,27,-1,1,0,334
30906,2006,2,-5,,-1,132,-5,2,-6,525,,-6,,0,,-6,,-6,525,,0,,0,,-1,,0,5,1,-1,,0,59,-2,,-1,267,1,2,,0,21,3,,0,52,,-6,,0,,-6,,-6,525,,,,,,,,,525,1,1,,0,34,2,1,1,100,,,,,,,,,525,6,1,,0,111,-2,1,-1,467
31802,2006,,-5,,-1,,-6,,-6,285,,0,,0,,0,,0,285,,,,,,,,,0,,0,,0,,0,,0,214,,0,,0,,0,,0,271,,0,,0,,0,,0,285,,,,,,,,,285,,0,,0,,0,,0,40,,,,,,,,,285,,0,,0,,0,,0,9
31901,2006,826,-6,73,-5,15309,-6,3144,-6,51437,1,-6,,-6,11,-6,,-6,51437,,,,,1,,1,,0,752,-5,65,-3,14376,-5,2944,-4,48711,810,1,72,1,15074,5,3107,5,50408,,-6,,-6,1,-6,,-6,51437,,,,,,,,,51437,243,6,23,6,4387,6,1105,6,6172,,,,,,,,,51437,14,-1,1,-1,219,-6,35,-5,1029
31903,2006,1342,6,34,-1,8481,6,2152,-6,19164,1,-6,,-6,18,-6,6,-6,19164,17,1,,-1,69,-2,23,1,192,1068,5,19,-3,6921,6,1725,6,14296,1262,6,34,3,7955,6,2047,6,17056,,-6,,-6,1,-6,,-6,19164,,,,,,,,,19164,275,6,8,3,1459,6,458,6,1725,,,,,,,,,19164,61,-6,,-3,436,-6,76,-6,1916
31905,2006,66,-4,13,3,606,-6,76,-6,3418,,-6,,-6,,-6,,-6,3418,,,,,1,,,,0,40,-5,12,1,454,-4,56,-2,2728,60,-1,15,,552,-1,70,-1,3145,,-6,,-6,,-6,,-6,3418,,,,,,,,,3418,14,4,1,-1,90,5,20,5,308,,,,,,,,,3418,6,1,,-1,52,1,6,1,273
