DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total EXPULSION ACTIONS,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
176901,BURKEVILLE ISD,05,277,31.4,0.7,67.1,0.4,0,0,0.4,69.7,8.7,0,1,1,1,1,1,1,1,1,1
176902,NEWTON ISD,05,1066,38.2,4.2,53.4,0.7,0.2,0.1,3.3,74.6,14,1,1.3405,0,0,0,1.8727,0,0,0,0
176903,DEWEYVILLE ISD,05,677,1.2,2.5,94.5,0.9,0.4,0,0.4,53.6,8.7,0,1,1,1,1,1,1,1,1,1
177901,ROSCOE COLLEGIATE ISD,14,540,0.7,52.6,45.6,0,0.4,0,0.7,51.9,5.2,0,1,1,1,1,1,1,1,1,1
177902,SWEETWATER ISD,14,2173,5.8,51.7,39.8,0.1,0.3,0,2.2,68.8,12.4,0,1,1,1,1,1,1,1,1,1
177903,BLACKWELL CISD,14,140,0,15,83.6,1.4,0,0,0,40.7,10.7,0,1,1,1,1,1,1,1,1,1
177905,HIGHLAND ISD,14,235,0,16.2,81.3,1.3,1.3,0,0,35.3,7.7,0,1,1,1,1,1,1,1,1,1
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,02,211,3.3,95.7,0.9,0,0,0,0,92.9,1.9,0,1,1,1,1,1,1,1,1,1
178804,RICHARD MILBURN ALTER HIGH SCHOOL,02,211,1.9,73.9,21.8,0.5,0.5,0.5,0.9,57.8,9.5,0,1,1,1,1,1,1,1,1,1
178807,CORPUS CHRISTI MONTESSORI SCHOOL,02,153,1.3,60.8,34,0.7,3.3,0,0,12.4,2.6,0,1,1,1,1,1,1,1,1,1
178808,SEASHORE CHARTER SCHOOLS,02,461,0.7,19.3,74.6,0.7,2,0,2.8,1.3,5,0,1,1,1,1,1,1,1,1,1
178901,AGUA DULCE ISD,02,381,0.5,78,21.3,0.3,0,0,0,60.4,6,0,1,1,1,1,1,1,1,1,1
178902,BISHOP CISD,02,1294,1.2,81.8,15.5,0.5,0.5,0.2,0.3,57.7,9.9,0,1,1,1,1,1,1,1,1,1
178903,CALALLEN ISD,02,3974,1.6,56.4,39.4,0.3,1.1,0.1,1.1,41,9.8,1,2.4390,10.2041,0,1.7730,0,0,0,0,0
178904,CORPUS CHRISTI ISD,02,39322,4.1,79.3,13.8,0.2,1.7,0.1,0.8,66.2,9.1,3,0.5035,3.6630,8.1301,0.4203,2.4155,0,0,0,0
178905,DRISCOLL ISD,02,312,0.3,88.8,10.3,0,0,0,0.6,71.8,6.4,0,1,1,1,1,1,1,1,1,1
178906,LONDON ISD,02,689,2,43.5,50.9,0.3,2.5,0,0.7,11.6,6,0,1,1,1,1,1,1,1,1,1
178908,PORT ARANSAS ISD,02,521,0.6,14.8,77.2,1.9,2.1,0,3.5,30.1,7.1,0,1,1,1,1,1,1,1,1,1
178909,ROBSTOWN ISD,02,2968,0.7,96.9,1.9,0.1,0,0.1,0.2,76.9,9.5,0,1,1,1,1,1,1,1,1,1
178912,TULOSO-MIDWAY ISD,02,3823,1.3,75.6,21.6,0.2,0.5,0.1,0.8,52.3,9.4,0,1,1,1,1,1,1,1,1,1
178913,BANQUETE ISD,02,867,0.5,81.8,17.6,0,0.1,0,0,70.5,10.4,0,1,1,1,1,1,1,1,1,1
178914,FLOUR BLUFF ISD,02,5776,3.6,39.3,50.6,0.4,2.6,0.3,3.1,41.5,9.9,15,1.6064,0.6734,0,1.5267,0.7905,0,0,0,0
178915,WEST OSO ISD,02,1901,12.7,85.2,1.7,0.1,0,0,0.4,92,10.6,0,1,1,1,1,1,1,1,1,1
179901,PERRYTON ISD,16,2433,0.2,69.4,28.6,0.7,0.2,0.1,0.8,57,6.6,0,1,1,1,1,1,1,1,1,1
180901,BOYS RANCH ISD,16,314,15,17.8,62.7,0.3,0,0.3,3.8,80.6,12.1,0,1,1,1,1,1,1,1,1,1
180902,VEGA ISD,16,341,0.3,13.5,83.6,0.3,1.8,0,0.6,30.8,8.8,0,1,1,1,1,1,1,1,1,1
180903,ADRIAN ISD,16,124,0.8,41.9,54,0,0,0,3.2,63.7,13.7,0,1,1,1,1,1,1,1,1,1
180904,WILDORADO ISD,16,96,0,19.8,79.2,0,1,0,0,39.6,4.2,0,1,1,1,1,1,1,1,1,1
181901,BRIDGE CITY ISD,05,2788,1,14.6,80,0.4,2.4,0,1.6,38.5,7.2,1,2.5974,13.8889,0,6.8493,0,0,0,1,0
181905,ORANGEFIELD ISD,05,1757,0.4,8,87,0.4,2.2,0,2,40.2,8.4,1,2.4876,11.9048,250.0000,0,0,0,0,1,0
181906,WEST ORANGE-COVE CISD,05,2390,60.9,10.5,23.3,0.5,0.6,0.1,4.2,91.4,11.1,1,1.0941,9.0090,1.6420,0,0,0,0,0,0
181907,VIDOR ISD,05,4947,0.3,6.5,90.3,0.4,0.6,0.2,1.6,54.1,13,2,0.9242,3.8462,0,7.6923,0.5537,0,0,0,0
181908,LITTLE CYPRESS-MAURICEVILLE CISD,05,3295,6.3,9.6,79.3,0.5,1.3,0.1,2.9,39.9,12.4,4,0.6266,2.0161,0,2.6042,0.3153,0,0,250.0000,8.6207
182901,GORDON ISD,11,204,0,12.3,83.8,0,0,0,3.9,37.7,8.3,1,0,0,1,0,1.1933,1,1,1,0
182902,GRAFORD ISD,11,332,0.6,14.5,81.9,0.3,0.6,0,2.1,64.2,9,1,1.5576,11.1111,0,0,1.2210,0,0,1,0
182903,MINERAL WELLS ISD,11,3330,3.4,39,54.7,0.5,0.2,0,2,70.8,8.7,1,1.4124,0,0,2.5641,0,0,0,1,0
182904,SANTO ISD,11,500,0.4,18.6,79,0,0.2,0,1.8,44.6,8.2,0,1,1,1,1,1,1,1,1,1
182905,STRAWN ISD,11,211,3.3,32.2,63,0,0,0,1.4,60.2,12.3,0,1,1,1,1,1,1,1,1,1
182906,PALO PINTO ISD,11,116,0,19,75,0.9,0,0,5.2,54.3,5.2,0,1,1,1,1,1,1,1,1,1
183801,PANOLA CHARTER SCHOOL,07,146,6.8,8.9,80.1,0.7,1.4,0,2.1,35.6,6.2,0,1,1,1,1,1,1,1,1,1
183901,BECKVILLE ISD,07,708,8.5,10.9,77.4,0.6,0.3,0.1,2.3,34.6,6.9,0,1,1,1,1,1,1,1,1,1
183902,CARTHAGE ISD,07,2746,23.3,17.3,57.3,0.2,0.8,0,0.9,52.1,10.1,0,1,1,1,1,1,1,1,1,1
183904,GARY ISD,07,451,0,7.8,91.4,0,0.2,0,0.7,46.6,8.6,0,1,1,1,1,1,1,1,1,1
184801,CROSSTIMBERS ACADEMY,11,117,1.7,19.7,76.1,0.9,0,0,1.7,48.7,10.3,0,1,1,1,1,1,1,1,1,1
184901,POOLVILLE ISD,11,530,0.6,18.1,80.4,0.6,0,0,0.4,52.5,9.1,0,1,1,1,1,1,1,1,1,1
184902,SPRINGTOWN ISD,11,3374,0.7,16.7,79.2,0.9,0.4,0.1,2,55.5,8.7,1,1.8018,0,0,0,1.2626,0,0,0,0
184903,WEATHERFORD ISD,11,7710,2.3,23.1,71.2,0.6,1,0,1.8,44.7,8.6,2,1.1186,5.8140,0,2.1645,0.7022,0,0,1,0
184904,MILLSAP ISD,11,838,0.7,14.2,82.5,0.8,0,0,1.8,45.1,7.9,0,1,1,1,1,1,1,1,1,1
184907,ALEDO ISD,11,4861,1.4,10.9,84.1,0.5,0.7,0,2.4,12.6,6.5,0,1,1,1,1,1,1,1,1,1
184908,PEASTER ISD,11,1027,0.9,12.5,83.5,0.7,0.5,0,1.9,33.2,9.4,0,1,1,1,1,1,1,1,1,1
184909,BROCK ISD,11,1047,1,8.1,88,0.3,0.2,0.1,2.4,13.6,5.9,0,1,1,1,1,1,1,1,1,1
184911,GARNER ISD,11,214,0.5,18.7,76.2,0.5,1.9,0,2.3,49.5,7,0,1,1,1,1,1,1,1,1,1
185901,BOVINA ISD,16,478,0,93.3,6.5,0,0,0,0.2,82.4,5,0,1,1,1,1,1,1,1,1,1
185902,FARWELL ISD,16,542,0.6,50,48.3,0.4,0.2,0,0.6,57.2,6.8,0,1,1,1,1,1,1,1,1,1
185903,FRIONA ISD,16,1155,0.3,84.2,14.7,0,0.4,0,0.4,80.8,9.4,0,1,1,1,1,1,1,1,1,1
185904,LAZBUDDIE ISD,16,182,0,41.2,57.1,1.6,0,0,0,79.1,7.1,0,1,1,1,1,1,1,1,1,1
186901,BUENA VISTA ISD,18,150,0.7,73.3,26,0,0,0,0,63.3,2,0,1,1,1,1,1,1,1,1,1
186902,FORT STOCKTON ISD,18,2411,0.7,86.4,11.9,0.1,0.6,0,0.2,65.3,6,2,0.7657,0,0,0.5787,4.2017,0,0,1,0
186903,IRAAN-SHEFFIELD ISD,18,563,4.8,56.8,36.8,0.9,0.2,0.5,0,45.8,9.1,1,2.1834,0,0,1.7606,0,0,0,0,1
187901,BIG SANDY ISD,06,523,1,6.9,66,21.6,0.8,0.2,3.6,49.1,10.9,0,1,1,1,1,1,1,1,1,1
187903,GOODRICH ISD,06,218,18.3,46.8,32.6,0,0.5,0,1.8,88.1,6,0,1,1,1,1,1,1,1,1,1
187904,CORRIGAN-CAMDEN ISD,06,1026,25,35,38,0.2,0.3,0,1.5,75.5,11,0,1,1,1,1,1,1,1,1,1
187906,LEGGETT ISD,06,170,20,20.6,54.1,2.4,0,0,2.9,77.6,10,0,1,1,1,1,1,1,1,1,1
187907,LIVINGSTON ISD,06,4016,10.5,20.1,65.7,0.6,0.5,0.1,2.6,64.7,10.1,0,1,1,1,1,1,1,1,1,1
187910,ONALASKA ISD,06,914,1.6,8.1,85.6,1.3,0.9,0.1,2.4,77.2,10.1,0,1,1,1,1,1,1,1,1,1
188801,RICHARD MILBURN ACADEMY (AMARILLO),16,208,4.8,38.9,53.8,1.4,0,0,1,65.9,12.5,0,1,1,1,1,1,1,1,1,1
188901,AMARILLO ISD,16,33139,9.8,45.4,36.2,0.5,5.1,0.1,2.9,67,9,33,1.2664,3.3670,0.3092,1.2014,0.9208,6.0606,0.5942,0,1.0449
188902,RIVER ROAD ISD,16,1422,1.7,22.4,72,1.1,0.4,0.1,2.5,65,10.5,0,1,1,1,1,1,1,1,1,1
188903,HIGHLAND PARK ISD,16,902,3,33.6,52.7,0.8,8.5,0.1,1.3,59.9,9.8,0,1,1,1,1,1,1,1,1,1
188904,BUSHLAND ISD,16,1470,0.7,13,82.9,0.5,0.5,0,2.5,20.5,8,1,4.8780,0,0,7.6923,0,0,0,1,0
189901,MARFA ISD,18,356,0.8,84.3,13.8,0,0.6,0,0.6,69.9,11.2,0,1,1,1,1,1,1,1,1,1
189902,PRESIDIO ISD,18,1403,0.1,95.7,1.8,0,2.2,0,0.3,87.7,6,0,1,1,1,1,1,1,1,1,1
190903,RAINS ISD,07,1613,2.4,15.5,76,1.5,0.5,0.2,3.8,58.4,10.4,0,1,1,1,1,1,1,1,1,1
191901,CANYON ISD,16,9386,2.3,22.2,72.7,0.5,0.9,0,1.4,28.5,8.9,1,3.5088,11.2360,0,0,1.3755,0,0,1,0
192901,REAGAN COUNTY ISD,18,916,0.7,82.6,15.6,0.1,0.3,0,0.7,48.7,6.2,0,1,1,1,1,1,1,1,1,1
193801,BIG SPRINGS CHARTER SCHOOL,20,186,7,51.6,40.3,0,0.5,0.5,0,91.9,50.5,0,1,1,1,1,1,1,1,1,1
193902,LEAKEY ISD,20,271,1.5,40.2,55.7,0.7,0,0,1.8,59.8,8.9,0,1,1,1,1,1,1,1,1,1
194902,AVERY ISD,08,369,0.8,8.9,83.5,1.4,0.3,0,5.1,53.9,10.6,0,1,1,1,1,1,1,1,1,1
194903,RIVERCREST ISD,08,702,4.4,10.7,78.5,1,0.3,0,5.1,59.3,9.7,0,1,1,1,1,1,1,1,1,1
194904,CLARKSVILLE ISD,08,610,57.9,21.8,16.1,0.7,0.3,0,3.3,90.8,10.2,0,1,1,1,1,1,1,1,1,1
194905,DETROIT ISD,08,506,9.1,4.3,81.8,1,0,0,3.8,66.8,12.1,0,1,1,1,1,1,1,1,1,1
195901,PECOS-BARSTOW-TOYAH ISD,18,2319,0.8,91.1,6.7,0.1,1,0,0.3,71.1,8.6,0,1,1,1,1,1,1,1,1,1
195902,BALMORHEA ISD,18,169,1.2,85.2,13.6,0,0,0,0,83.4,8.3,0,1,1,1,1,1,1,1,1,1
196901,AUSTWELL-TIVOLI ISD,03,157,1.3,70.7,28,0,0,0,0,36.9,7,0,1,1,1,1,1,1,1,1,1
196902,WOODSBORO ISD,03,512,2.9,50,43.4,0,1,0,2.7,49,13.5,0,1,1,1,1,1,1,1,1,1
196903,REFUGIO ISD,03,738,11.7,57.3,29.5,0,0.3,0,1.2,56.4,9.3,2,0.8865,0,0,0.8726,1.6949,1,0,1,0
197902,MIAMI ISD,16,212,0.9,13.2,84,0.9,0,0,0.9,12.7,9,0,1,1,1,1,1,1,1,1,1
198901,BREMOND ISD,06,442,14.3,11.3,70.4,1.1,0.7,0,2.3,50,10.2,0,1,1,1,1,1,1,1,1,1
198902,CALVERT ISD,06,164,84.8,8.5,4.3,0,0,0,2.4,81.7,11.6,0,1,1,1,1,1,1,1,1,1
198903,FRANKLIN ISD,06,1090,6.1,16.1,75.2,0,1.4,0,1.2,40,8.9,0,1,1,1,1,1,1,1,1,1
198905,HEARNE ISD,06,932,45.6,41.1,11.8,0.3,0.4,0,0.8,93.8,14.4,0,1,1,1,1,1,1,1,1,1
198906,MUMFORD ISD,06,595,7.9,55.5,33.9,0,1.5,0,1.2,72.1,7.6,0,1,1,1,1,1,1,1,1,1
199901,ROCKWALL ISD,10,14523,6.4,21.3,64.7,1,2.7,0.2,3.6,24.9,8.3,2,2.0080,0,0,2.3474,0.7728,0,0,0,0
199902,ROYSE CITY ISD,10,5008,6.3,29.9,60,0.7,0.7,0.1,2.2,38.9,7.5,2,1.2853,0,0,1.6722,0.8333,0,0,0,0
200901,BALLINGER ISD,15,967,1.1,45.4,51.3,0.2,0.3,0,1.7,59.7,8.2,0,1,1,1,1,1,1,1,1,1
200902,MILES ISD,15,436,0.7,37.8,61,0,0.5,0,0,34.2,8.3,0,1,1,1,1,1,1,1,1,1
200904,WINTERS ISD,15,613,1.3,61.5,35.2,0,0,0,2,70.5,9.3,0,1,1,1,1,1,1,1,1,1
200906,OLFEN ISD,15,64,7.8,53.1,32.8,4.7,0,0,1.6,81.3,14.1,0,1,1,1,1,1,1,1,1,1
201902,HENDERSON ISD,07,3445,19.6,26.5,50.4,0.7,0.8,0.1,1.8,62.1,7.8,0,1,1,1,1,1,1,1,1,1
201903,LANEVILLE ISD,07,167,56.3,22.2,18,0,0,0,3.6,95.2,12,0,1,1,1,1,1,1,1,1,1
201904,LEVERETTS CHAPEL ISD,07,292,6.5,31.2,58.9,0,0,0,3.4,70.2,5.1,0,1,1,1,1,1,1,1,1,1
201907,MOUNT ENTERPRISE ISD,07,366,14.2,7.9,74,0.5,0.3,0,3,50.8,10.7,0,1,1,1,1,1,1,1,1,1
201908,OVERTON ISD,07,541,13.5,5.7,77.1,0.2,0,0,3.5,59.7,7.4,0,1,1,1,1,1,1,1,1,1
201910,TATUM ISD,07,1712,25.9,23.9,47.6,0.4,0.3,0.1,1.9,54.2,7.2,0,1,1,1,1,1,1,1,1,1
201913,CARLISLE ISD,07,637,2,52.4,43.5,0.9,0.2,0,0.9,79.4,6.9,0,1,1,1,1,1,1,1,1,1
201914,WEST RUSK COUNTY CONSOLIDATED ISD,07,1078,14.1,23.7,58.9,0.6,0,0,2.7,67.1,8.5,0,1,1,1,1,1,1,1,1,1
202903,HEMPHILL ISD,07,895,10.2,6.9,76.1,0.7,0.7,0,5.5,60,9.2,0,1,1,1,1,1,1,1,1,1
202905,WEST SABINE ISD,07,684,8.6,3.9,84.4,0.4,0,0,2.6,78.2,9.9,0,1,1,1,1,1,1,1,1,1
203901,SAN AUGUSTINE ISD,07,797,55.6,19.9,20.7,0.1,1,0,2.6,91.1,12,1,1.0977,0,1.7986,0,0,0,0,1,0
203902,BROADDUS ISD,07,422,1.7,5.5,90,0.2,0.2,0,2.4,81,10,0,1,1,1,1,1,1,1,1,1
204901,COLDSPRING-OAKHURST CISD,06,1491,22.3,8,65.8,0.5,0.3,0.2,2.9,65,8.6,2,0.7692,5.8140,2.2422,0,0.7599,0,0,0,0
204904,SHEPHERD ISD,06,1928,6.3,26.4,64.8,0.3,0.5,0,1.7,70.8,7.4,1,1.4124,13.5135,0,0,1.5432,0,0,1,0
205901,ARANSAS PASS ISD,02,1873,2.7,58.5,36,0.5,0.3,0.1,1.9,70.6,10.2,0,1,1,1,1,1,1,1,1,1
205902,GREGORY-PORTLAND ISD,02,4518,1.3,56,39.2,0.7,0.9,0.1,1.8,40.4,8.8,2,1.2376,5.6818,0,0.8929,1.2755,0,0,0,0
205903,INGLESIDE ISD,02,2309,1.6,54.3,38.8,0.4,1.8,0.1,3.1,49.2,7.5,1,2.0325,13.3333,0,0,2.5773,0,0,0,0
205904,MATHIS ISD,02,1684,1,91.9,6.9,0.1,0,0,0.1,84.1,9.6,1,1.1891,0,0,1.0881,0,0,1,1,0
205905,ODEM-EDROY ISD,02,999,0.2,85.3,13.9,0.5,0,0,0.1,62.8,6.6,0,1,1,1,1,1,1,1,1,1
205906,SINTON ISD,02,2203,1.5,82.3,15,0.1,0.4,0.1,0.5,72.1,8.9,0,1,1,1,1,1,1,1,1,1
205907,TAFT ISD,02,1087,0.5,92,6.4,0.3,0.2,0,0.6,87.4,10.3,1,1.1442,0,0,1.0870,0,0,0,1,0
206901,SAN SABA ISD,15,708,0.1,53.8,44.9,0.3,0.3,0,0.6,64,9.7,0,1,1,1,1,1,1,1,1,1
206902,RICHLAND SPRINGS ISD,15,120,0,23.3,74.2,0.8,0,0,1.7,51.7,8.3,0,1,1,1,1,1,1,1,1,1
206903,CHEROKEE ISD,15,129,3.9,30.2,62,0.8,0.8,0,2.3,61.2,17.1,0,1,1,1,1,1,1,1,1,1
207901,SCHLEICHER ISD,15,583,0.2,70,27.6,0.2,0.9,0,1.2,46.7,5.3,0,1,1,1,1,1,1,1,1,1
208901,HERMLEIGH ISD,14,232,1.3,38.8,57.3,0,0,0,2.6,49.6,8.6,0,1,1,1,1,1,1,1,1,1
208902,SNYDER ISD,14,2757,2.2,60.2,34.8,0.8,0.7,0,1.3,56.9,9,0,1,1,1,1,1,1,1,1,1
208903,IRA ISD,14,257,0,22.6,76.7,0,0,0,0.8,26.1,5.1,0,1,1,1,1,1,1,1,1,1
209901,ALBANY ISD,14,496,2,15.7,78.8,0.4,0.2,0.4,2.4,38.5,8.3,0,1,1,1,1,1,1,1,1,1
209902,MORAN ISD,14,103,0,9.7,90.3,0,0,0,0,78.6,18.4,0,1,1,1,1,1,1,1,1,1
210901,CENTER ISD,07,2768,20.1,41.9,33.4,0.1,2.7,0.2,1.6,75.2,8.4,0,1,1,1,1,1,1,1,1,1
210902,JOAQUIN ISD,07,751,5.3,14.2,78.4,0.1,0.3,0.1,1.5,62.5,10.9,0,1,1,1,1,1,1,1,1,1
210903,SHELBYVILLE ISD,07,830,21.7,10.5,65.4,0,0.1,0,2.3,61.2,8.9,0,1,1,1,1,1,1,1,1,1
210904,TENAHA ISD,07,579,25.4,37.5,34.9,0,0,0,2.2,85.5,13,0,1,1,1,1,1,1,1,1,1
210905,TIMPSON ISD,07,628,24.7,13.4,58.4,0,0.5,0,3,72.3,11.9,0,1,1,1,1,1,1,1,1,1
210906,EXCELSIOR ISD,07,95,1.1,6.3,92.6,0,0,0,0,63.2,18.9,0,1,1,1,1,1,1,1,1,1
211901,TEXHOMA ISD,16,384,0.3,45.1,54.7,0,0,0,0,32.6,8.6,0,1,1,1,1,1,1,1,1,1
211902,STRATFORD ISD,16,620,0.6,63.4,34,0.2,0.3,0,1.5,58.7,7.6,1,0,0,0,1.5773,0,0,0,1,0
212801,CUMBERLAND ACADEMY,07,852,15,19.2,58.8,0.1,4.1,0,2.7,35.2,6.8,0,1,1,1,1,1,1,1,1,1
212803,AZLEWAY CHARTER SCHOOL,07,162,24.7,11.1,61.7,0,0,0,2.5,96.3,50,0,1,1,1,1,1,1,1,1,1
212804,UT TYLER INNOVATION ACADEMY,07,467,6.2,9,79,0.6,2.6,0,2.6,22.3,6.9,0,1,1,1,1,1,1,1,1,1
212901,ARP ISD,07,879,14.3,11.4,70,0.2,0.6,0,3.5,53.5,7.5,0,1,1,1,1,1,1,1,1,1
212902,BULLARD ISD,07,2310,4.3,7.2,84.5,0.9,0.3,0,2.7,34.8,11,1,2.8736,0,23.2558,0,0,0,0,1,0
212903,LINDALE ISD,07,3816,6.9,13.6,73.6,0.4,1.2,0,4.2,45.9,9.4,0,1,1,1,1,1,1,1,1,1
212904,TROUP ISD,07,1104,12.6,10.6,72.6,0.5,0.5,0.3,2.8,54.3,8.2,0,1,1,1,1,1,1,1,1,1
212905,TYLER ISD,07,17993,30.3,44.3,22.1,0.3,1.3,0.1,1.7,71.8,7.4,3,0.4643,4.5045,1.1001,0.7524,1.5083,0,0,0,0
212906,WHITEHOUSE ISD,07,4582,11.3,11.7,70.1,0.7,3,0.1,3,38.1,8.7,0,1,1,1,1,1,1,1,1,1
212909,CHAPEL HILL ISD,07,3488,18.1,41.7,36,0.3,1,0.1,2.7,71.3,6.9,0,1,1,1,1,1,1,1,1,1
212910,WINONA ISD,07,1020,19.4,22.7,55.9,0.2,0.1,0,1.7,58.3,11.5,0,1,1,1,1,1,1,1,1,1
213801,BRAZOS RIVER CHARTER SCHOOL,11,206,10.2,16,69.9,1,0.5,0,2.4,59.7,14.1,0,1,1,1,1,1,1,1,1,1
213901,GLEN ROSE ISD,11,1650,0.4,29.3,66.2,1.2,0.8,0.1,1.9,44.1,6.4,2,1.1338,0,0,1.7065,0.7553,0,0,0,0
214901,RIO GRANDE CITY CISD,01,10851,0,98.7,1,0,0.2,0,0,96.8,9.4,22,1.0331,0.4836,1,1.0132,0,1,0,1,1
214902,SAN ISIDRO ISD,01,258,0.8,98.8,0.4,0,0,0,0,85.3,10.5,1,1.1723,0,0,1.0121,0,1,1,1,1
214903,ROMA ISD,01,6475,0,100,0,0,0,0,0,91.3,4.5,1,1.0953,0,1,1.0000,1,1,1,1,1
215901,BRECKENRIDGE ISD,14,1510,2.1,33.8,60.7,1.5,0.5,0.1,1.3,63.2,9.5,1,0,0,0,0,1.6474,0,0,0,0
216901,STERLING CITY ISD,15,314,0.6,46.5,48.7,0.6,0,0,3.5,45.5,9.6,0,1,1,1,1,1,1,1,1,1
217901,ASPERMONT ISD,14,241,3.3,29,66,0,1.2,0,0.4,56,7.5,0,1,1,1,1,1,1,1,1,1
218901,SONORA ISD,15,948,0.5,69.3,28.7,0.1,0.2,0,1.2,52.3,10.3,0,1,1,1,1,1,1,1,1,1
219901,HAPPY ISD,16,239,1.3,17.2,79.9,0,0,0,1.7,41,8.4,0,1,1,1,1,1,1,1,1,1
219903,TULIA ISD,16,1107,9.6,59.5,29.8,0.3,0.2,0,0.6,77.1,10.7,0,1,1,1,1,1,1,1,1,1
219905,KRESS ISD,16,209,7.2,55.5,35.4,0.5,0,1,0.5,75.6,10.5,0,1,1,1,1,1,1,1,1,1
220801,TREETOPS SCHOOL INTERNATIONAL,11,342,16.4,9.9,61.1,1.2,3.2,0.9,7.3,14,6.4,0,1,1,1,1,1,1,1,1,1
220802,ARLINGTON CLASSICS ACADEMY,11,1284,23.6,18.1,45.3,0.5,8.8,0.1,3.6,19.9,3.3,0,1,1,1,1,1,1,1,1,1
220809,FORT WORTH ACADEMY OF FINE ARTS,11,523,11.5,17.4,66.3,0.4,1.7,0.4,2.3,14.1,2.7,0,1,1,1,1,1,1,1,1,1
220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,695,3.7,10.6,70.6,0.6,10.4,0,4,0,4.2,0,1,1,1,1,1,1,1,1,1
220811,EAST FORT WORTH MONTESSORI ACADEMY,11,532,45.3,32.7,15,0.4,3.9,0.2,2.4,82.1,4.1,0,1,1,1,1,1,1,1,1,1
220812,RICHARD MILBURN ACADEMY (FORT WORT,11,200,34.5,40.5,20.5,0.5,0,0,4,77.5,11.5,0,1,1,1,1,1,1,1,1,1
220813,HARMONY SCIENCE ACAD (FORT WORTH),11,3652,26.2,29.3,33.7,0.5,7.8,0.1,2.4,50.1,3.9,0,1,1,1,1,1,1,1,1,1
220814,TEXAS SCHOOL OF THE ARTS,11,329,12.8,18.5,61.1,0.9,1.5,0,5.2,11.9,6.7,0,1,1,1,1,1,1,1,1,1
220815,CHAPEL HILL ACADEMY,11,502,55.6,21.7,17.7,0,0.8,0.6,3.6,62.2,8,0,1,1,1,1,1,1,1,1,1
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,11,2379,26,60.1,6.6,0.1,4.5,0.1,2.4,75,6,1,1.3333,0,0,1.6639,0,0,0,0,0
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,719,33,22.5,33.9,0.3,6.3,0,4,47,6.3,0,1,1,1,1,1,1,1,1,1
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1,1,0,0,1.1038,0,0,0,1,1,0
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1,12,1.5815,1.0288,0.3429,1.9026,0.3623,0,0,0,0
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5,3,0.5889,0,4.2194,0.8613,0.7407,0,0,0,0
220904,EVERMAN ISD,11,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,7.8,0,1,1,1,1,1,1,1,1,1
220905,FORT WORTH ISD,11,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,7.5,29,0.7593,2.2989,2.1267,0.7138,0.3135,0,0,0,2.6525
220906,GRAPEVINE-COLLEYVILLE ISD,11,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,7.2,0,1,1,1,1,1,1,1,1,1
220907,KELLER ISD,11,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,8.1,3,1.4124,4.1152,4.1667,0,0.5688,0,0,0,9.0090
220908,MANSFIELD ISD,11,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,8.3,3,0.8726,4.0161,1.2579,1.3495,0.8937,0,0,0,0
220910,LAKE WORTH ISD,11,3213,11.4,58,26.5,0.4,1,0.2,2.5,77,9.1,0,1,1,1,1,1,1,1,1,1
220912,CROWLEY ISD,11,15002,41.2,29.4,21.8,0.7,4.1,0.2,2.6,62.7,9.1,3,0.5316,0,0.8091,1.1338,1.5291,0,0,0,0
220914,KENNEDALE ISD,11,3181,18.9,22.4,50.7,0.8,3.9,0.4,3,42.1,8,1,0,12.5000,0,0,1.9724,0,0,0,0
220915,AZLE ISD,11,5970,0.8,18.7,77,0.6,0.6,0,2.4,47.2,8.3,2,0,6.0241,0,2.6738,0.6494,0,0,1,0
220916,HURST-EULESS-BEDFORD ISD,11,22129,17.1,29,41.6,0.5,6.7,2.3,2.8,53.2,8.5,3,5.0125,0,1.9493,1.1494,0.8013,0,0,0,0
