DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,Q-ECO. DISADV. IN SCHOOL SUS.=ECO DISAD. IN SCHOOL SUSPENSIONS,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,1,0,0,0,81,56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,41.4815,12.1951,30.0000,36.5854,1,1,0,0,0.5519,8.9286,0,0,1,1,0,0.2759,4.4643,0,50.0000,1,1,19.2308,1,1,1,1,1,1,1,1.1038,0,0,0,1,1,0
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1,9,1,10,1,1997,701,3145,2290,889,65,7913,6747,10,2864,1,1,900,1458,2846,12,13,4009,5389,14495,2212,117,1,76,153,271,458,1,64,1,1,1,1,0,0,0,0,0,0,0,0,12,18328,6555,5093,1.1545,1.9171,1.2002,2.7460,1.1491,2.1816,1.5815,1.0288,1.7767,0.8405,0.6794,0.7093,0.2347,0.2728,1.2495,1.9744,0.7976,0.5897,0.0305,0.1840,0.0763,1.1670,1.7873,0.8952,0.5984,0.0393,0.1995,0.0982,1.1486,0.3429,1.9026,0.3623,0,0,0,0
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5,1,1,1,1,134,134,301,888,920,69,700,2619,7,2018,0,0,60,581,926,1,1,220,1706,4146,45,5,1,44,65,156,136,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5705,2220,320,1.2840,1.7086,1.3577,2.7549,1.2147,1.9737,0.5889,0,1.5532,1.1862,0.7861,1.7278,0.5580,0.4090,0.9535,1.7163,1.0336,0.9209,0.0644,0.4045,0.1502,1.1712,1.7801,1.0820,0.9306,0.4464,0.0638,0,0.6250,4.2194,0.8613,0.7407,0,0,0,0
220904,EVERMAN ISD,11,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,7.8,0,0,0,0,46,9,925,202,58,1,2050,699,1,106,0,0,42,234,295,0,0,220,1111,2665,177,1,6,0,24,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,1215,234,1.0702,1.3046,1.0645,2.4691,1.0945,2.3011,1,1,1.7460,0.4664,0.6529,0.3449,0,1,1.0348,1.8798,0.3216,0.8524,4.9383,0,1,1.4109,1.8677,0.3802,0.6868,4.2735,0,1,0.3053,1,1,1,1,1,1,1
220905,FORT WORTH ISD,11,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,7.5,13,1,13,1,448,69,11396,7701,1145,34,6694,8110,15,1018,5,5,177,3268,1951,17,17,764,16250,12507,527,19,30,106,352,103,252,1,1,14,14,14,1,1,0,0,1,0,0,0,0,29,16226,20744,1066,0.9984,1.6032,1.0147,2.1005,0.9284,2.2139,0.7593,2.2989,1.8174,0.7959,0.5704,1.0477,0.3174,0.9244,1.1947,2.4201,0.5911,0.5018,0.7231,0.2555,0.6749,1.3053,2.1778,0.6692,0.5884,0.4690,0.0469,0.9381,1.3710,2.1267,0.7138,0.3135,0,0,0,2.6525
220906,GRAPEVINE-COLLEYVILLE ISD,11,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,7.2,0,0,0,0,27,58,66,101,173,1,191,498,1,637,0,0,26,119,357,0,0,43,193,649,1,1,1,1,13,34,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,355,87,1.9962,3.4314,2.4163,4.6557,2.1967,4.1507,1,1,3.0041,1.5116,0.7472,0.1384,0.2736,0.6920,1.2764,4.2254,1.2478,0.8260,0.5634,0.0328,0,0.8138,0.2612,1.3612,1.1299,0,0,0,0.2554,1,1,1,1,1,1,1
220907,KELLER ISD,11,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,8.1,0,1,0,1,50,117,234,221,564,36,717,838,14,2032,1,1,33,219,702,1,1,91,519,1808,27,7,1,39,43,122,123,1,1,1,1,1,0,1,0,0,1,0,0,0,0,3,3882,1103,203,1.9735,2.2325,1.9938,2.4512,1.8995,2.0069,1.4124,4.1152,2.3087,1.0231,0.8932,1.3248,0.4081,1.8032,0.8563,2.6519,0.9496,0.8726,0.1295,0.4592,0.4533,1.0536,1.6626,1.1673,0.9835,0.7037,0.0640,0,0.9320,4.1667,0,0.5688,0,0,0,9.0090
220908,MANSFIELD ISD,11,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,8.3,1,0,1,1,118,111,1099,438,623,57,6297,3705,7,4053,0,1,90,568,2330,1,1,308,1439,8667,226,20,1,37,85,233,613,1,11,1,1,1,1,0,0,0,0,0,0,0,0,3,14965,2284,488,1.5161,1.8759,1.6493,2.9962,1.6522,2.2220,0.8726,4.0161,1.5879,1.0023,0.7261,0.9522,0.2433,0.4678,0.9103,1.8157,0.7764,0.7313,0.1095,0.2531,0.4378,0.8270,1.7476,0.9790,0.6098,0.5123,0.3522,2.0492,0.9107,1.2579,1.3495,0.8937,0,0,0,0
220910,LAKE WORTH ISD,11,3213,11.4,58,26.5,0.4,1,0.2,2.5,77,9.1,0,0,0,0,61,54,55,89,68,1,188,391,0,211,0,0,14,53,125,0,0,120,199,702,21,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,214,138,1.1497,1.7322,1.2077,2.7216,1.1293,1.1148,1,1,2.0796,0.8501,1.0041,0.3153,0.1261,0,0.0504,2.2545,0.7170,1.1991,1.1682,0,0,0.1869,1.3349,0.7621,1.4766,1.8116,0,0,0.2899,1,1,1,1,1,1,1
220912,CROWLEY ISD,11,15002,41.2,29.4,21.8,0.7,4.1,0.2,2.6,62.7,9.1,1,1,1,1,84,33,2138,627,369,49,4762,1522,1,1073,0,0,62,684,945,1,1,309,2517,5887,269,5,1,26,82,1,176,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,7584,3244,394,1.2380,1.3693,1.2375,2.3170,1.2508,1.7292,0.5316,0,1.5240,0.6826,0.6490,0.9230,0.0032,0.0659,0.8926,1.5997,0.6574,0.5218,0.0440,0.1955,0.1541,0.9722,1.6571,0.7252,0.3842,0.3626,0.0619,1.2690,0.4881,0.8091,1.1338,1.5291,0,0,0,0
220914,KENNEDALE ISD,11,3181,18.9,22.4,50.7,0.8,3.9,0.4,3,42.1,8,0,1,0,1,1,1,117,28,116,8,250,133,0,227,1,1,6,69,115,0,0,18,173,368,20,0,1,1,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,638,268,22,1.3701,2.2531,1.5333,3.2183,1.9434,3.4091,0,12.5000,2.0733,0.9306,0.7018,1.5674,0.2411,0,0.7315,2.3099,0.4664,0.8537,0.4664,0.0957,0,0.6219,4.8100,0.2029,0.0897,0,0,0,0,0,0,1.9724,0,0,0,0
220915,AZLE ISD,11,5970,0.8,18.7,77,0.6,0.6,0,2.4,47.2,8.3,1,1,1,1,27,123,1,104,334,5,16,414,0,1242,1,1,39,140,275,0,0,107,349,1191,1,1,0,0,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1701,440,153,1.4834,1.9478,1.6805,3.8335,1.4817,3.0711,0,6.0241,1.1758,1.3015,0.9483,0.4899,0,1,0.5879,0.2841,1.2640,0.9858,0,0,1,0.0947,0.8170,0.9437,1.0441,1.0893,0,1,0.2723,0,2.6738,0.6494,0,0,1,0
220916,HURST-EULESS-BEDFORD ISD,11,22129,17.1,29,41.6,0.5,6.7,2.3,2.8,53.2,8.5,0,1,1,1,78,68,427,409,420,59,2653,2395,315,2447,0,0,28,278,1207,6,8,171,1107,6252,56,1,8,21,18,154,181,1,1,72,1,1,17,0,0,0,0,0,0,0,0,3,8204,1375,222,1.4325,1.7309,1.5133,2.3786,1.4479,1.4838,5.0125,0,1.8911,1.0067,0.7170,1.4383,0.2802,1.6694,0.7879,1.8161,1.0257,0.7343,1.1636,0.2280,2.2767,0.4675,1.4752,1.2116,0.7363,0.9009,0.0672,3.3294,0.1609,1.9493,1.1494,0.8013,0,0,0,0
220917,CASTLEBERRY ISD,11,3938,1.2,76.6,20.3,0.3,0.3,0.1,1.2,86.9,7.1,0,1,0,1,45,1,13,349,140,14,63,1792,5,564,0,0,11,78,238,1,1,57,440,2123,1,1,1,1,7,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2454,511,49,0.9955,1.3660,0.9909,2.1499,1.3386,3.1618,1.1507,0,2.1394,0.9533,1.1322,1.9017,0,2.0375,0.5433,2.1200,0.8916,1.3496,0.6523,0.6523,0,1.1416,1.7007,1.1989,0.1005,6.8027,0,0,1.7007,0,0,4.9261,0,0,0,0
220918,EAGLE MT-SAGINAW ISD,11,18155,9.6,35.5,47.1,0.6,3.7,0.3,3.2,40.4,8.1,1,8,1,12,70,104,129,240,309,1,481,873,1,1103,1,1,32,173,427,11,13,117,445,1422,29,1,6,7,35,35,93,1,1,0,1,1,0,0,0,0,0,1,1,0,0,15,2587,726,206,1.3606,2.0377,1.5172,2.9419,1.4058,1.9178,2.1452,0.8230,1.9368,0.9506,0.9052,0.0644,0.3657,0.1288,1.1234,1.8509,0.9312,0.9037,1.3774,0.2606,0,1.5065,1.4664,0.9572,1.0719,0.8091,0.1312,0,0.1517,0.6944,0.1878,1.6985,11.1111,0,0,0
220919,CARROLL ISD,11,7791,1.9,8.3,75.1,0.3,10.4,0.2,3.8,2.1,7.6,0,0,0,0,5,18,0,1,24,0,1,13,0,58,0,0,7,11,11,0,0,5,5,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,74,27,26,0.6435,1.9559,8.8183,5.3606,9.1575,3.5425,1,1,0.7112,2.1166,1.0437,0,0.1299,0,0.3556,0,0.4462,1.1836,0,0.3561,18.5185,0,0,2.3170,0.9218,0,0.3698,19.2308,1.0121,1,1,1,1,1,1,1
220920,WHITE SETTLEMENT ISD,11,6552,6.3,34.8,52.2,0.5,1.8,0.2,4.2,53.5,9.8,0,1,0,1,37,49,56,169,227,1,227,582,1,1112,0,0,14,72,259,0,0,65,341,1354,9,1,1,0,1,15,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,454,97,1.2358,1.2905,1.4039,1.6183,1.2525,1.4728,0,0,1.7594,0.8166,1.0402,0.0977,0.4069,0.2441,1.2788,1.9579,1.0697,0.9579,0.4405,0,0,0.0524,1.4728,1.0961,0.9677,2.0619,0,0,0.2455,0,0,1.9157,0,0,0,0
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,12522,13.6,27.6,50.2,0.4,3.7,0.2,4.3,41.9,8.1,0,0,0,0,0,0,105,86,270,0,1,46,0,42,0,0,0,71,21,0,0,0,188,44,0,0,1,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,485,0,1.1668,2.8807,0.9251,1.8073,1,1,1,1,0.0817,1.8519,0.9296,0,0,0,0.2584,1.5919,0.6425,1.1090,0.5155,0.0557,0,1.0549,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221901,ABILENE ISD,14,17184,11.8,41.9,40.1,0.4,1.9,0.1,3.8,65.6,10.7,14,7,15,7,368,259,232,377,310,1,993,1990,1,1319,10,10,234,258,970,1,1,778,843,3819,245,44,1,1,31,49,203,1,1,0,1,1,0,1,0,0,1,0,0,0,0,24,4556,952,918,1.2778,1.9898,1.3499,2.5328,1.2919,2.3823,0.0635,3.8941,1.8471,1.0425,0.7220,0.0549,0.5661,0.2195,1.1725,2.0652,0.9451,0.8120,0.2626,0.0553,0,0.8569,2.2617,0.9567,0.7036,0.2723,0.0573,0,1.2613,0.3531,1.4916,0.7273,0,0,0,1.0965
221904,MERKEL ISD,14,1179,0.9,23.1,73.5,0.7,0,0.1,1.7,57.3,11.8,0,1,0,1,8,21,0,5,27,0,1,54,0,135,0,0,11,8,43,1,1,24,1,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,32,29,1.2244,1.9079,0.0545,2.1186,1.4443,3.2145,1.7452,0,0.5817,1.2239,0.9616,0,1,0,0.3080,0,0.6764,1.1480,0,1,0,0,0,1.1942,0.9852,0,1,0,0,0,0,1.3605,0,1,0,0
221905,TRENT ISD,14,177,1.1,11.9,84.2,0,0.6,0,2.3,41.2,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.2136,0,1,1,1,1,1,1,0,4.2017,0.5938,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221911,JIM NED CISD,14,1051,0.3,10.4,87.3,0.3,0.4,0,1.4,29.3,7.2,0,0,0,1,0,1,0,0,0,0,0,1,0,41,0,0,0,0,10,0,1,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,1,1.6668,3.2300,1,1,3.4130,0,3.4130,0,0,0.2236,1.0922,0,0,1,1.6611,1,1,1,1,1,1,1,0,0,1.1455,0,0,1,0,0,0,1.1455,0,0,1,0
221912,WYLIE ISD,14,3829,3,14,77.3,0.4,2.1,0.1,3.2,15.3,6.6,0,0,0,0,1,1,1,1,23,25,1,47,0,254,0,0,1,7,78,0,0,1,14,116,0,0,7,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,33,2,2.2234,3.4657,2.7728,3.2140,3.2680,7.5758,1,1,0.0978,0.9845,0.9636,18.3284,0.1396,0,1.1913,1.0101,0.2165,0.9016,53.0303,0,0,0.9470,0,3.5714,0.6468,0,0,0,0,1,1,1,1,1,1,1
222901,TERRELL COUNTY ISD,18,140,0.7,55,42.9,0,0,0,1.4,30,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.6667,7.0423,1,1,1,1,1,1,0,0.9091,1.1655,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223901,BROWNFIELD ISD,17,1782,2.8,76.8,18.8,0.1,0.6,0,1,73.7,7.1,0,0,0,0,93,20,8,48,12,6,57,772,0,152,0,0,19,11,101,0,0,102,60,834,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,68,115,1.1294,1.4197,1.1972,2.2784,1.2035,2.3270,1,1,2.0317,1.0032,0.8069,5.9880,0,1,1.4970,4.2017,0.9191,0.9387,0,0,1,0,0.3106,1.0530,0.9251,0,0,1,0.8696,1,1,1,1,1,1,1
223902,MEADOW ISD,17,325,0.9,65.2,30.8,1.2,0,0,1.8,73.2,6.5,0,0,0,0,0,0,0,1,1,1,0,14,0,1,0,0,0,1,1,0,0,0,1,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1.2858,0.9050,0.6831,7.6923,0,0,1,1,0,1.2631,0.1910,4.9020,1,1,3.2680,0,0.7669,1.6234,0,1,1,0,0,0,0,83.3333,1,1,0,1,1,1,1,1,1,1
223904,WELLMAN-UNION CISD,17,246,1.2,44.7,54.1,0,0,0,0,56.9,9.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8787,5.1020,1,1,1,1,1,1,0,1.1186,0.9242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224901,THROCKMORTON ISD,09,197,0.5,17.8,81.2,0,0,0,0.5,50.8,6.6,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,1,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,16.7323,7.5758,0.3281,2.5253,1,1,1,1,0,2.8090,0.6158,1,1,1,0,0,0,1.2315,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224902,WOODSON ISD,09,92,0,20.7,75,0,0,0,4.3,64.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225902,MOUNT PLEASANT ISD,08,5431,12.1,67.6,18.1,0.3,0.6,0,1.4,84.4,9.8,0,0,1,0,58,22,129,244,73,1,342,763,0,208,0,0,13,90,237,0,1,94,410,1233,1,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1316,454,82,1.1101,1.8377,1.0700,2.0228,1.3582,1.6177,1.1848,0,2.1478,0.8577,0.8732,0.2533,0.1266,1,0.0543,2.3483,0.7950,0.8884,0,0,1,1.2587,0.1008,1.0463,1.4823,0,0,1,0.8711,0,1.4793,0,0,0,1,0
225905,WINFIELD ISD,08,157,1.3,83.4,13.4,0,0,0.6,1.3,93.6,7,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0971,0,1,1,1,1,1,1,0,0.6540,3.3921,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225906,CHAPEL HILL ISD,08,1004,3.2,31.8,62.2,0.4,0.7,0,1.8,49.7,9.4,0,0,0,1,0,1,0,1,26,1,0,1,0,80,0,0,1,5,23,0,0,9,19,78,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,29,3,1.8909,2.9480,1.3183,1.8342,6.0362,3.5461,0,0,0,0.0379,1.5496,3.0120,0,1,0.6693,0,0.1084,1.4414,8.6207,0,1,1.9157,0,0,0.5359,83.3333,0,1,18.5185,0,0,1.6077,0,0,1,0
225907,HARTS BLUFF ISD,08,497,1.6,43.7,51.9,0.4,0.6,0,1.8,61.2,4,0,0,0,0,0,1,1,1,1,0,0,5,0,6,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0.1485,2.2727,0.5447,0,1.6340,0,1,1,0,1.0401,1.0510,0,0,1,0,20.8333,0.7628,0.6423,0,0,1,0,0,0,1.9268,0,0,1,0,1,1,1,1,1,1,1
226801,TEXAS LEADERSHIP,15,1165,3.3,48.7,43.8,0.1,1,0,3.2,43.1,6.7,0,0,0,1,0,0,1,9,11,0,1,1,0,14,0,0,0,1,1,0,0,0,18,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,22,0,0.9554,0.8780,1.8983,0.6784,1,1,0,0,1.7825,0.1208,1.8802,0,0,1,1.8382,1.3774,0.8400,1.1416,0,0,1,1.4205,1,1,1,1,1,1,1,15.1515,0,1.1416,0,0,1,0
226901,CHRISTOVAL ISD,15,471,0,19.3,75.2,0.6,0,0,4.9,18.7,5.3,0,0,0,0,0,1,0,1,1,0,0,1,0,12,0,0,1,0,1,0,0,1,1,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,4.9656,1.3477,1.7825,0,2.6738,9.4340,1,1,1,0.3701,1.1398,0,1,1,1.4577,1,1.7271,0.4433,0,1,1,6.8027,1,0,0.6649,0,1,1,10.2041,1,1,1,1,1,1,1
226903,SAN ANGELO ISD,15,14550,4.4,58.5,34.3,0.3,1,0.1,1.5,59.9,10,0,0,1,1,182,63,57,720,172,21,389,3984,8,1295,0,1,31,122,1017,0,15,214,840,4757,1,0,1,0,1,14,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5766,951,247,1.3773,1.7638,1.4746,1.2829,1.4464,1.2551,12.5209,5.0000,1.5333,1.1811,0.6548,1.2140,0.2428,1.3874,0.6359,1.3622,1.2942,0.5273,0.3505,0,0,0.0701,0.0920,1.2596,0.7436,0,0.4049,0,0,0,0.8547,1.4577,0,0,0,0
226905,WATER VALLEY ISD,15,287,2.8,17.1,74.9,1,0.7,0,3.5,50.5,13.6,0,0,0,0,0,1,0,1,1,0,1,1,0,51,0,0,1,1,11,0,0,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,1,1.9428,1.5261,0.9901,3.6765,1.9802,7.3529,1,1,0.6739,0.1103,1.2847,0,0,1,0,0,2.9240,0.6676,0,0,1,0,0,0,1.3351,0,0,1,0,1,1,1,1,1,1,1
226906,WALL ISD,15,1089,0.1,18.3,80.3,0,0.1,0.2,1,12.9,5.2,0,0,0,1,1,1,0,0,1,0,1,11,0,33,0,0,0,0,22,0,0,1,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,2,3.7074,9.1973,0,0,3.8760,0,0,0,21.7391,1.3067,0.8934,1,0,0,2.1739,0,0,1.2453,1,0,0,0,0,2.7322,0.6227,1,0,0,0,0,0,1.2453,1,0,0,0
226907,GRAPE CREEK ISD,15,1054,0.5,42.1,55.6,0,0.4,0,1.4,63.4,11.8,0,0,0,1,1,1,1,1,11,0,1,105,0,243,0,0,1,5,63,0,1,1,1,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,13,2,1.0320,1.5254,0.1213,3.2595,0.7886,4.2373,1.5773,0,0.5714,0.7126,1.2487,1,0,1,0.2041,15.3846,0.1827,1.5219,1,0,1,0,0,1.1876,0.8993,1,0,1,0,0,0,1.7986,1,0,1,0
