DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,Q-ECO. DISADV. IN SCHOOL SUS.=ECO DISAD. IN SCHOOL SUSPENSIONS,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
108910,PROGRESO ISD,01,2134,0,99.3,0.6,0,0,0,0,99.5,5.1,0,0,0,0,19,0,1,135,1,0,1,1,0,0,0,0,1,18,34,0,0,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,19,0.5025,333.3333,0.0073,2.5575,1.0050,1.0320,1,1,1,0.5035,0,1,1,1,1,1,0.9852,1.2077,1,1,1,1,1,1.0070,0,1,1,1,1,1,1,1,1,1,1,1
108911,SHARYLAND ISD,01,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,5.9,5,0,5,0,1,1,1,450,1,0,1,3515,0,75,0,0,13,66,218,5,5,82,397,2748,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3605,453,2,1.2855,1.0249,1.4779,2.4694,69.1400,110.1695,1.6863,0,0.0555,1.0575,0.4246,1,0.1639,1,0.1387,0.4415,1.0774,0.0451,1,0,1,1.1038,0,0.5423,10.2041,1,0,1,0,0,1.0846,0,1,0,1,0
108912,LA JOYA ISD,01,29645,0,99.6,0.2,0.1,0,0,0,94.9,6.5,9,0,9,0,1,0,0,7889,1,1,1,7861,0,11,0,0,89,759,665,9,9,578,7719,7709,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7874,7891,2,1.0317,1.2993,1.0308,1.4798,304.5311,684.6154,1.0537,0,1,1.0024,0.6985,0.1270,1,1,1,1,1.0038,0.0634,0.1267,1,1,1,1,0.5020,0,500.0000,1,1,1,1,1.0040,0,0,1,1,1
108913,WESLACO ISD,01,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,7.9,10,0,48,0,1,1,0,1386,1,1,0,2626,0,1,0,7,73,292,418,10,1,372,1343,2507,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2628,1389,3,1.1144,2.0134,1.1295,2.6611,144.8598,308.0169,0.0243,1.8460,0,1.0165,0.0293,0.1903,0,1,1,0,1.0151,0.0554,0.3600,0.3600,1,1,0,0.3391,25.6410,166.6667,0,1,1,0,1.0173,0,0,0,1,1
108914,LA VILLA ISD,01,636,0,99.7,0.3,0,0,0,0,91.5,6.1,0,0,0,0,8,0,0,15,0,0,0,62,0,0,0,0,1,5,6,0,0,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,8,0.0176,1.5865,1.0929,5.4645,1.0929,2.0492,1,1,1,1.0030,0,1,1,1,1,1,1.0030,0,1,1,1,1,1,1.0030,0,1,1,1,1,1,1,1,1,1,1,1
108915,MONTE ALTO ISD,01,1018,0.2,98.9,0.9,0,0,0,0,92.7,5.4,0,0,0,0,1,0,0,30,0,0,1,1,0,1,0,0,1,10,21,0,0,10,30,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2,83.4232,129.6296,1.0787,6.1728,5.3937,9.2593,1,1,166.6667,0.3370,37.0370,1,1,1,1,0,1.0111,0,1,1,1,1,250.0000,0.5056,0,1,1,1,1,1,1,1,1,1,1,1
108916,VALLEY VIEW ISD,01,4620,0,99.8,0.2,0,0,0,0,92.4,5.8,0,0,0,0,133,0,0,173,0,0,0,1,0,1,0,0,14,18,77,0,0,1,1,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173,133,612.0130,663.7931,0.0063,1.7939,0.0081,1.8149,1,1,1,0.5010,250.0000,1,1,1,1,1,1.0020,0,1,1,1,1,1,1.0020,0,1,1,1,1,1,1,1,1,1,1,1
109901,ABBOTT ISD,12,269,0.4,10,87.4,0,0.4,0,1.9,26,9.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,1,1,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,11.5385,30.9278,1.9231,5.1546,3.8462,0,1,1,0,0,0.5721,1,125.0000,1,0,0,0,0.5721,1,0,1,26.3158,0,0,0,1,0,1,52.6316,1,1,1,1,1,1,1
109902,BYNUM ISD,12,201,4,24.4,67.7,0.5,0.5,0,3,56.2,13.9,0,0,0,0,0,1,1,1,1,1,1,10,0,21,0,0,0,1,13,0,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,1,1.5098,2.8341,0.5931,2.3981,1.7794,0,1,1,0.7576,1.2419,0.9400,6.0606,0,1,0,8.3333,1.3661,0.4924,0,0,1,0,0,0,1.4771,0,0,1,0,1,1,1,1,1,1,1
109903,COVINGTON ISD,12,270,0.4,8.5,88.9,1.1,0,0,1.1,51.1,15.2,0,0,0,0,0,1,0,0,5,1,0,1,0,213,0,0,0,1,63,0,0,1,1,161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5,1,1.4587,1.9189,0.3914,1.3158,1.9569,0,1,1,0,0.0545,1.1092,0.4209,1,1,0.4209,0,0,1.1249,0,1,1,0,0,0,1.1249,0,1,1,0,1,1,1,1,1,1,1
109904,HILLSBORO ISD,12,2003,14,59,23.8,0.3,0.7,0,2.2,74.6,11,1,1,1,1,41,1,37,16,1,0,229,272,0,96,1,1,14,7,90,1,1,67,56,563,25,1,0,0,1,0,41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,638,55,68,1.1829,1.2824,1.3649,1.1570,1.3208,1.8717,0.4468,3.0303,2.5638,0.7226,0.6322,0,0,1,2.9211,4.8052,0.4931,0.0764,0,0,1,0.8264,2.6261,1.0219,0.0618,0,0,1,0.6684,2.3810,0.5650,1.4006,0,0,1,0
109905,HUBBARD ISD,12,403,21.8,11.9,63.3,0,0.2,0,2.7,71.7,8.4,0,0,0,0,1,5,1,0,1,1,35,1,0,37,0,0,1,1,13,0,0,1,1,72,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,8,1.3389,2.0635,0.6974,5.9524,0.1743,1.4881,1,1,2.1407,0.1120,0.7794,1,0,1,0.4938,2.2936,0,0.7899,1,0,1,0,0.5734,1.0504,0.9874,1,0,1,0,1,1,1,1,1,1,1
109907,ITASCA ISD,12,686,9.5,39.4,46.6,0.6,0.9,0,3.1,66.2,8.3,0,1,0,1,1,8,1,1,1,1,57,54,0,117,0,0,0,1,26,1,1,13,1,189,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,230,3,10,1.2413,1.3620,0.5035,4.0161,1.9637,0,0.7553,0,2.6087,0.5959,1.0916,0.7246,0,1,0.1403,3.5088,0.8460,0.7153,0,0,1,0,1.0526,0.2538,1.7167,0,0,1,0,5.2632,0,1.0730,0,0,1,0
109908,MALONE ISD,12,103,10.7,44.7,42.7,0,0,0,1.9,92.2,11.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.5423,4.2735,0.5423,4.2735,1,1,1,1,4.6729,0,1.1710,1,1,1,0,4.6729,0,1.1710,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109910,MOUNT CALM ISD,12,182,4.4,24.2,67,0,0,0,4.4,70.9,14.8,0,0,0,0,0,1,1,1,15,0,1,1,0,1,0,0,1,6,6,0,0,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0.4701,13.5135,1.2445,2.3847,0.7052,3.3784,1,1,7.5758,1.3774,0.4975,1,1,1,0,1.3369,0.2431,1.3169,1,1,1,0,11.3636,0,0.7463,1,1,1,0,1,1,1,1,1,1,1
109911,WHITNEY ISD,12,1527,4.1,18.2,74.1,0.5,0.3,0,2.8,62.3,12.1,0,1,0,1,0,38,16,1,43,0,59,57,0,294,0,0,13,17,118,5,5,1,61,349,1,1,0,0,1,0,21,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,431,61,40,1.2998,2.2627,1.6051,2.3032,0.0401,2.6860,2.6752,0,3.3388,0.7267,0.9206,0,0,1,1.7401,6.3974,0.0901,0.9513,0,0,1,0.5855,0.6098,0,1.2821,0,0,1,0.8929,8.1301,0,0.4498,0,0,1,11.9048
109912,AQUILLA ISD,12,281,2.1,16.7,80.1,0.7,0,0,0.4,47.7,6,0,0,0,0,1,1,1,1,14,0,0,11,0,28,0,0,0,5,1,0,0,1,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,2,1.5589,0.4274,2.0964,5.2083,1.0482,0,1,1,0,1.6889,0.8963,0,1,1,0,2.9762,0.3743,1.0924,0,1,1,0,0,2.9940,0.6242,0,1,1,0,1,1,1,1,1,1,1
109913,BLUM ISD,12,356,1.1,13.8,82.9,0.3,0,0,2,61,14.9,0,0,0,0,0,0,0,0,0,0,1,1,0,43,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1.4208,0.1491,1,1,1,1,1,1,2.0202,0.1610,1.1527,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109914,PENELOPE ISD,12,197,1,23.9,73.1,0.5,0,0,1.5,77.2,12.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1.2953,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.3680,0,1,1,0
110901,ANTON ISD,17,248,4,70.2,23.8,0,0,0,2,76.2,6.9,0,0,0,0,1,0,0,1,1,0,1,11,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0.1009,1.1148,0.6562,7.2464,1.3123,0,1,1,1.9231,1.2053,0.3232,1,1,1,0,0,0.7123,2.1008,1,1,1,0,0,1.4245,0,1,1,1,0,1,1,1,1,1,1,1
110902,LEVELLAND ISD,17,3089,4.5,67,27,0.3,0.3,0.1,0.8,65.2,13.3,0,0,1,1,93,33,182,219,1,1,1,461,0,144,0,1,48,365,242,0,1,108,519,588,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,608,403,128,1.4833,2.9927,1.9752,6.8098,1.2941,2.8195,0.7669,3.7594,0.0365,1.1317,0.8772,0.5482,0,0,0.2056,10.0358,0.8111,0.0092,0,0,0,0.3102,0.1736,1.0844,0.9549,0,0,0,0.9766,0,0.7463,1.8519,0,0,0,0
110905,ROPES ISD,17,314,0.6,38.9,57.3,0.6,0.3,0,2.2,45.2,8,0,0,0,0,1,1,0,1,0,0,1,36,0,29,0,0,1,0,6,0,0,1,1,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,3,2.1133,1.1194,2.2124,0,0.7375,4.1667,1,1,2.4876,1.3813,0.7554,0,0,1,0.6784,0,2.5707,0,0,0,1,0,55.5556,0.8569,0.5817,0,0,1,0,1,1,1,1,1,1,1
110906,SMYER ISD,17,413,1.5,49.4,46,0.7,0,0,2.4,58.1,12.6,0,0,0,0,5,0,0,8,0,0,1,22,0,1,0,0,5,1,8,0,0,5,1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,5,1.5146,2.5397,0.2151,0.9921,1.7212,7.9365,1,1,2.6667,1.7814,0.0870,0,1,1,1.6667,0,2.0243,0,0,1,1,0,0,2.0243,0,0,1,1,0,1,1,1,1,1,1,1
110907,SUNDOWN ISD,17,673,0.4,62.7,35.2,0.7,0,0,0.9,27.5,7.1,0,0,0,0,1,1,0,1,1,0,0,44,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,2,1.5020,0,0,0,0,0,1,1,0,1.5256,0.0618,0,1,1,2.4155,0,0.7974,1.4205,0,1,1,0,0,0.7974,1.4205,0,1,1,0,1,1,1,1,1,1,1
110908,WHITHARRAL ISD,17,174,0,31,65.5,1.1,0,0,2.3,38.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111901,GRANBURY ISD,11,6625,0.7,22.4,74.1,0.8,0.5,0,1.5,48,12.1,0,0,0,1,25,80,10,88,374,38,19,398,1,1343,0,0,21,166,461,0,1,75,358,1315,1,1,8,0,11,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1845,491,108,1.4849,2.0650,1.5190,2.7941,1.4468,1.6070,2.0833,0,1.4712,0.9630,0.9823,2.5745,0.1084,1,1.6260,2.9095,0.8001,1.0279,2.0367,0,1,1.4936,1.3228,1.0334,0.9997,1.1574,0,1,0.6173,0,0,1.3495,0,0,1,0
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1,0,0,0,0,0,0,0,0,11,0,0,5,0,24,0,0,0,1,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,1.0222,0.4857,0.1797,1.2804,1,1,1,1,0,1.5964,0.9579,1,1,1,0,0,0,1.1574,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,5,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,8.1301,23.8095,10.1626,0,0,0,1,1,27.7778,5.2910,0.3655,0,1,1,0,0,7.9365,0.5482,0,1,1,0,0,0,1.0965,0,1,1,0,1,1,1,1,1,1,1
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8,0,0,1,1,23,30,43,56,75,1,273,204,0,520,0,0,13,49,122,0,1,55,142,761,1,1,0,0,5,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1030,179,56,1.2014,1.4806,1.2899,3.4218,1.5970,2.9018,0.8130,0,2.3665,0.7588,0.8660,0.2427,0.1214,1,0.9405,2.1449,1.1987,0.7187,0,0,1,0.8729,0.1594,1.5736,0.9189,0,2.2321,1,0.5580,0,1.9157,0.8576,0,0,1,0
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,9,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,16.2393,35.7143,1.7094,0,1.7094,7.9365,0,7.9365,0,6.9444,0.5624,0,0,0,0,0,0,1.1249,0,0,0,0,0,0,1.1249,0,0,0,0,0,0,1.1249,0,0,0,0
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0.0482,5.3419,1,1,1.5408,8.5470,1,1,0,0.1347,1.3317,0,1,1,0.7102,1,1,1,1,1,1,1,0,0,1.4205,0,1,1,0,1,1,1,1,1,1,1
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.6892,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.3004,1,1,1,0,1,1,1,1,1,1,1
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6,0,0,0,0,1,1,0,1,1,0,1,1,0,54,0,0,1,1,16,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,2,1.1425,2.9762,0.6954,5.2083,0.6954,5.2083,1,1,0.4826,0.0433,1.8402,0,0,1,0,0,1.2136,0.9542,0,0,1,0,0,1.2136,0.9542,0,0,1,0,1,1,1,1,1,1,1
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.1375,0.6684,1,1,1,1,1,1,0,0.3836,1.1622,0,1,1,4.7847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1.5734,2.7871,1,1,0,0,1,1,0,0,1.2270,1,1,0,0,1,1,1,1,1,1,1,0,0,1.2270,1,1,0,0,1,1,1,1,1,1,1
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4,0,1,0,0,14,1,135,15,1,0,69,1,0,22,0,0,17,22,1,1,0,70,158,91,55,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93,153,72,1.1391,0.1034,1.2022,1.3826,1.1318,2.2703,1,1,1.4268,0.0379,1.4337,0,0,1,0.5974,1.6968,0.3452,0.0396,0,0.8170,1,0.3631,1.4690,0.6847,0.0842,3.4722,0,1,0.7716,1,1,1,1,1,1,1
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7,0,0,0,0,0,1,1,0,1,1,125,46,0,204,0,0,1,1,70,0,0,1,1,311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,2,2,1.3157,1.9142,0.7974,5.1546,0.7974,5.1546,1,1,1.3533,1.2579,0.8742,0.4421,0,0,0.1061,2.0408,0,0.8078,0,0,0,0,2.0408,0,0.8078,0,0,0,0,1,1,1,1,1,1,1
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4,0,0,0,0,0,0,1,1,1,0,1,1,0,24,0,0,0,1,11,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,1.2244,3.2855,0.9183,2.6882,1,1,1,1,0.6173,0.5005,1.0933,1,0,1,0.7407,5.5556,4.5045,0.4100,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6,0,0,0,0,0,0,0,1,1,0,15,1,0,137,0,0,0,1,12,0,0,0,1,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,0,1.0469,0.8117,1.0204,5.2083,1,1,1,1,3.2468,0.0802,1.0202,0,0,1,0.5411,0,6.1728,0.5734,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1,0,0,0,0,0,1,1,1,42,1,1,1,0,98,0,0,0,1,5,0,1,8,53,105,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,101,45,2,1.6118,0.6112,1.8260,0.2743,6.2016,0,1.5504,0,0.0607,0.1269,1.3666,0.9901,1,1,0,0.1363,0.2849,1.3146,2.2222,1,1,0,3.0675,0,0.7042,0,1,1,0,6.1350,0,0,0,1,1,0
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8,0,0,1,0,65,24,70,466,206,1,117,707,1,358,0,0,12,115,207,0,0,78,596,950,6,5,1,0,20,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1212,764,100,1.2022,1.7428,1.1965,1.5360,1.1963,1.2245,0,0,1.6089,0.9393,1.0256,0.4125,0.1375,0.8251,0.9686,1.5271,0.9822,0.9362,0.6545,0,1.3089,1.1382,1.0000,1.0467,0.8333,0,0,0,2.1739,0,1.6103,0,0,0,0,0
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7,0,0,0,0,1,1,1,1,31,1,8,45,0,114,0,0,1,6,16,0,0,1,20,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,33,3,1.4201,1.3525,1.7316,2.5974,0.9524,4.7619,1,1,15.7791,0.8321,1.0394,0.9862,0,0,0.3698,10.1010,0.0947,1.4474,0,0,0,0,111.1111,1.0417,0.5136,0,0,0,0,1,1,1,1,1,1,1
