DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total IN SCHOOL SUSPENSIONS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average
108807,IDEA PUBLIC SCHOOLS,01,15535,1.2,95,2.5,0.1,1,0,0.2,86.5,4.4,146,0.9185,1.0897,0.5708,1.0310,0.2740,0,0.6849,1,0
108808,VANGUARD ACADEMY,01,2112,0.5,96.2,3,0,0.1,0,0,82.5,3,0,1,1,1,1,1,1,1,1,1
108809,EXCELLENCE IN LEADERSHIP ACADEMY,01,133,1.5,97.7,0.8,0,0,0,0,84.2,5.3,0,1,1,1,1,1,1,1,1,1
108902,DONNA ISD,01,15356,0.1,99.6,0.2,0,0,0,0,97.3,6.5,8059,1.0178,1.5177,0.7445,0.9987,2.2956,1,1,1,1
108903,EDCOUCH-ELSA ISD,01,5187,0.1,99.4,0.5,0,0,0.1,0,99.2,7.2,2341,1.0059,1.1984,0.4272,1.0013,0.6835,1,1,0.4272,1
108904,EDINBURG CISD,01,34002,0.2,98.1,1,0,0.6,0,0.1,85.3,6.5,17213,1.1138,1.6338,1.4814,1.0075,0.8191,1,0.0097,1,0.0581
108905,HIDALGO ISD,01,3242,0.1,99.8,0,0,0.1,0,0,89.9,5,2,651.2792,1100.0000,500.0000,0.5010,1,1,0,1,1
108906,MCALLEN ISD,01,25108,0.4,93.2,4.5,0.1,1.4,0,0.3,67.3,7.6,6497,1.0516,1.3691,0.8850,1.0280,0.7183,0.7696,0.2199,1,0.7183
108907,MERCEDES ISD,01,5747,0.1,98.6,0.8,0.1,0.1,0,0.2,94.7,5.7,2695,1.0352,1.1262,0,1.0134,0.0464,0.3711,0,1,0
108908,MISSION CISD,01,15344,0.1,98.8,0.9,0,0.1,0,0,83.9,7.5,4322,1.1020,1.9034,0.2314,1.0117,0.0257,1,0,1,1
108909,PHARR-SAN JUAN-ALAMO ISD,01,31980,0.1,98.9,0.8,0,0.2,0,0,89.2,6,2830,1.0747,1.4134,0.3534,0.9993,1.1042,1,1.0601,1,1
108910,PROGRESO ISD,01,2134,0,99.3,0.6,0,0,0,0,99.5,5.1,2,0.5025,333.3333,1,0.5035,0,1,1,1,1
108911,SHARYLAND ISD,01,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,5.9,3605,1.2855,1.0249,0.0555,1.0575,0.4246,1,0.1639,1,0.1387
108912,LA JOYA ISD,01,29645,0,99.6,0.2,0.1,0,0,0,94.9,6.5,7874,1.0317,1.2993,1,1.0024,0.6985,0.1270,1,1,1
108913,WESLACO ISD,01,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,7.9,2628,1.1144,2.0134,0,1.0165,0.0293,0.1903,0,1,1
108914,LA VILLA ISD,01,636,0,99.7,0.3,0,0,0,0,91.5,6.1,62,0.0176,1.5865,1,1.0030,0,1,1,1,1
108915,MONTE ALTO ISD,01,1018,0.2,98.9,0.9,0,0,0,0,92.7,5.4,3,83.4232,129.6296,166.6667,0.3370,37.0370,1,1,1,1
108916,VALLEY VIEW ISD,01,4620,0,99.8,0.2,0,0,0,0,92.4,5.8,2,612.0130,663.7931,1,0.5010,250.0000,1,1,1,1
109901,ABBOTT ISD,12,269,0.4,10,87.4,0,0.4,0,1.9,26,9.7,2,11.5385,30.9278,0,0,0.5721,1,125.0000,1,0
109902,BYNUM ISD,12,201,4,24.4,67.7,0.5,0.5,0,3,56.2,13.9,33,1.5098,2.8341,0.7576,1.2419,0.9400,6.0606,0,1,0
109903,COVINGTON ISD,12,270,0.4,8.5,88.9,1.1,0,0,1.1,51.1,15.2,216,1.4587,1.9189,0,0.0545,1.1092,0.4209,1,1,0.4209
109904,HILLSBORO ISD,12,2003,14,59,23.8,0.3,0.7,0,2.2,74.6,11,638,1.1829,1.2824,2.5638,0.7226,0.6322,0,0,1,2.9211
109905,HUBBARD ISD,12,403,21.8,11.9,63.3,0,0.2,0,2.7,71.7,8.4,75,1.3389,2.0635,2.1407,0.1120,0.7794,1,0,1,0.4938
109907,ITASCA ISD,12,686,9.5,39.4,46.6,0.6,0.9,0,3.1,66.2,8.3,230,1.2413,1.3620,2.6087,0.5959,1.0916,0.7246,0,1,0.1403
109908,MALONE ISD,12,103,10.7,44.7,42.7,0,0,0,1.9,92.2,11.7,2,0.5423,4.2735,4.6729,0,1.1710,1,1,1,0
109910,MOUNT CALM ISD,12,182,4.4,24.2,67,0,0,0,4.4,70.9,14.8,3,0.4701,13.5135,7.5758,1.3774,0.4975,1,1,1,0
109911,WHITNEY ISD,12,1527,4.1,18.2,74.1,0.5,0.3,0,2.8,62.3,12.1,431,1.2998,2.2627,3.3388,0.7267,0.9206,0,0,1,1.7401
109912,AQUILLA ISD,12,281,2.1,16.7,80.1,0.7,0,0,0.4,47.7,6,39,1.5589,0.4274,0,1.6889,0.8963,0,1,1,0
109913,BLUM ISD,12,356,1.1,13.8,82.9,0.3,0,0,2,61,14.9,45,1.4208,0.1491,2.0202,0.1610,1.1527,0,1,1,0
109914,PENELOPE ISD,12,197,1,23.9,73.1,0.5,0,0,1.5,77.2,12.7,0,1,1,1,1,1,1,1,1,1
110901,ANTON ISD,17,248,4,70.2,23.8,0,0,0,2,76.2,6.9,13,0.1009,1.1148,1.9231,1.2053,0.3232,1,1,1,0
110902,LEVELLAND ISD,17,3089,4.5,67,27,0.3,0.3,0.1,0.8,65.2,13.3,608,1.4833,2.9927,0.0365,1.1317,0.8772,0.5482,0,0,0.2056
110905,ROPES ISD,17,314,0.6,38.9,57.3,0.6,0.3,0,2.2,45.2,8,67,2.1133,1.1194,2.4876,1.3813,0.7554,0,0,1,0.6784
110906,SMYER ISD,17,413,1.5,49.4,46,0.7,0,0,2.4,58.1,12.6,25,1.5146,2.5397,2.6667,1.7814,0.0870,0,1,1,1.6667
110907,SUNDOWN ISD,17,673,0.4,62.7,35.2,0.7,0,0,0.9,27.5,7.1,46,1.5020,0,0,1.5256,0.0618,0,1,1,2.4155
110908,WHITHARRAL ISD,17,174,0,31,65.5,1.1,0,0,2.3,38.5,4.6,0,1,1,1,1,1,1,1,1,1
111901,GRANBURY ISD,11,6625,0.7,22.4,74.1,0.8,0.5,0,1.5,48,12.1,1845,1.4849,2.0650,1.4712,0.9630,0.9823,2.5745,0.1084,1,1.6260
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1,29,1.0222,0.4857,0,1.5964,0.9579,1,1,1,0
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7,3,8.1301,23.8095,27.7778,5.2910,0.3655,0,1,1,0
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8,1030,1.2014,1.4806,2.3665,0.7588,0.8660,0.2427,0.1214,1,0.9405
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6,2,16.2393,35.7143,0,6.9444,0.5624,0,0,0,0
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7,32,0.0482,5.3419,0,0.1347,1.3317,0,1,1,0.7102
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1,0,1,1,1,1,1,1,1,1,1
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6,56,1.1425,2.9762,0.4826,0.0433,1.8402,0,0,1,0
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6,11,0.1375,0.6684,0,0.3836,1.1622,0,1,1,4.7847
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8,26,1.5734,2.7871,0,0,1.2270,1,1,0,0
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4,93,1.1391,0.1034,1.4268,0.0379,1.4337,0,0,1,0.5974
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7,377,1.3157,1.9142,1.3533,1.2579,0.8742,0.4421,0,0,0.1061
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4,27,1.2244,3.2855,0.6173,0.5005,1.0933,1,0,1,0.7407
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6,154,1.0469,0.8117,3.2468,0.0802,1.0202,0,0,1,0.5411
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1,101,1.6118,0.6112,0.0607,0.1269,1.3666,0.9901,1,1,0
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8,1212,1.2022,1.7428,1.6089,0.9393,1.0256,0.4125,0.1375,0.8251,0.9686
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7,169,1.4201,1.3525,15.7791,0.8321,1.0394,0.9862,0,0,0.3698
114904,FORSAN ISD,18,709,1.1,26.1,69.3,0.3,1,0,2.3,27.1,5.8,85,1.4326,2.4341,1.0695,1.0818,1.0016,0,0,1,0.5115
115901,FT HANCOCK ISD,19,476,0,97.9,1.9,0,0,0,0.2,93.1,7.1,2,0.5371,7.0423,1,0.5107,26.3158,1,1,1,0
115902,SIERRA BLANCA ISD,19,124,0,70.2,27.4,0.8,0.8,0,0.8,64.5,12.1,0,1,1,1,1,1,1,1,1,1
115903,DELL CITY ISD,19,71,2.8,57.7,38,0,0,0,1.4,87.3,15.5,0,1,1,1,1,1,1,1,1,1
116801,PHOENIX CHARTER SCHOOL,10,658,16.7,33.6,43.5,1.4,1.1,0,3.8,69.9,10.8,0,1,1,1,1,1,1,1,1,1
116901,CADDO MILLS ISD,10,1546,1.6,14.7,79.6,1,0.2,0,3,36.9,8.2,247,1.6567,2.0737,0.2530,0.8813,1.0834,0,0,1,0.1350
116902,CELESTE ISD,10,451,2,10.9,84.5,0.4,0,0,2.2,46.8,12.9,64,1.7361,1.0901,0,0.1433,1.1280,3.9062,1,1,0.7102
116903,COMMERCE ISD,10,1503,17.8,21.7,53.2,0.7,2.2,0.6,3.9,66.8,10.2,220,1.2112,2.7184,1.5832,0.6494,1.0338,0,0,0,0.6993
116905,GREENVILLE ISD,10,4788,17.9,37.4,39.9,0.9,0.8,0.1,2.9,69,9.8,1210,1.3008,2.4625,2.2808,0.6828,0.8389,0.0918,0,0,0.0285
116906,LONE OAK ISD,10,964,1.9,9.2,85.2,0.9,0.7,0,2.1,41.8,11.7,146,1.6058,2.9856,0.3605,1.1167,1.0370,0.7610,0,1,0
116908,QUINLAN ISD,10,2587,0.7,21.2,75.3,0.6,0.6,0,1.5,69.1,10.9,1272,1.1468,1.3415,0.1123,0.8047,1.0691,0.9172,0.1310,1,1.1530
116909,WOLFE CITY ISD,10,610,5.1,13,79.5,1.6,0.3,0,0.5,51.1,12.5,10,0.1957,0.8000,0,0,1.2579,0,0,1,0
116910,CAMPBELL ISD,10,356,1.7,16,80.6,0.6,0.6,0,0.6,64,8.7,17,0.0919,4.0568,3.4602,0,1.0947,9.8039,0,1,0
116915,BLAND ISD,10,599,1.7,32.1,61.9,0.7,0,0.2,3.5,52.4,9.3,113,1.2160,2.0934,0.5206,0.8822,1.1294,0,1,0,0.2528
116916,BOLES ISD,10,520,2.3,11.7,81.3,0.6,1,0.2,2.9,50,10,133,1.2782,1.1278,0.3269,0.5141,1.1375,0,0,0,0.2593
117901,BORGER ISD,16,2791,3.3,43,48.5,1.1,0.5,0.1,3.5,53.5,9.9,448,1.1682,1.6910,2.9085,0.9240,0.9113,1.6234,0,0,1.3393
117903,SANFORD-FRITCH ISD,16,836,0.4,9.9,84.6,1.1,0.1,0,3.9,41,12,225,1.4092,1.6296,0,0.5836,1.1032,0.4040,0,1,0.1140
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,0.5,20.8,74.6,1.9,0.2,0,2,42.4,10.5,43,1.6455,3.7652,0,1.3417,0.9664,0,0,1,0
117907,SPRING CREEK ISD,16,100,1,27,68,3,1,0,0,58,3,2,0.8621,16.6667,0,1.8519,0.7353,0,0,1,1
118902,IRION COUNTY ISD,15,322,2.5,30.1,65.8,0.6,0,0.3,0.6,35.7,7.1,55,1.9353,4.6095,0.7273,0.0604,1.4092,0,1,6.0606,3.0303
119901,BRYSON ISD,09,246,0,13.4,85.8,0,0,0,0.8,49.6,13.4,19,1.1672,1.9639,1,0,1.1655,1,1,1,0
119902,JACKSBORO ISD,09,990,1.6,28.2,66.2,0.4,0.3,0,3.3,51.6,9.4,201,1.3884,1.8524,2.7985,0.6704,1.0972,0,0,1,1.2061
119903,PERRIN-WHITT CISD,09,327,0,18.7,79.5,0.6,0.3,0,0.9,53.5,9.8,2,35.5140,30.6122,1,2.6738,0.6289,0,0,1,0
120901,EDNA ISD,03,1558,16.5,42.6,39.8,0.3,0.2,0.3,0.3,61.3,10.2,634,1.7497,2.8298,2.6862,1.2996,0.0040,0.5258,0,0,0
120902,GANADO ISD,03,746,1.7,52.8,44.1,0.1,0.3,0,0.9,52.8,8.6,154,1.0577,1.5101,0.3820,1.0208,1.0160,0,0,1,0.7215
120905,INDUSTRIAL ISD,03,1204,1.1,28.3,69.8,0.2,0.2,0,0.4,30.5,8,324,1.5786,1.3889,0.2806,1.1888,0.9330,1.5432,1.5432,1,0
121902,BROOKELAND ISD,05,417,4.8,5.3,87.8,0,0,0,2.2,57.1,10.3,116,1.1776,1.0044,1.4368,1.1386,0.9426,1,1,1,1.9592
121903,BUNA ISD,05,1527,4,3.1,90,1.2,0.3,0,1.4,43.4,8.8,521,1.5390,2.0066,1.2476,1.1764,1.0109,0.1599,0,1,0.1371
121904,JASPER ISD,05,2616,40.1,16.1,40.2,0.3,0.5,0.6,2.2,76.3,10.6,2698,1.1668,1.5560,1.6388,0.2417,0.6675,1.4826,0,0,1.4152
121905,KIRBYVILLE CISD,05,1427,10.7,7.4,77.8,0.4,0.4,0,3.4,58.2,8.5,408,1.4024,1.3841,2.4281,0.0331,0.8569,0.6127,0,1,2.0185
121906,EVADALE ISD,05,472,0.2,1.9,95.1,0,0,0,2.8,34.5,7.8,88,1.7457,3.3508,5.6818,0.5981,0.9320,1,1,1,3.2468
122901,FT DAVIS ISD,18,239,0,57.7,41.4,0,0,0,0.8,45.2,8.8,19,0.1164,2.9904,1,1.2770,0.6356,1,1,1,0
122902,VALENTINE ISD,18,31,0,64.5,25.8,3.2,3.2,0,3.2,87.1,0,2,0.5741,1,1,0.7752,1.9380,0,0,1,0
123803,TEKOA ACADEMY OF ACCELERATED STUDI,05,405,86.4,7.9,4.7,0,0,0,1,85.9,4.4,0,1,1,1,1,1,1,1,1,1
123805,EHRHART SCHOOL,05,274,42.7,42.3,10.6,0.4,0,0,4,88,4.4,0,1,1,1,1,1,1,1,1,1
123807,BOB HOPE SCHOOL,05,246,3.7,93.5,2.8,0,0,0,0,92.7,4.1,0,1,1,1,1,1,1,1,1,1
123905,NEDERLAND ISD,05,5019,7.3,20.1,63.8,0.5,6.5,0,1.7,44.3,10.3,1609,1.5418,2.0817,3.5502,0.7081,0.8982,0.6215,0.1625,1,0.6946
123907,PORT ARTHUR ISD,05,8982,44.9,45.2,2.7,2,4.5,0.1,0.6,88,7.3,1375,0.9636,1.4446,1.6748,0.4875,0.8081,0.2182,0.0162,0,0.1212
123908,PORT NECHES-GROVES ISD,05,4847,2.6,18.4,70.6,0.6,5.6,0,2.2,40.3,8.6,1024,1.3691,2.0326,1.5775,0.9023,1.0637,2.9297,0.2267,1,0.5327
123910,BEAUMONT ISD,05,19832,60.6,21.2,12.9,0.2,2.9,0.1,2.2,73.7,7.9,15974,1.1498,1.2005,1.3440,0.5853,0.3373,0.0313,0.1295,0.0626,0.6402
123913,SABINE PASS ISD,05,381,20.2,33.1,40.4,1,2.4,0,2.9,58,2.9,19,0.8167,1.8149,2.3450,0.1590,1.0422,0,0,1,1.8149
123914,HAMSHIRE-FANNETT ISD,05,1729,4.1,15.4,77.6,0.9,1.3,0.1,0.6,35.3,6.7,119,2.0711,1.5051,0.2050,0.8731,1.0937,0.9337,0,0,0
124901,JIM HOGG COUNTY ISD,01,1097,0.5,96.3,2.8,0.3,0.2,0,0,79.7,7.4,0,1,1,1,1,1,1,1,1,1
125901,ALICE ISD,02,5406,0.4,94.1,4.8,0.1,0.4,0,0.2,76.6,8.6,2516,1.1145,0.9613,1.4905,1.0298,0.4968,0.3975,0.0994,1,0.1987
125902,BEN BOLT-PALITO BLANCO ISD,02,604,0.2,88.9,9.6,1.2,0,0,0.2,74.8,9.8,2,24.0642,5.1020,0,0.5624,5.2083,0,1,1,0
125903,ORANGE GROVE ISD,02,1894,0,59.6,39.1,0.1,0.5,0.1,0.6,56,9.6,330,1.9913,3.4091,1,1.6677,0.0078,0,0,0,0.5051
125905,PREMONT ISD,02,550,0.2,96.4,3.5,0,0,0,0,78.7,9.8,328,1.0382,1.6177,0,1.0057,0.8711,1,1,1,1
125906,LA GLORIA ISD,02,120,1.7,91.7,3.3,0,2.5,0,0.8,46.7,5,2,1.0707,0,0,0.5453,0,1,20.0000,1,0
126901,ALVARADO ISD,11,3458,2.6,31.9,61.8,0.9,0.3,0,2.4,59.9,6.9,1398,1.2276,2.0112,1.5957,0.9844,0.9908,0.0795,0,1,1.2816
126902,BURLESON ISD,11,10711,5.1,18.6,72.3,0.7,0.7,0.2,2.4,33.8,8.6,2539,1.6022,2.4364,2.5176,0.9804,0.9032,0.9002,0.0563,0.1969,1.2144
126903,CLEBURNE ISD,11,6566,4,42.7,48.8,0.4,0.3,1.3,2.5,66,8.7,1605,1.2244,1.7617,1.9470,1.0871,0.8848,0.1558,0.2077,0.0479,0.9720
126904,GRANDVIEW ISD,11,1096,2.5,15.2,78.6,1.1,0.5,0.4,1.6,32.2,8.4,102,2.1922,2.1008,0.3922,1.1610,1.0228,0.8913,0,0,0
126905,JOSHUA ISD,11,4989,1.1,22.6,72.9,0.6,0.6,0,2.2,48.9,6.9,775,1.2349,0.9350,1.6422,1.0677,0.9558,2.3656,1.2903,1,0.9971
126906,KEENE ISD,11,895,3.2,36.5,38.7,0.4,0.7,17.5,2.9,80,7.9,469,1.0821,1.0526,0.0666,0.9171,1.4215,0,0,0.6336,0.0735
126907,RIO VISTA ISD,11,775,0.1,16.4,80.3,0.6,0.1,0,2.5,47.6,11,297,1.5915,0.7958,0,0.0205,1.2328,0.5612,0,1,0.1347
126908,VENUS ISD,11,1928,2.6,49.9,43.7,1.2,1,0.1,1.3,70.4,6.3,420,1.0687,3.9305,1.3736,0.7348,1.2095,1.7857,3.0952,0,1.2821
126911,GODLEY ISD,11,1727,1.2,20.5,73.2,2.4,0.3,0.1,2.3,53.9,9.8,1068,1.2351,1.6911,2.0287,0.8952,1.0463,0.0390,0.3121,0,1.0585
127901,ANSON ISD,14,722,1.4,50.7,45.2,0.1,0.8,0,1.8,66.6,9.8,30,1.9520,4.0816,2.3810,0.0657,2.0649,0,0,1,0
127903,HAMLIN ISD,14,469,4.7,38.2,53.3,0,1.3,0,2.6,59.9,10.2,84,1.2123,1.2838,2.7862,0.8726,0.8487,1,0,1,3.2051
127904,HAWLEY ISD,14,701,0.4,15.7,82.7,0,0,0,1.1,50.8,9.1,10,0.1969,0,0,0,1.2092,1,1,1,0
127905,LUEDERS-AVOCA ISD,14,125,4,18.4,66.4,0.8,0,0,10.4,76.8,11.2,2,0.6510,4.4643,0,0,0.7530,0,1,1,4.8077
127906,STAMFORD ISD,14,680,9.6,48.1,38.2,0.3,0.6,0,3.2,71.9,9,150,1.2703,1.9259,1.3194,1.0949,0.6981,0,0,1,2.5000
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6,344,1.1921,1.5887,0.1530,1.2227,0.5111,0,0,0,0.4845
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6,231,1.1367,1.0210,0.1396,1.0835,0.7030,0.6184,0,1,0.5411
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8,3,20.6271,30.6122,55.5556,0.3788,3.0303,1,0,1,1
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7,2,0,0,0,2.6316,0.6305,1,0,1,0
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8,288,1.7026,2.7600,2.4200,0.8224,0.8835,0,0.4340,1,0.1653
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8,2683,1.6731,1.4765,2.1273,0.8776,0.8535,1.0560,0.0248,0.3727,1.5207
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3,1453,1.1655,1.3247,1.9432,0.7669,1.1336,0.1147,0.0983,1,0.7969
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7,700,1.1246,1.5621,1.0286,0.7953,1.0566,0.8929,0,1,0.9740
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1,543,1.4558,2.3880,0.0969,0.7053,1.0464,0.3683,0,1,1.8928
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1,1452,1.1567,1.6272,1.7030,0.6525,0.9846,0.1377,0.0689,1,1.0904
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1,194,1.3612,1.3780,4.3966,0.8314,0.9126,0,0,0,0
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4,0,1,1,1,1,1,1,1,1,1
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2,532,2.5944,2.5324,8.9286,1.5586,0.7221,3.2895,0,0,1.2163
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7,222,1.2300,3.6686,1.1261,1.1160,0.8753,0,0,1,0.3003
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7,8,1.4144,0,0,1.1236,0,1,1,1,0
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8,7,0.3598,1.2107,9.5238,0.5879,0.9614,1,1,1,1
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6,147,1.2222,1.0741,0.4859,0.8856,1.1831,0,1,1,0.4002
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5,0,1,1,1,1,1,1,1,1,1
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6,1160,1.2429,2.7168,1.8149,1.1444,0.8232,0.2874,0.0718,0.4310,2.0594
133904,INGRAM ISD,20,1005,0.8,42.8,52.7,0.3,0.8,0.1,2.5,68.6,7.9,154,1.0128,1.7261,0.8117,0.5917,1.3800,2.1645,0,0,0.2597
133905,DIVIDE ISD,20,13,0,53.8,46.2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
134901,JUNCTION ISD,15,665,0.2,40.5,57.4,0,0.6,0,1.4,60.8,9.8,41,1.6849,1.2444,0,0.0602,1.6147,1,4.0650,1,1.7422
135001,GUTHRIE CSD,17,106,0,13.2,86.8,0,0,0,0,21.7,4.7,1,0,0,1,0,1.1521,1,1,1,1
136901,BRACKETT ISD,20,640,0.8,68.1,30,0.2,0.2,0,0.8,56.9,9.5,137,1.1674,0.8452,0,1.2112,0.5839,0,0,1,0
137901,KINGSVILLE ISD,02,3423,3.9,85.9,9.1,0.2,0.9,0,0.1,75.4,10.3,1654,1.0183,0.4402,1.6743,1.0867,0.0066,0,0.0672,1,0
137902,RICARDO ISD,02,700,0.1,80.9,18.4,0,0.4,0,0.1,56.1,3.1,93,1.4950,0,10.7527,1.2095,0.0584,1,0,1,0
137903,RIVIERA ISD,02,434,0.2,68.4,28.1,0.5,0.7,0.9,1.2,57.8,5.8,45,1.8070,4.2146,0,1.3970,0.0791,0,0,0,1.8519
137904,SANTA GERTRUDIS ISD,02,588,1.4,76.9,19.4,0,1.4,0,1,37.2,3.2,32,1.5961,4.8828,0,1.0972,0.8054,1,0,1,0
138902,KNOX CITY-O'BRIEN CISD,09,303,7.6,48.8,41.6,0,0,0,2,64.4,15.2,2,0,0,6.5789,1.0246,0,1,1,1,0
138903,MUNDAY CISD,09,383,4.7,54.8,35.8,0,0,0,4.7,64,17.5,34,1.6085,1.8487,0.6258,1.1808,0.8216,1,1,1,0.6258
138904,BENJAMIN ISD,09,95,1.1,36.8,61.1,0,0,0,1.1,73.7,12.6,0,1,1,1,1,1,1,1,1,1
139905,CHISUM ISD,08,897,4.8,7.9,82.6,2.3,0,0,2.3,48.5,10,260,1.2768,1.0385,1.7628,0.2921,1.0710,0.1672,1,1,0.1672
139908,ROXTON ISD,08,172,15.7,13.4,66.3,1.2,0.6,0,2.9,75,12.8,17,0.0784,2.2978,0.3747,0.4390,1.3308,0,0,1,0
139909,PARIS ISD,08,3591,35.2,19.6,38.1,1.1,0.7,0,5.3,78.1,10.3,2733,1.2373,1.5417,1.6746,0.4219,0.7673,0.0333,0.0523,1,0.6559
139911,NORTH LAMAR ISD,08,2883,5.1,7.5,82.1,2.4,0.8,0.2,2,48.2,12.8,734,1.4981,1.3837,2.5111,0.8719,0.9094,0.3974,0,0,2.5204
139912,PRAIRILAND ISD,08,1133,1,6.2,89,0.9,0,0,3,55.3,9.7,170,1.3403,1.8799,0.5882,0.5693,1.0641,0.6536,1,1,0.1961
140901,AMHERST ISD,17,150,4.7,84.7,10.7,0,0,0,0,85.3,12.7,0,1,1,1,1,1,1,1,1,1
140904,LITTLEFIELD ISD,17,1413,6.7,67.2,24.2,0.4,0,0,1.5,73.7,10.5,287,1.2907,2.4888,0.0520,1.2237,0.6911,0.8711,1,1,0.2323
140905,OLTON ISD,17,635,0.6,78.1,20.9,0,0,0,0.3,73.9,10.1,228,1.1573,1.6502,0,1.1849,0.3568,1,1,1,0
140907,SPRINGLAKE-EARTH ISD,17,384,2.6,66.7,30.5,0,0,0,0.3,62.5,10.4,46,1.3913,2.5084,0.8361,1.4341,0.0713,1,1,1,0
140908,SUDAN ISD,17,448,1.8,54.2,42,0,0,0,2,63.4,7.1,114,1.3974,1.6061,0.4873,1.0682,0.9607,1,1,1,0.4386
141901,LAMPASAS ISD,12,3380,2.6,24.2,68,0.6,1.1,0.6,3,51.4,9.7,1134,1.4566,1.2546,1.0175,1.1624,0.9441,0.1470,0.8818,0.1470,1.2934
141902,LOMETA ISD,12,313,1.6,49.5,45.7,0.6,1,0,1.6,76.4,9.6,81,1.1635,3.7294,0,0.9976,1.1076,0,0,1,0
