DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total DAEP PLACEMENTS,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average
234902,CANTON ISD,10,2067,2,10.2,83.6,1.2,0.5,0,2.5,40.4,6.8,14,1.7680,1.0504,3.5714,0.7003,0.9398,5.9524,0,1,0
234903,EDGEWOOD ISD,07,928,5.1,9.1,80.7,0.8,0.2,0,4.2,48.5,12.6,14,1.3255,0.5669,0,0,1.2392,0,0,1,0
234904,GRAND SALINE ISD,07,1086,1.2,25.1,71.9,0.5,0.2,0,1.1,63.6,9,3,0.5241,3.7037,0,1.3280,0.4636,66.6667,0,1,0
234905,MARTINS MILL ISD,07,490,2.4,19.8,75.9,0.4,0.2,0.2,1,45.1,10.8,2,1.1086,0,0,0,0.6588,125.0000,0,0,0
234906,VAN ISD,07,2316,2.5,18.4,75.2,1,0.6,0.1,2.1,54.1,10.1,25,1.7006,1.9802,1.6000,0.2174,1.1170,4.0000,0,0,1.9048
234907,WILLS POINT ISD,10,2457,4.8,20.6,69.5,1.1,0.3,0.1,3.6,67,9.3,50,1.3731,3.4409,3.3333,0.0971,1.1223,1.8182,0,0,0.5556
234909,FRUITVALE ISD,07,404,0.7,9.9,84.2,0.2,0.7,0,4.2,72.8,11.1,3,0,0,0,0,0.3959,166.6667,0,1,7.9365
235901,BLOOMINGTON ISD,03,915,4.4,83.9,9.9,0.1,0,0,1.6,81.9,9.8,2,12.8205,5.1020,0,0.5959,5.0505,0,1,1,0
235902,VICTORIA ISD,03,14484,7.4,63.4,26.8,0.2,0.9,0.1,1.2,62.6,8.9,571,1.4128,1.7710,2.1063,1.1049,0.5162,0.8757,0,1.7513,0.1459
235904,NURSERY ISD,03,106,3.8,45.3,49.1,0,0,0,1.9,52.8,8.5,0,1,1,1,1,1,1,1,1,1
236801,RAVEN SCHOOL,06,78,23.1,39.7,35.9,0,0,0,1.3,100,20.5,0,1,1,1,1,1,1,1,1,1
236901,NEW WAVERLY ISD,06,902,20.1,14.2,60.5,0.9,0,0,4.3,52.7,10.3,11,2.4150,0.8826,0.4523,0.6402,1.2021,0,1,1,2.1142
236902,HUNTSVILLE ISD,06,6467,24.8,30.9,40.9,0.3,1,0,2.1,64.1,8.6,215,1.2118,1.3521,2.1005,0.5569,0.7278,1.5504,0,1,0.2215
237902,HEMPSTEAD ISD,04,1551,25.5,56.5,16,0,0.6,0,1.4,77.7,8.6,28,0.0460,0.4153,0.1401,1.6435,0.2232,1,0,1,0
237904,WALLER ISD,04,5895,10.6,49.4,36.5,0.7,0.4,0.1,2.3,64.3,6.6,80,1.6524,2.4621,0.1179,1.1387,1.1301,0,0,0,0.5435
237905,ROYAL ISD,04,2174,19,69.5,9,0.3,0.1,0,2.1,82.3,8.3,67,1.2695,3.0570,2.4352,0.7302,0.1658,0,0,1,0.7107
238902,MONAHANS-WICKETT-PYOTE ISD,18,2203,4.8,58.2,35.3,0.4,0.5,0.1,0.7,50.7,9.6,2,0.9862,5.2083,0,0.8591,1.4164,0,0,0,0
238904,GRANDFALLS-ROYALTY ISD,18,135,1.5,72.6,25.2,0,0,0,0.7,57,9.6,0,1,1,1,1,1,1,1,1,1
239901,BRENHAM ISD,06,4874,22.4,31.5,42.8,0.1,1.5,0,1.7,55.9,11.6,134,1.7222,2.4447,2.7985,1.1372,0.0174,0,0,1,0.4390
239903,BURTON ISD,06,361,15.8,16.6,65.7,0.3,0,0.3,1.4,49.6,12.7,1,2.0161,7.8740,0,0,1.5221,0,1,0,0
240801,GATEWAY ACADEMY CHARTER DISTRICT,01,408,0.2,99,0.5,0.2,0,0,0,94.4,14,0,1,1,1,1,1,1,1,1,1
240901,LAREDO ISD,01,24915,0.1,99.5,0.4,0,0.1,0,0,97.7,7.7,654,0.0016,1.9858,0,1.0050,0,1,0,1,1
240903,UNITED ISD,01,43422,0.1,98.5,1,0,0.3,0,0.1,73.6,7.4,814,1.2118,2.4072,1.2285,1.0102,0.1229,1,0.4095,1,0
240904,WEBB CISD,01,319,0,93.7,6.3,0,0,0,0,64.3,8.5,1,1.5552,0,1,1.0672,0,1,1,1,1
241901,BOLING ISD,03,1089,10,53,35.4,0,0.4,0,1.3,53.3,7,9,1.4592,0,1.1111,1.4675,0.3139,1,0,1,0
241902,EAST BERNARD ISD,03,952,6.2,28.5,64.4,0.1,0,0,0.8,33.4,5.1,0,1,1,1,1,1,1,1,1,1
241903,EL CAMPO ISD,03,3580,11.7,60.7,26.3,0.1,0.2,0.1,1,65.1,7.4,33,0.0465,0.4095,3.1080,0.7988,0.5761,0,0,0,0
241904,WHARTON ISD,03,2155,28.4,55,15.2,0.1,0.4,0,0.9,81,7.6,76,1.1858,1.2119,1.5289,0.9809,0.0866,0,0,1,1.4620
241906,LOUISE ISD,03,489,3.5,57.1,38.2,0.2,0.2,0,0.8,59.9,4.5,2,0.8347,0,0,0.8757,1.3089,0,0,1,0
242902,SHAMROCK ISD,16,432,7.2,26.6,57.9,2.8,1.6,0,3.9,57.2,10.2,7,0.2498,1.4006,1.9841,0.5371,1.2337,0,0,1,0
242903,WHEELER ISD,16,471,0,62.8,35.7,0.6,0,0,0.8,53.9,10,0,1,1,1,1,1,1,1,1,1
242905,KELTON ISD,16,132,0,29.5,68.2,0,0,0,2.3,54.5,7.6,0,1,1,1,1,1,1,1,1,1
242906,FORT ELLIOTT CISD,16,147,0,6.8,89.8,0.7,0,0,2.7,16.3,13.6,0,1,1,1,1,1,1,1,1,1
243801,BRIGHT IDEAS CHARTER,09,159,3.1,27,61.6,1.9,0.6,0,5.7,61,10.1,0,1,1,1,1,1,1,1,1,1
243901,BURKBURNETT ISD,09,3437,6.8,15.1,70.2,0.8,1.5,0.6,5.1,49.6,9.7,47,1.7159,2.6322,0.3129,0.9863,1.1214,0,0,3.5461,0.4172
243902,ELECTRA ISD,09,439,7.3,20,65.6,0.2,0.7,0,6.2,65.4,10.5,3,5.0968,3.1746,4.5662,1.6667,0.5081,0,0,1,0
243903,IOWA PARK CISD,09,1776,0.6,7.2,87.9,1.5,0.6,0.1,2.1,43.4,9.7,2,19.5853,5.1546,83.3333,0,0.5688,0,0,0,0
243905,WICHITA FALLS ISD,09,14549,14.7,33.6,44,0.9,2.5,0.2,4.2,65.5,12.2,366,1.3307,1.9260,1.9888,1.0734,0.6582,0.3036,0.1093,0,1.2360
243906,CITY VIEW ISD,09,985,8.7,26.7,56.2,1,1.6,0,5.7,64.6,11.7,15,1.8576,2.8490,0.7663,0.2497,1.5421,0,0,1,0
244901,HARROLD ISD,09,120,0.8,38.3,58.3,0.8,0.8,0,0.8,65,15,0,1,1,1,1,1,1,1,1,1
244903,VERNON ISD,09,2101,9.6,41.3,43.9,1.2,1.3,0.1,2.6,71.5,9.6,31,1.4437,3.0242,4.3683,0.0781,1.1022,2.6882,0,0,1.2407
244905,NORTHSIDE ISD,09,174,4.6,26.4,66.1,0.6,0.6,0,1.7,49.4,6.3,0,1,1,1,1,1,1,1,1,1
245901,LASARA ISD,01,487,0,97.3,1.4,0.6,0.2,0.4,0,85,4.5,1,1.1765,0,1,1.0277,0,0,0,0,1
245902,LYFORD CISD,01,1586,0.1,97.2,2.4,0,0.3,0,0.1,84.5,7.7,2,46.7456,45.4545,0,0.5144,20.8333,1,0,1,0
245903,RAYMONDVILLE ISD,01,2154,0.4,98.2,1.1,0.2,0.1,0,0,93.1,6.5,2,0.5371,107.6923,0,0.5092,45.4545,0,0,1,1
245904,SAN PERLITA ISD,01,276,0.4,89.1,9.8,0.4,0.4,0,0,68.8,9.8,1,1.4535,10.2041,0,1.1223,0,0,0,1,1
246801,MERIDIAN WORLD SCHOOL LLC,13,975,4.3,19.3,53.4,0.5,19.4,0.2,2.9,8.4,4,0,1,1,1,1,1,1,1,1,1
246902,FLORENCE ISD,13,981,1.5,40,54.6,0.3,0.6,0.4,2.5,58.3,9.9,3,3.4305,0,22.2222,0.8333,0.6105,0,0,0,0
246904,GEORGETOWN ISD,13,10519,3.6,40.7,52.1,0.3,1.1,0.1,2.2,46.3,8.5,128,1.5524,1.4706,2.3872,1.0749,0.8247,0,0,0,2.1307
246905,GRANGER ISD,13,420,2.4,41.2,54.3,0.2,0,0,1.9,56.9,9.3,0,1,1,1,1,1,1,1,1,1
246906,HUTTO ISD,13,5915,12.3,41.8,40,0.2,0.9,0.2,4.5,45.3,8.4,55,2.0470,1.9481,3.9911,1.1309,0.0455,0,0,0,0.4040
246907,JARRELL ISD,13,1136,3.1,46.2,46.1,0,0.6,0.2,3.8,62.4,8.9,24,1.8697,2.8090,1.3441,1.8038,0.0904,1,0,20.8333,1.0965
246908,LIBERTY HILL ISD,13,2968,1,18.6,77.3,0.4,0.4,0.2,2.2,25.5,7.7,31,3.2891,4.6083,0,0.1734,1.2102,8.0645,0,0,0
246909,ROUND ROCK ISD,13,46535,8.9,30.3,43.4,0.4,12.7,0.2,4.1,29.1,8.2,494,1.9408,2.7155,2.5247,1.3028,0.7929,0.5061,0.0159,0,0.7900
246911,TAYLOR ISD,13,3236,9.8,61.7,25.9,0.2,0.6,0,1.9,65.9,11,133,0,0,0.0767,1.4623,0.3193,0,0,1,0.3957
246912,THRALL ISD,13,652,2.3,27.1,66.6,0.5,0.2,0.2,3.2,39.1,8.6,0,1,1,1,1,1,1,1,1,1
246913,LEANDER ISD,13,35355,3.9,23.9,62.6,0.3,5.5,0.2,3.7,18.9,9.2,456,2.2510,3.0034,3.0927,1.2387,0.8968,0.7310,0.0399,0,0.4742
246914,COUPLAND ISD,13,104,0,26.9,67.3,1.9,1,0,2.9,32.7,4.8,0,1,1,1,1,1,1,1,1,1
247901,FLORESVILLE ISD,20,3802,1.2,64,32.5,0.5,0.3,0,1.3,56.5,10.8,97,1.5510,2.4819,0.8591,1.5142,0.0317,0,0,1,0.7930
247903,LA VERNIA ISD,20,3108,1.1,26.5,69.7,0.5,0.1,0,2,25.3,10,25,2.3715,4.4000,0,0.1509,1.3199,8.0000,0,1,0
247904,POTH ISD,20,850,0.5,48.2,50.6,0.2,0,0,0.5,39.4,8.1,2,1.2690,6.1728,0,1.0373,0.9881,0,1,1,0
247906,STOCKDALE ISD,20,810,0.9,47.3,50.4,0.1,0.1,0,1.2,50.6,13.8,3,0.6588,2.4155,37.0370,0.7047,0.6614,0,0,1,0
248901,KERMIT ISD,18,1437,1.9,76.9,19.6,0.3,0.4,0,0.8,66.6,8.2,29,2.3299,2.5231,1.8149,0.0448,4.7502,0,0,1,0
248902,WINK-LOVING ISD,18,403,2.2,34,61.3,1,0,0,1.5,36.7,7.7,1,2.7248,0,0,0,1.6313,0,1,1,0
249901,ALVORD ISD,11,703,1,12.7,85.1,0,0.1,0,1.1,28.6,8.1,2,1.7483,6.1728,0,3.9370,0.5875,1,0,1,0
249902,BOYD ISD,11,1155,1.1,13.9,81,1.2,0.1,0.4,2.3,53.9,8.2,2,0.9276,6.0976,45.4545,0,0.6173,0,0,0,0
249903,BRIDGEPORT ISD,11,2124,0.6,48.4,48.9,0.5,0.3,0,1.2,52.1,8.1,38,1.6668,4.5484,4.3860,0.0544,1.9374,0,0,1,0
249904,CHICO ISD,11,600,1.7,25,70.8,1,0,0,1.5,53.5,8.3,0,1,1,1,1,1,1,1,1,1
249905,DECATUR ISD,11,2974,1.1,33.2,62.5,0.8,0.8,0.1,1.6,45.3,7.7,43,1.4374,2.1142,0,0.0700,1.5256,2.9070,0,0,0
249906,PARADISE ISD,11,1103,0.7,11.6,85.7,0.5,0.2,0,1.4,31.7,11,5,0.6309,1.8182,0,0,1.1669,0,0,1,0
249908,SLIDELL ISD,11,234,1.3,26.1,72.2,0,0,0,0.4,56,9.8,1,1.7857,0,0,0,1.3850,1,1,1,0
250902,HAWKINS ISD,07,740,10.5,4.6,79.9,0.3,0,0.4,4.3,60.4,10.1,2,0.8278,4.9505,4.7619,0,0.6258,0,1,0,0
250903,MINEOLA ISD,07,1608,7.6,27.2,59.9,0.4,1,0,3.8,61.8,7.2,20,0.0809,6.2500,0.6579,0.1838,1.5025,0,0,1,0
250904,QUITMAN ISD,07,1128,2.1,17,77.2,0.6,0.2,0.1,2.7,59.2,9.7,3,0.5631,3.4364,0,1.9608,0.4318,0,0,0,12.3457
250905,YANTIS ISD,07,370,0.3,22.7,73.2,0.3,0,0,3.5,58.1,5.9,1,1.7212,0,0,0,1.3661,0,1,1,0
250906,ALBA-GOLDEN ISD,07,840,0.5,10.5,87.6,0.1,0.7,0,0.6,53.6,9.6,2,0.9328,5.2083,0,4.7619,0.5708,0,0,1,0
250907,WINNSBORO ISD,07,1497,1.7,15,78.8,0.5,1.1,0.1,2.9,53.4,7.5,2,4.6816,6.6667,29.4118,0,0.6345,0,0,0,0
251901,DENVER CITY ISD,17,1714,0.9,78.3,19.4,0.2,0.2,0,0.9,49.1,5.9,2,6.1100,8.4746,0,0.6386,2.5773,0,0,1,0
251902,PLAINS ISD,17,464,0,62.7,36.9,0,0,0,0.4,65.9,7.8,2,0.7587,0,1,0.7974,1.3550,1,1,1,0
252901,GRAHAM ISD,09,2572,1.2,28.7,67.8,0.5,0.4,0.1,1.2,56.3,9.8,40,2.1314,2.5510,2.0833,0.0871,1.3643,5.0000,0,0,0
252902,NEWCASTLE ISD,09,211,0,13.3,86.7,0,0,0,0,50.7,10.9,0,1,1,1,1,1,1,1,1,1
252903,OLNEY ISD,09,718,2.2,36.2,56.8,0.7,0.6,0,3.5,63.9,12.1,19,1.1531,0.4350,11.9617,0.1454,1.1119,0,0,1,1.5038
253901,ZAPATA COUNTY ISD,01,3596,0,99.1,0.8,0,0.1,0,0,79.2,6.3,51,1.0151,3.7348,1,1.0091,0,1,0,1,1
254901,CRYSTAL CITY ISD,20,2012,0.4,98,1.3,0,0,0,0.2,86.9,8.1,45,0.0256,3.0178,0,1.0204,0,1,1,1,0
254902,LA PRYOR ISD,20,476,0.2,92.9,6.7,0,0,0,0.2,84.7,10.3,30,0.0394,0.3236,0,1.0764,0,1,1,1,0
