DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total DAEP PLACEMENTS,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average
094902,SCHERTZ-CIBOLO-U CITY ISD,20,14056,11.1,38.4,43,0.4,2,0.3,4.8,27.9,8.3,104,2.0678,2.3170,0.0866,1.3772,1.0286,0,0.4808,0,0.2003
094903,NAVARRO ISD,13,1687,1.4,42.9,53.5,0.2,0.5,0.1,1.4,38.8,7.5,16,1.4497,0.8333,0,0.1457,1.6355,0,0,0,4.4643
094904,MARION ISD,13,1338,1.9,36.2,58.7,0.5,0.4,0.1,2.3,41,7.1,26,1.1257,0.5417,10.1215,0.8500,0.8518,0,0,0,0
095901,ABERNATHY ISD,17,765,1.2,57.4,39.6,0.4,0.1,0,1.3,58,9.2,1,1.7241,10.8696,0,1.7422,0,0,0,1,0
095902,COTTON CENTER ISD,17,122,0,59.8,39.3,0,0.8,0,0,77,11.5,1,1.2987,0,1,1.6722,0,1,0,1,1
095903,HALE CENTER ISD,17,673,1.8,68.9,26.9,0.4,0.4,0,1.5,73.7,8.3,1,1.3569,0,0,1.4514,0,0,0,1,0
095904,PETERSBURG ISD,17,279,1.4,79.2,18.6,0,0,0.4,0.4,74.2,7.9,1,1.3477,12.6582,0,1.2626,0,1,1,0,0
095905,PLAINVIEW ISD,17,5523,3.7,77.9,16.5,0.4,0.4,0.1,1,79.3,8.4,54,1.2844,2.8660,0.5005,1.2124,0.1122,0,0,0,1.8519
096904,MEMPHIS ISD,16,509,7.9,56.4,34.2,0.4,0.6,0,0.6,66.4,11.2,2,0.7530,4.4643,6.3291,0,1.4620,0,0,1,0
096905,TURKEY-QUITAQUE ISD,16,196,2,37.2,59.2,0,0,0,1.5,56.1,9.2,0,1,1,1,1,1,1,1,1,1
097902,HAMILTON ISD,12,740,0.8,17,79.6,0.4,0.3,0,1.9,54.2,12.3,7,0.2636,0,0,0,1.2563,0,0,1,0
097903,HICO ISD,12,567,0.4,24.2,75,0.2,0,0,0.4,55.9,8.5,5,0.3578,0,0,0,1.3333,0,1,1,0
098901,GRUVER ISD,16,410,0.2,49.8,48.5,0,0.5,0,1,51,7.8,0,1,1,1,1,1,1,1,1,1
098903,PRINGLE-MORSE CISD,16,120,0,25.8,73.3,0,0,0,0.8,44.2,10,0,1,1,1,1,1,1,1,1,1
098904,SPEARMAN ISD,16,879,0,65.4,33,0.1,0.7,0,0.8,55.9,6.5,0,1,1,1,1,1,1,1,1,1
099902,CHILLICOTHE ISD,09,206,1.5,31.6,61.2,1,0.5,0,4.4,83,12.6,1,1.2048,0,0,0,1.6340,0,0,1,0
099903,QUANAH ISD,09,540,5.9,30.2,57.8,0.2,1.3,0,4.6,77.4,12,1,0,0,0,0,1.7301,0,0,1,0
100903,KOUNTZE ISD,05,1231,13.2,4.6,79.3,0.6,0.6,0.1,1.6,47.2,8.4,2,1.0593,5.9524,3.7879,0,0.6305,0,0,0,0
100904,SILSBEE ISD,05,2736,18.1,6.5,70.8,0.5,0.4,0.1,3.4,54,10.6,122,1.4572,2.4745,2.2643,0.1261,0.7988,1.6393,0,0,0.2411
100905,HARDIN-JEFFERSON ISD,05,2101,9.6,8.4,80.2,0.3,0.3,0,1.2,36.7,7.7,31,1.5821,0.4189,3.3602,0,0.8447,0,0,1,0
100907,LUMBERTON ISD,05,3817,0.3,7.3,89.8,0.5,1,0.1,1.1,29.5,8.3,3,20.3390,4.0161,0,4.5662,0.3712,0,0,0,30.3030
100908,WEST HARDIN COUNTY CISD,05,577,0.2,2.6,94.6,0.9,0,0,1.7,48.5,9.4,8,0.2577,0,0,0,1.0571,0,1,1,0
101801,MEDICAL CENTER CHARTER SCHOOL,04,306,64.7,26.5,2,0.7,5.2,0,1,85.3,2.3,0,1,1,1,1,1,1,1,1,1
101802,SER-NINOS CHARTER SCHOOL,04,1013,0.5,98.8,0.3,0.2,0.1,0,0.1,97.1,4,0,1,1,1,1,1,1,1,1,1
101803,ARISTOI CLASSICAL ACADEMY,04,430,10,26.5,60.5,0,0,0,3,24.7,6,0,1,1,1,1,1,1,1,1,1
101804,GEORGE I SANCHEZ CHARTER,04,648,1.2,98,0.6,0.2,0,0,0,93.7,5.6,0,1,1,1,1,1,1,1,1,1
101805,GIRLS & BOYS PREPARATORY ACADEMY,04,758,74.3,24,0.4,0.7,0.1,0,0.5,98,10.9,0,1,1,1,1,1,1,1,1,1
101806,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,04,1339,0.1,99.7,0.1,0,0,0,0.1,97,7.3,0,1,1,1,1,1,1,1,1,1
101807,UNIVERSITY OF HOUSTON CHARTER SCHO,04,138,24.6,44.9,21.7,0,5.1,0.7,2.9,34.8,8,0,1,1,1,1,1,1,1,1,1
101809,BAY AREA CHARTER INC,04,416,8.2,28.1,60.3,0.7,1.2,0.5,1,35.6,16.1,0,1,1,1,1,1,1,1,1,1
101810,ACADEMY OF ACCELERATED LEARNING IN,04,702,40.2,53.7,0.4,3.8,1.1,0,0.7,97.9,0.6,0,1,1,1,1,1,1,1,1,1
101811,EXCEL ACADEMY,04,429,49.4,40.6,8.2,0,0.7,0,1.2,100,16.3,0,1,1,1,1,1,1,1,1,1
101813,KIPP INC CHARTER,04,9882,36.6,60.9,0.5,0.5,0.9,0.1,0.6,90.7,4.3,0,1,1,1,1,1,1,1,1,1
101814,THE VARNETT PUBLIC SCHOOL,04,1790,49.9,47.7,2.1,0.2,0,0,0.2,99.2,1.7,0,1,1,1,1,1,1,1,1,1
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,04,283,14.8,46.3,1.4,0.4,36,0,1.1,64.7,3.9,0,1,1,1,1,1,1,1,1,1
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,04,521,0,99.8,0.2,0,0,0,0,97.7,5.8,0,1,1,1,1,1,1,1,1,1
101821,HOUSTON HEIGHTS HIGH SCHOOL,04,210,10.5,81,7.1,0.5,0.5,0,0.5,85.2,10,0,1,1,1,1,1,1,1,1,1
101822,JAMIE'S HOUSE CHARTER SCHOOL,04,130,85.4,5.4,0.8,1.5,3.1,0,3.8,67.7,8.5,0,1,1,1,1,1,1,1,1,1
101828,HOUSTON GATEWAY ACADEMY INC,04,1621,1,98,0.7,0,0.1,0,0.2,93.8,3.1,0,1,1,1,1,1,1,1,1,1
101829,HOUSTON HEIGHTS LEARNING ACADEMY I,04,150,41.3,51.3,1.3,0.7,3.3,0,2,99.3,4,0,1,1,1,1,1,1,1,1,1
101833,LA AMISTAD LOVE & LEARNING ACADEMY,04,253,75.9,20.6,0.8,1.2,1.6,0,0,96,61.3,0,1,1,1,1,1,1,1,1,1
101837,CALVIN NELMS CHARTER SCHOOLS,04,284,9.2,53.2,33.1,0.4,2.1,0,2.1,29.9,10.2,0,1,1,1,1,1,1,1,1,1
101838,SOUTHWEST SCHOOL,04,1948,8.7,82.4,7.9,0.2,0.3,0.1,0.4,90.2,6.7,0,1,1,1,1,1,1,1,1,1
101840,TWO DIMENSIONS PREPARATORY ACADEMY,04,552,85,13.4,0.5,0.2,0.4,0,0.5,93.3,2.4,1,0,0,1.1765,0,0,0,0,1,0
101842,COMQUEST ACADEMY,04,79,7.6,39.2,44.3,0,0,0,8.9,48.1,7.6,0,1,1,1,1,1,1,1,1,1
101845,YES PREP PUBLIC SCHOOLS INC,04,7534,12,85,0.8,0.3,1.6,0,0.2,86.8,5.5,0,1,1,1,1,1,1,1,1,1
101846,HARMONY SCIENCE ACADEMY,04,3144,33,40.8,19.9,0.2,5,0.1,1,73.3,4.2,0,1,1,1,1,1,1,1,1,1
101847,BEATRICE MAYES INSTITUTE CHARTER S,04,424,98.3,1.4,0.2,0,0,0,0,75,6.6,0,1,1,1,1,1,1,1,1,1
101848,NORTHWEST PREPARATORY,04,241,86.3,10.8,0.8,0,0.4,0.4,1.2,97.9,12.4,0,1,1,1,1,1,1,1,1,1
101849,ACCELERATED INTERMEDIATE ACADEMY,04,250,44,53.2,1.2,1.2,0.4,0,0,95.2,6,0,1,1,1,1,1,1,1,1,1
101850,ZOE LEARNING ACADEMY,04,457,92.6,6.6,0.2,0,0,0,0.7,97.8,6.6,0,1,1,1,1,1,1,1,1,1
101853,PROMISE COMMUNITY SCHOOL,04,1998,23.2,69.4,3.5,0.1,3.4,0,0.6,97.5,9.9,0,1,1,1,1,1,1,1,1,1
101854,RICHARD MILBURN ACADEMY (SUBURBAN,04,177,34.5,59.3,4,0,0.6,0,1.7,88.1,7.9,0,1,1,1,1,1,1,1,1,1
101855,MEYERPARK ELEMENTARY,04,199,75.4,21.6,3,0,0,0,0,91,5,0,1,1,1,1,1,1,1,1,1
101856,DRAW ACADEMY,04,458,1.3,98.5,0,0,0.2,0,0,100,1.7,0,1,1,1,1,1,1,1,1,1
101858,HARMONY SCHOOL OF EXCELLENCE,04,3976,18.4,40.5,30.1,0.3,8.7,0.1,1.9,47.3,4,0,1,1,1,1,1,1,1,1,1
101859,STEPPING STONES CHARTER EL,04,307,30.6,57,2.9,1,7.8,0,0.7,85,9.8,0,1,1,1,1,1,1,1,1,1
101861,THE RHODES SCHOOL,04,683,80.4,16.3,1.2,0.3,0.9,0.1,0.9,72.6,4.4,0,1,1,1,1,1,1,1,1,1
101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,04,2854,24,20.8,29.4,0.3,23.3,0,2.2,50.6,4.6,0,1,1,1,1,1,1,1,1,1
101863,KOINONIA COMMUNITY LEARNING ACADEM,04,135,97,1.5,1.5,0,0,0,0,99.3,14.1,0,1,1,1,1,1,1,1,1,1
101864,WALIPP-TSU PREPARATORY ACADEMY,04,201,91,8,0.5,0,0,0,0.5,72.6,8,0,1,1,1,1,1,1,1,1,1
101865,VICTORY PREP,04,564,77,22.3,0.2,0,0,0,0.5,80.1,7.4,0,1,1,1,1,1,1,1,1,1
101866,GLOBAL LEARNING VILLAGE,04,44,97.7,2.3,0,0,0,0,0,75,0,0,1,1,1,1,1,1,1,1,1
101867,FALLBROOK COLLEGE PREPARATORY ACAD,04,642,92.7,4.2,0.8,0.5,0.6,0,1.2,57.3,4.4,0,1,1,1,1,1,1,1,1,1
101868,THE PRO-VISION ACADEMY,04,263,92.4,6.8,0.4,0,0,0,0.4,96.2,17.9,0,1,1,1,1,1,1,1,1,1
101869,C O R E ACADEMY,04,74,98.6,1.4,0,0,0,0,0,94.6,13.5,0,1,1,1,1,1,1,1,1,1
101902,ALDINE ISD,04,67204,25.1,70.8,2,0.1,1.3,0.1,0.7,85.4,6.8,1963,1.0129,1.7305,1.8672,0.7109,0.7641,0,0.0392,0.5094,1.6738
101903,ALIEF ISD,04,46207,30.5,51.8,3.6,0.8,12.5,0.2,0.6,81,7.5,1437,1.0954,1.9114,1.7317,0.8235,0.6572,0.0870,0.1113,0.3479,1.0438
101905,CHANNELVIEW ISD,04,8933,12.3,76.7,9,0.5,1,0.1,0.5,78.9,8.2,180,1.0773,1.8293,2.0325,0.9561,0.0617,1.1111,0.5556,0,0
101906,CROSBY ISD,04,5199,17.1,32.8,47.2,0.4,0.4,0,2,45.3,8.5,107,1.3410,1.5393,1.9129,0.0285,1.3860,0,0,1,0.4673
101907,CYPRESS-FAIRBANKS ISD,04,111173,16.6,43.6,28.3,0.6,8.6,0.1,2.3,49.3,7.1,1361,1.4561,1.7593,1.7970,1.0583,0.7036,0.8572,0.1880,0,0.8625
101908,DEER PARK ISD,04,12968,2.5,50.7,43.4,0.3,1.3,0,1.8,43,9.6,298,1.3501,2.0973,2.2819,1.0789,0.8428,1.1186,0.2581,1,1.1186
101910,GALENA PARK ISD,04,22515,16.6,76.1,5.3,0.4,0.8,0,0.7,80.7,8.4,351,1.1121,2.0350,2.0938,0.8461,0.0538,0.7123,0,1,0.4070
101911,GOOSE CREEK CISD,04,22228,15.7,58.1,22.9,0.3,1.4,0.1,1.6,64.6,9.4,436,1.2178,1.9520,1.7969,0.9277,0.7612,0.7645,0,0,0.1433
101912,HOUSTON ISD,04,210716,25.2,62,8.2,0.2,3.5,0.1,0.9,80.6,7.5,2907,1.1272,1.7521,1.7582,0.8617,0.2223,0.1720,0.1081,0,0.0382
101913,HUMBLE ISD,04,38056,18.6,32,43.5,0.4,2.9,0.4,2.1,34.5,7.9,413,2.0002,2.2374,2.2000,0.9912,0.5566,0,0.0835,0.6053,1.2683
101914,KATY ISD,04,67015,9.5,34.1,41,0.5,12.3,0.1,2.6,29,8.4,330,1.8704,2.0924,1.6587,1.4130,0.7687,0.6061,0.3203,0,0.1166
101915,KLEIN ISD,04,48003,14,38,36.3,0.4,8.4,0.1,2.8,40.9,8.3,773,1.6416,2.7432,2.7536,0.9260,0.6450,0.3234,0.0154,1.2937,0.8778
101916,LA PORTE ISD,04,7605,6.6,45.2,44,0.5,1,0.1,2.6,48.4,10.1,141,1.3628,2.1768,2.1492,0.8473,0.9349,1.4184,0.7092,0,1.9094
101917,PASADENA ISD,04,54382,7,82.2,7.1,0.2,2.9,0,0.6,78.8,8.8,662,1.0946,1.7852,1.5322,0.9703,1.1702,0,0.0521,1,1.5106
101919,SPRING ISD,04,36358,39.9,42.7,11.2,1.1,3.7,0.1,1.3,74.2,8.1,759,1.1382,1.7242,1.6378,0.6294,0.6588,0.1198,0.0356,0,0.1013
101920,SPRING BRANCH ISD,04,35218,5,58.5,27.8,0.9,6.2,0.1,1.5,58.3,7.2,481,1.3765,1.5304,2.5364,1.2758,0.3814,0.2310,0.0335,0,1.1088
101921,TOMBALL ISD,04,12444,4.7,29.2,57.3,0.3,5.4,0.1,3,23.6,7.6,108,2.2756,2.8021,2.1671,1.3635,0.8403,0,0.1715,0,0.3086
101924,SHELDON ISD,04,7745,21.6,68,8.6,0.2,0.4,0.2,1,79.8,6.5,207,1.0594,2.8242,1.8563,0.7602,0.8426,2.4155,0,0,0.4831
101925,HUFFMAN ISD,04,3308,2.1,18.4,77.6,0.2,0.5,0.1,1.1,32.7,7.7,54,1.7556,3.6075,0.8818,0.1006,1.2171,0,0,0,1.6835
102901,KARNACK ISD,07,172,62.8,14.5,13.4,0,0,0,9.3,94.8,8.1,0,1,1,1,1,1,1,1,1,1
102902,MARSHALL ISD,07,5535,39,31.6,26.6,0.4,0.4,0.1,2,76,6.4,150,1.2719,3.1250,2.1026,0.0211,0.6266,0,0,0,0.3333
102903,WASKOM ISD,07,894,17.6,24.7,52.8,0,0.1,0,4.8,59.6,9.8,20,2.3490,9.1837,0.2841,0.2024,1.7045,1,0,1,0
102904,HALLSVILLE ISD,07,4754,7,12.1,76.6,0.5,0.7,0.1,3.1,38.2,8.4,50,1.9372,2.1429,2.8571,0.1653,0.9661,4.0000,0,0,0.6452
102905,HARLETON ISD,07,719,2.6,5.3,89.4,0.1,0.1,0,2.4,36.6,11.1,3,0.9107,3.0030,12.8205,0,0.3729,333.3333,0,1,0
102906,ELYSIAN FIELDS ISD,07,1029,12.1,4.3,80,0.3,0.5,0,2.8,43,10.9,2,1.1628,4.5872,0,11.6279,0.6250,0,0,1,0
103901,CHANNING ISD,16,128,0.8,18.8,79.7,0.8,0,0,0,45.3,10.2,1,0,0,0,0,1.2547,0,1,1,1
103902,HARTLEY ISD,16,204,0,65.7,33.3,0.5,0,0,0.5,69.1,4.9,0,1,1,1,1,1,1,1,1,1
104901,HASKELL CISD,14,626,4.5,37.4,54.5,0.5,0.5,0,2.7,66.6,10.7,1,1.5015,9.3458,22.2222,0,0,0,0,1,0
104903,RULE ISD,14,132,1.5,39.4,56.8,0,0,0,2.3,75,12.1,0,1,1,1,1,1,1,1,1,1
104907,PAINT CREEK ISD,14,133,0,35.3,63.9,0,0,0,0.8,70.7,8.3,0,1,1,1,1,1,1,1,1,1
105801,KATHERINE ANNE PORTER SCHOOL,13,150,1.3,16,77.3,0,1.3,0,4,52.7,11.3,0,1,1,1,1,1,1,1,1,1
105802,TEXAS PREPARATORY SCHOOL,13,199,25.6,52.8,17.6,0.5,1.5,0,2,65.3,7,0,1,1,1,1,1,1,1,1,1
105902,SAN MARCOS CISD,13,7501,4.7,72.5,20.9,0.1,0.7,0.1,1,71.6,10.2,224,1.3343,1.4443,0.0950,1.1207,0.8544,0,0,0,0.4464
105904,DRIPPING SPRINGS ISD,13,5085,0.6,19.2,74.6,0.4,1.4,0.1,3.7,12.8,9.1,77,2.3336,2.2834,2.1645,1.4881,0.9227,0,0,0,0.3510
105905,WIMBERLEY ISD,13,2064,0.3,19.9,76.6,0.8,0.6,0,1.8,28.3,7.6,0,1,1,1,1,1,1,1,1,1
105906,HAYS CISD,13,17205,3.1,62.7,31.3,0.2,0.8,0,1.9,50.7,9.2,387,1.4831,2.3312,1.9171,1.2199,0.5366,1.2920,0.3230,1,0.1360
106901,CANADIAN ISD,16,973,0,45.4,53.3,0.2,0.4,0,0.6,40.8,5.9,2,1.2255,8.4746,1,1.1013,0.9381,0,0,1,0
107901,ATHENS ISD,07,3388,13.4,44.7,37.5,0.3,0.9,0.1,3.2,73.1,8.2,67,1.4701,2.5482,2.8960,1.3022,0.0398,0,0,0,0.4664
107902,BROWNSBORO ISD,07,2761,8.1,13.5,75.8,0.4,0.3,0.1,1.8,56.3,9.7,62,1.3751,2.8267,2.1904,0.1195,1.0426,0,0,16.1290,0
107904,CROSS ROADS ISD,07,598,1.7,5.5,91.6,0,0,0,1.2,45.8,11.4,2,1.0917,4.3860,0,0,0.5459,1,1,1,41.6667
107905,EUSTACE ISD,07,1468,1.4,10.1,85.4,0.8,0.1,0.1,2.1,69.6,13.2,4,0.3592,9.4697,17.8571,2.4752,0.2927,0,0,0,11.9048
107906,MALAKOFF ISD,07,1282,11.4,15.7,69.5,0.5,0.5,0.1,2.3,68.5,11.4,51,0.0286,2.0640,1.3760,0.6245,1.0721,0,0,0,0
107907,TRINIDAD ISD,07,181,18.2,8.8,65.2,0,0,0.6,7.2,76.2,15.5,1,0,0,0,0,1.5337,1,1,0,0
107908,MURCHISON ISD,07,204,0,10.8,88.7,0,0,0,0.5,56.4,13.7,0,1,1,1,1,1,1,1,1,1
107910,LAPOYNOR ISD,07,475,9.5,6.3,82.7,0.2,0,0,1.3,49.1,8.8,2,1.0183,0,0,0,0.6046,0,1,1,38.4615
108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,01,1047,0,98,1.7,0,0.1,0,0.2,90.1,7.4,0,1,1,1,1,1,1,1,1,1
108802,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,01,1065,0.2,91.8,5.7,0.3,1.8,0,0.2,81.7,4.7,0,1,1,1,1,1,1,1,1,1
108804,MIDVALLEY ACADEMY CHARTER DISTRICT,01,389,0,99.2,0.8,0,0,0,0,94.1,6.4,0,1,1,1,1,1,1,1,1,1
108807,IDEA PUBLIC SCHOOLS,01,15535,1.2,95,2.5,0.1,1,0,0.2,86.5,4.4,0,1,1,1,1,1,1,1,1,1
108808,VANGUARD ACADEMY,01,2112,0.5,96.2,3,0,0.1,0,0,82.5,3,0,1,1,1,1,1,1,1,1,1
108809,EXCELLENCE IN LEADERSHIP ACADEMY,01,133,1.5,97.7,0.8,0,0,0,0,84.2,5.3,0,1,1,1,1,1,1,1,1,1
108902,DONNA ISD,01,15356,0.1,99.6,0.2,0,0,0,0,97.3,6.5,2,292.3947,469.2308,0,0.5020,250.0000,1,1,1,1
108903,EDCOUCH-ELSA ISD,01,5187,0.1,99.4,0.5,0,0,0.1,0,99.2,7.2,2,0.5040,90.2778,0,0.5030,100.0000,1,1,0,1
108904,EDINBURG CISD,01,34002,0.2,98.1,1,0,0.6,0,0.1,85.3,6.5,821,1.1366,1.9114,0.6090,0.9983,1.8270,1,0,1,1.2180
108905,HIDALGO ISD,01,3242,0.1,99.8,0,0,0.1,0,0,89.9,5,52,1.1123,0.3846,0,1.0020,1,1,0,1,1
108906,MCALLEN ISD,01,25108,0.4,93.2,4.5,0.1,1.4,0,0.3,67.3,7.6,740,1.0421,1.8314,0.3378,1.0396,0.5706,1.3514,0.0965,1,0.4505
108907,MERCEDES ISD,01,5747,0.1,98.6,0.8,0.1,0.1,0,0.2,94.7,5.7,143,0.0074,1.9629,0,0.9787,4.3706,0,0,1,0
108908,MISSION CISD,01,15344,0.1,98.8,0.9,0,0.1,0,0,83.9,7.5,3,111.6408,271.1111,333.3333,0.3374,37.0370,1,0,1,1
108909,PHARR-SAN JUAN-ALAMO ISD,01,31980,0.1,98.9,0.8,0,0.2,0,0,89.2,6,2,239.3498,525.0000,0,0.5056,62.5000,1,0,1,1
108910,PROGRESO ISD,01,2134,0,99.3,0.6,0,0,0,0,99.5,5.1,19,1.0050,1.0320,1,1.0070,0,1,1,1,1
108911,SHARYLAND ISD,01,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,5.9,2,69.1400,110.1695,0,0.5423,10.2041,1,0,1,0
108912,LA JOYA ISD,01,29645,0,99.6,0.2,0.1,0,0,0,94.9,6.5,2,304.5311,684.6154,1,0.5020,0,500.0000,1,1,1
108913,WESLACO ISD,01,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,7.9,3,144.8598,308.0169,0,0.3391,25.6410,166.6667,0,1,1
108914,LA VILLA ISD,01,636,0,99.7,0.3,0,0,0,0,91.5,6.1,8,1.0929,2.0492,1,1.0030,0,1,1,1,1
108915,MONTE ALTO ISD,01,1018,0.2,98.9,0.9,0,0,0,0,92.7,5.4,2,5.3937,9.2593,250.0000,0.5056,0,1,1,1,1
108916,VALLEY VIEW ISD,01,4620,0,99.8,0.2,0,0,0,0,92.4,5.8,133,0.0081,1.8149,1,1.0020,0,1,1,1,1
109901,ABBOTT ISD,12,269,0.4,10,87.4,0,0.4,0,1.9,26,9.7,1,3.8462,0,0,0,0,1,0,1,52.6316
109902,BYNUM ISD,12,201,4,24.4,67.7,0.5,0.5,0,3,56.2,13.9,1,1.7794,0,0,0,1.4771,0,0,1,0
109903,COVINGTON ISD,12,270,0.4,8.5,88.9,1.1,0,0,1.1,51.1,15.2,1,1.9569,0,0,0,1.1249,0,1,1,0
109904,HILLSBORO ISD,12,2003,14,59,23.8,0.3,0.7,0,2.2,74.6,11,68,1.3208,1.8717,2.6261,1.0219,0.0618,0,0,1,0.6684
109905,HUBBARD ISD,12,403,21.8,11.9,63.3,0,0.2,0,2.7,71.7,8.4,8,0.1743,1.4881,0.5734,1.0504,0.9874,1,0,1,0
109907,ITASCA ISD,12,686,9.5,39.4,46.6,0.6,0.9,0,3.1,66.2,8.3,10,1.9637,0,1.0526,0.2538,1.7167,0,0,1,0
109908,MALONE ISD,12,103,10.7,44.7,42.7,0,0,0,1.9,92.2,11.7,0,1,1,1,1,1,1,1,1,1
109910,MOUNT CALM ISD,12,182,4.4,24.2,67,0,0,0,4.4,70.9,14.8,2,0.7052,3.3784,11.3636,0,0.7463,1,1,1,0
109911,WHITNEY ISD,12,1527,4.1,18.2,74.1,0.5,0.3,0,2.8,62.3,12.1,40,0.0401,2.6860,0.6098,0,1.2821,0,0,1,0.8929
109912,AQUILLA ISD,12,281,2.1,16.7,80.1,0.7,0,0,0.4,47.7,6,2,1.0482,0,0,2.9940,0.6242,0,1,1,0
109913,BLUM ISD,12,356,1.1,13.8,82.9,0.3,0,0,2,61,14.9,0,1,1,1,1,1,1,1,1,1
109914,PENELOPE ISD,12,197,1,23.9,73.1,0.5,0,0,1.5,77.2,12.7,0,1,1,1,1,1,1,1,1,1
110901,ANTON ISD,17,248,4,70.2,23.8,0,0,0,2,76.2,6.9,1,1.3123,0,0,1.4245,0,1,1,1,0
110902,LEVELLAND ISD,17,3089,4.5,67,27,0.3,0.3,0.1,0.8,65.2,13.3,128,1.2941,2.8195,0.1736,1.0844,0.9549,0,0,0,0.9766
110905,ROPES ISD,17,314,0.6,38.9,57.3,0.6,0.3,0,2.2,45.2,8,3,0.7375,4.1667,55.5556,0.8569,0.5817,0,0,1,0
110906,SMYER ISD,17,413,1.5,49.4,46,0.7,0,0,2.4,58.1,12.6,5,1.7212,7.9365,0,2.0243,0,0,1,1,0
110907,SUNDOWN ISD,17,673,0.4,62.7,35.2,0.7,0,0,0.9,27.5,7.1,2,0,0,0,0.7974,1.4205,0,1,1,0
110908,WHITHARRAL ISD,17,174,0,31,65.5,1.1,0,0,2.3,38.5,4.6,0,1,1,1,1,1,1,1,1,1
111901,GRANBURY ISD,11,6625,0.7,22.4,74.1,0.8,0.5,0,1.5,48,12.1,108,1.4468,1.6070,1.3228,1.0334,0.9997,1.1574,0,1,0.6173
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1,0,1,1,1,1,1,1,1,1,1
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7,1,0,0,0,0,1.0965,0,1,1,0
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8,56,1.5970,2.9018,0.1594,1.5736,0.9189,0,2.2321,1,0.5580
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6,1,1.7094,7.9365,0,0,1.1249,0,0,0,0
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7,1,1.5408,8.5470,0,0,1.4205,0,1,1,0
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1,1,1.6892,0,1,0,1.3004,1,1,1,0
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6,2,0.6954,5.2083,0,1.2136,0.9542,0,0,1,0
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6,0,1,1,1,1,1,1,1,1,1
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8,1,0,0,0,0,1.2270,1,1,0,0
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4,72,1.1318,2.2703,1.4690,0.6847,0.0842,3.4722,0,1,0.7716
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7,2,0.7974,5.1546,2.0408,0,0.8078,0,0,0,0
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4,0,1,1,1,1,1,1,1,1,1
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6,0,1,1,1,1,1,1,1,1,1
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1,2,6.2016,0,3.0675,0,0.7042,0,1,1,0
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8,100,1.1963,1.2245,1.0000,1.0467,0.8333,0,0,0,2.1739
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7,3,0.9524,4.7619,111.1111,1.0417,0.5136,0,0,0,0
114904,FORSAN ISD,18,709,1.1,26.1,69.3,0.3,1,0,2.3,27.1,5.8,2,1.8450,8.6207,0,1.9157,0.7215,0,0,1,0
